报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.57,-0.08,-0.07,-1.16,-0.61,-0.84,-0.74,0.57,0.29,0.12,0.04,0.16,0.17,0.01,-0.08,-0.85,-0.32,-0.34,0.09,0.86,0.44,0.25,0.12,0.25,0,-0.03,-0.03,-0.28,0.05,0.09,0.05,0.13,0.14,0.1,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,3.38,--,--,1.55,1.4,1.3,1.39,1.92,1.89,2.32,2.24,1.78,1.62,1.47,1.37,1.73,1.7,1.69,1.72,2.05,2.1,2.09,2.01,2.2,2.16,2.11,1.86,1.9,1.82,1.81,1.76,1.72,1.67,1.47,1.47,1.36,1.34,1.32,1.32,1.44,1.49,1.46,1.48,1.49,1.48,1.46,1.45,2.05,2.06,2.4,2.43,2.54,2.46,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.13,4.08,0.98,4.53,-0.03,-1.35,0.84,-1.86,-0.18,-0.08,0.42,0.45,0.38,-0.01,0.19,0.84,1.11,0.67,0.59,-0.12,0.23,-0.03,-0.06,0.54,0,0,0,0.54,0,0,--,0.05,0,0,--,0.1,0,0,0,0.1,0,0.02,--,0.29,0.09,-0.16,0.06,0.24,--,-0.82,--,--,--,--,
主营业务收入(万元),816681,558723,259077,1280397,988312,605817,288443,1006020,814803,489497,206655,831682,595529,375020,157569,672342,500299,298845,159516,556606,394381,255047,121910,652589,118291,70726,29056,162307,143332,103019,45398,147032,109290,73238,36229,95860,78252,50411,20113,76069,61525,39279,18595,56308,45931,29926,12753,42230,33224,21769,10527,35525,27623,18956,8019,31896,18620,13881,11972,25643,12562,33535,--,35141,42325,42517,
主营业务利润(万元),2880,7626,2049,-18788,-12397,-4517,4078,25406,11840,8505,5547,13443,31156,12250,3411,-6046,2152,4649,10332,41834,18111,11096,6074,42847,11449,6913,2051,9507,13837,11919,745,14388,12204,8455,--,14380,12268,7800,3084,11902,9437,5777,2649,8927,6988,4594,1639,4591,4023,2769,1313,8064,6542,4432,1751,3115,3132,362,1275,6563,4284,10608,--,11803,--,--,
营业利润(万元),-23703,-3061,-2804,-46827,-25287,-35619,-20500,15221,7197,3319,892,6013,7151,360,-1916,-19143,-7413,-7853,1539,19882,9944,5486,2711,22155,1794,1041,-699,-6220,1196,2417,1248,2928,3122,2215,1189,3243,3894,1815,1173,2927,2061,818,169,162,419,148,29,-5765,-1605,-277,-561,718,821,705,273,-8889,120,-10087,-1960,1857,2292,6212,--,6599,--,--,
投资收益(万元),7192,4862,4274,-2355,-32,-12582,-13384,-2657,-2089,-4711,-2011,6546,-5435,-4392,-2599,-598,-5155,-2873,-1715,-3684,-0,--,--,0,--,--,--,--,--,--,0,--,--,--,0,-162,-105,-107,-37,-1,-1,-1,--,2761,426,426,--,1902,553,514,0,0,0,0,0,0,0,0,0,0,0,0,--,6,--,--,
营业外收支净额(万元),674,441,383,654,218,231,88,1413,708,417,70,513,149,116,65,251,154,127,32,-155,12,-12,-9,-1193,-1265,-1276,42,336,--,--,48,--,--,--,--,34,0,0,0,-129,0,0,-44,-33,0,0,-0,-39,0,0,0,-54,-95,10,0,-100,0,474,0,-40,0,--,--,--,--,--,
利润总额(万元),-23029,-2620,-2422,-46172,-25068,-35388,-20413,16633,7905,3736,962,6526,7300,476,-1851,-18892,-7259,-7725,1572,19727,9956,5474,2702,20962,529,-235,-658,-5883,1428,2585,1296,3763,3124,2217,1183,3114,3821,1764,1192,2798,1997,762,125,2890,770,509,29,-3903,-1078,207,-593,664,726,715,279,-8989,78,-9612,-1932,1817,2823,7351,--,6605,--,--,
净利润(万元),-23248,-3341,-2920,-47141,-25044,-34068,-20198,14554,7265,3028,817,3649,3735,330,-1818,-18805,-7068,-7547,1947,19144,9792,5446,2686,5640,17,-589,-658,-6259,1022,2089,1197,2793,3048,2140,1106,3005,3712,1764,1192,2784,1998,780,126,2879,768,508,27,-3931,-1107,183,-600,613,704,695,279,-8877,78,-9230,-1852,1423,1946,5061,--,4425,4466,5010,
