报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),2.6,1.97,0.79,2.49,2.12,1.57,1.51,4.33,3.73,2.65,--,3.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,16.91,--,14.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,3.57,--,8.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),11137442,8250914,4242671,14166818,10908416,7733085,3835111,12097500,9374673,6593948,3156592,10259811,8173525,5782358,2628020,13404565,11040055,8312562,3983141,10384795,8122404,5375957,2178764,6853385,5081478,3399508,1311742,6399209,5138782,3890016,1584596,4792057,2876191,3519046,2954458,2037813,
主营业务利润(万元),2873279,2210836,1110309,3541689,2724175,1972605,955949,2763334,2137235,1484388,721262,2256510,1766812,1225374,541351,2493745,1956165,1403738,660734,1828329,1364026,973103,371111,1527409,1119307,777654,269169,1194377,966234,720510,299562,929858,502720,630449,512043,354757,
营业利润(万元),1309064,1020640,437698,1345050,1139231,832803,341406,932365,772793,551498,226642,700486,571296,403450,167838,746366,510760,366545,111241,550917,358852,303348,46425,357657,281600,213210,58366,281762,235322,183829,57263,272609,165099,160503,93833,71839,
投资收益(万元),159382,118120,52779,151112,83939,42645,27293,99798,63527,43748,14796,53452,37889,26920,10573,79172,43999,28425,13177,40264,58782,62083,6799,-25809,25582,21501,10243,18023,2682,1503,1785,71200,26745,9182,-298,-1417,
营业外收支净额(万元),103986,55018,5065,54018,48277,42031,4099,68812,44383,20691,8184,70465,51389,21399,5683,75528,56747,39667,32675,233306,196587,66661,64002,31763,-337,2147,3583,12431,5305,2300,-602,14068,1062,-381,-443,1192,
利润总额(万元),1413050,1075657,442763,1399068,1187508,874834,345505,1001177,817177,572189,234826,770951,622685,424849,173521,821894,567507,406213,143916,784223,555439,370008,110427,389421,281262,215357,61949,294193,240627,186129,56661,286677,166161,171910,93804,72642,
净利润(万元),1101210,832412,334213,1050222,895296,661013,253885,531746,401803,264683,102154,325929,255782,174122,62023,344910,200649,154898,52006,370597,241914,170901,39043,161145,113225,94144,39516,149698,93797,78658,21099,143869,71559,64178,18244,8523,
净利润(扣除非经常性损益后)(万元),937558,743304,301996,947685,862842,666765,288954,390338,314315,212812,--,302749,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),1797048,881567,249872,2478851,1385370,1317146,322381,1005420,542660,356936,66728,808957,311069,10544,-372167,410619,-56731,36235,-82790,473169,952762,606207,78680,352411,443634,280127,97480,441960,342492,196836,-46746,214974,162331,241556,243781,149831,
现金及现金等价物净增加额(万元),120339,23491,256768,-1149164,-1164856,-453454,803862,421980,387878,340474,383610,-81002,200684,19779,-490137,543519,707398,459450,559139,294462,712295,570746,103919,172626,272258,35702,245,142118,163877,218990,99533,148654,51897,11938,40650,-3988,
总资产(万元),13434627,14178269,13583093,12029209,11582287,11808956,11377342,9694602,9759282,9457205,9924152,8773653,9755599,9793220,9477976,9034514,10401714,9880829,9721328,7096036,7344598,6861000,6288145,5206583,4674450,4230524,3864114,3589866,3726771,3918170,3249713,2742111,2198565,1940073,1612479,1262508,
流动资产(万元),9937958,10760985,10199252,8642707,8317006,8539999,8139759,6532673,6543155,6217322,6731875,5556219,6535666,6615268,6327716,6004658,7906488,7501877,7371692,4920006,5287909,5028227,4512720,3532934,3116969,2695039,2384732,2140143,2446696,2630322,2220455,1831834,1468913,1245606,1011918,848477,
总负债(万元),8027564,8933326,8645219,7456063,7164805,7593145,7206854,5786546,5959929,5846745,6424049,5457104,6540224,6748505,6497077,6019957,7482228,7074645,6913489,4841219,5217034,4913565,4530834,3548469,3081826,2948525,2702533,2474852,2591078,2825800,2371344,1885146,1485791,1354012,1121790,859090,
流动负债(万元),7973580,8862488,8503851,7314285,7036090,7414782,6998621,5664738,5843097,5665478,6166423,5081016,5964786,6037892,5744675,5226920,6448269,6412329,6170055,4230926,4727973,4414110,4088113,3267730,2854057,2776301,2615942,2387176,2559414,2797843,2326918,1842902,1482140,1348864,1112577,853445,
股东权益不含少数股东权益(万元),4768132,4615474,4293922,3947050,3808801,3572751,3512157,3284743,3195175,1690972,1527234,1431353,1379239,1291304,1185209,1249428,1283416,1248952,1279117,1103285,1030719,928750,808172,774945,730380,610832,557667,517704,486840,469817,425266,404673,272410,195734,114079,88607,
净资产收益率加权(%),25.46,19.62,8.11,29.49,25.35,18.97,7.47,24.87,22.54,16.95,--,23.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
