报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.02,0.02,0,0.03,0.04,0.03,0.01,0.2,0.2,0.19,0.08,0.03,0.03,0.02,0.01,0.03,0.03,0.02,0.01,0.03,0.04,0.03,0.03,0.11,0.1,0.05,0.03,0.08,0.11,0.07,0.05,0.16,0.14,0.09,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.51,--,1.42,1.41,1.4,1.49,1.49,1.48,1.49,1.48,1.48,1.47,2.91,2.88,2.87,2.81,2.8,2.77,2.8,2.76,2.81,1.76,1.74,1.69,1.84,1.74,1.68,3.28,3.19,3.52,3.37,3.27,3.29,3.23,3.09,3,3.02,2.96,2.88,2.81,2.75,2.7,1.59,1.45,1.2,1.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.54,--,--,--,-0.05,--,0.07,--,-0.36,-0.11,-0.08,-0.27,-0.43,-0.11,-0.05,-0.55,-0.19,-0.13,-0.21,0.11,-0.11,-0.05,-0.18,-0.39,-0.29,-0.18,0.05,0.4,0.08,-0.01,0.04,0.59,0,--,0,0.8,0,0,0,-0.02,0,0,0,0.43,0,0,0,0.19,0.04,0.09,0.25,0.45,
主营业务收入(万元),200968,123804,73983,291353,130236,88157,52675,185153,110477,78636,42929,137330,89653,58794,26586,126799,80874,54645,25776,152233,86534,58585,34697,193492,132957,69579,33609,181373,109915,74313,37247,157488,106792,65760,29550,140869,87490,53775,26491,137048,84304,47467,15235,119265,73075,50755,22933,102439,67998,37225,12793,55946,26562,49710,43539,42889,
主营业务利润(万元),16379,10775,5658,18618,10783,7257,3889,19640,9071,6204,3121,14926,9753,6883,3371,13771,9481,6124,2626,14535,10175,6718,3686,14390,11391,5980,2706,14088,11614,7742,3976,18615,13066,8329,--,18249,11715,7069,3394,14370,9143,5259,1745,13643,7284,5003,1655,9417,7629,4212,1535,6879,3381,6332,5688,4590,
营业利润(万元),2114,1487,306,5221,3228,2705,1065,7390,2988,2248,889,2486,3075,2175,1122,3013,2340,2070,1109,2647,2835,1884,1363,4843,4479,1882,1533,3625,5026,3054,2249,8159,6556,4164,1953,8445,5066,2936,1435,8826,5437,2971,1158,8535,4505,3011,1264,5400,4661,2723,1163,3824,2116,3849,3662,3250,
投资收益(万元),18,18,--,23,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,--,0,9,--,--,--,9,--,--,--,9,--,0,0,9,9,--,0,30,0,0,0,0,0,0,0,4,4,3,0,87,60,30,18,36,
营业外收支净额(万元),377,-16,-14,132,134,-38,-45,14121,16693,16392,7059,11,193,188,2,676,506,440,107,767,678,617,-1,619,541,398,7,476,--,--,--,--,--,--,--,297,0,--,0,-80,0,0,0,214,0,216,0,111,0,0,0,-184,0,0,0,0,
利润总额(万元),2491,1470,292,5353,3362,2667,1021,21511,19680,18639,7948,2497,3269,2363,1124,3689,2846,2510,1216,3414,3513,2501,1361,5461,5020,2281,1541,4100,5514,3423,2243,8445,6858,4388,1953,9333,5961,3682,1620,9181,5841,3370,1155,8916,4882,3353,1238,5515,4672,2730,1163,3726,2164,3858,3675,3285,
净利润(万元),1788,1272,298,2402,2775,2116,862,15097,14801,13801,6032,2009,2380,1702,834,2503,2037,1799,825,2360,2552,1847,1004,4120,3701,1694,1181,2960,4125,2560,1663,5113,4601,2944,1293,6003,3979,2526,1159,6173,3791,2288,864,5861,3642,2233,903,4275,2901,1788,783,2482,1302,2471,2449,2255,
