报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.04,0.03,0.01,0.05,0.06,0.04,0.01,0.06,0.08,0.05,0.01,0.09,0.09,0.05,0.01,0.13,0.12,0.15,0.01,0.33,0.24,0.15,0.05,0.4,0.29,0.18,0.29,0.23,0.29,0.19,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.85,2.82,2.78,2.74,2.73,2.73,4.07,3.98,3.98,3.88,3.79,3.73,3.68,2.14,2.03,1.85,0,1.56,1.27,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.05,-0.34,-0.06,-0.06,-0.01,1.2,0.64,-1.08,-1.13,-0.21,0.02,0.64,0.28,0.18,0.58,0,0.43,0.2,
主营业务收入(万元),302032,152537,46623,580780,356378,171867,46853,488406,308368,146160,35456,349232,226733,125500,34002,289865,201841,113495,23498,240902,178065,111233,40914,232105,159376,91284,164661,120079,125059,74734,
主营业务利润(万元),34363,22978,8001,49011,32696,18277,5706,48128,32328,19850,7209,34030,23489,13005,4731,26343,18400,10467,2909,23257,16766,10212,4296,19787,14781,9886,17291,12572,14444,8737,
营业利润(万元),-135,-219,-2,-895,1084,84,-810,2780,4368,2765,558,3816,4327,2333,-10,5150,5797,3318,-71,6986,4910,3108,942,6409,4638,2952,4703,3819,4518,2710,
投资收益(万元),539,481,--,219,170,170,17,358,189,187,-23,231,161,72,-91,250,-18,-22,--,3400,-0,-0,--,0,-0,-0,58,31,25,52,
营业外收支净额(万元),1932,781,392,3651,3464,2964,1621,1577,1198,480,169,1634,769,590,285,1759,232,227,274,842,393,216,160,427,138,-18,16,--,213,324,
利润总额(万元),1797,561,390,2756,4548,3049,812,4357,5566,3245,728,5450,5096,2922,275,6909,6029,3545,203,7828,5303,3324,1102,6836,4776,2934,4720,3824,4730,3033,
净利润(万元),2388,1505,436,3007,3117,2087,222,2381,3603,2243,304,3754,3806,2125,255,5276,5037,2869,122,6303,4523,2824,930,5859,4079,2506,4115,3238,4139,2540,
净利润(扣除非经常性损益后)(万元),758,860,102,196,387,-477,-1359,1035,2659,1839,162,2387,--,1674,--,3433,--,2677,--,3036,--,2640,--,5496,3920,2521,4051,0,3951,2635,
经营活动产生的现金流量净额(万元),607,-20332,-24877,32109,6918,-7001,-8237,-36158,-27855,-26187,-13949,-56186,2043,-14357,-2767,-2575,-349,22712,12157,-20392,-21451,-4013,400,12034,4019,2553,8254,4713,6167,2897,
现金及现金等价物净增加额(万元),44151,27245,21709,24359,32730,6292,-832,-56400,-42578,-30400,24335,79266,49674,31871,19634,19349,37109,41491,22118,-9043,-7316,1232,23592,34843,6242,1480,9937,12149,-326,1419,
总资产(万元),1123024,1088290,1008476,1003840,962068,851119,825169,837018,784250,739376,691069,644229,559232,501386,450376,425151,407579,408644,305770,285326,275493,236819,213620,183943,164519,143780,121494,0,81493,58313,
流动资产(万元),757491,747506,665001,646971,629399,552392,498531,505677,489812,467098,457720,407242,384844,354592,305471,277478,286430,290248,213387,193910,193253,160685,176204,147992,133391,113791,90360,--,57532,45875,
总负债(万元),982003,951026,871066,866584,818977,711583,687895,700172,648194,607510,562624,516455,435245,378744,329557,303117,285140,325955,226882,207569,201559,164777,142913,114166,134156,114991,95210,--,59324,40039,
流动负债(万元),695881,694124,620103,604260,573201,473496,451154,404202,349370,328981,271344,303763,331006,261761,162276,170769,152932,193666,120526,120331,117388,95532,93282,93843,119117,105391,87210,--,58324,39538,
股东权益不含少数股东权益(万元),130488,128896,128428,128212,132413,129737,127704,127547,128529,126270,122950,122240,120768,119054,117386,116857,117002,77177,75445,75322,73542,71843,70707,69777,30362,28790,26284,0,22169,18030,
净资产收益率加权(%),1.85,1.09,0.32,2.32,2.37,1.5,0.16,1.93,2.9,1.82,0.25,3.16,3.2,1.8,0.22,6.53,6.51,3.8,0.16,8.69,6.28,3.97,1.32,18.11,0,9.1,16.98,0,20.59,15.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
