报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.19,0.09,0.03,0.24,0.17,0.11,0.05,0.26,0.22,0.13,0.11,0.32,0.23,0.15,0.06,0.35,0.31,0.17,0.09,0.36,0.24,0.18,0.08,0.44,0.32,0.06,0.38,0.56,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.89,5.81,5.82,5.77,5.72,5.59,5.58,5.52,5.43,5.32,2.48,2.4,--,0,2.21,2.28,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,1.43,0.78,-0.05,-1,-0.68,-1.11,-0.44,-0.99,0.87,0.68,0.56,-0.15,0.75,--,0.18,0.85,0.28,
主营业务收入(万元),81534,51797,19533,122788,92114,57657,23639,115484,89278,57645,24433,117451,86345,53455,24262,111975,83610,51410,22618,83949,60939,37378,16258,74850,53707,14496,89455,59621,
主营业务利润(万元),11031,6632,2424,14506,10295,6554,3018,14066,10877,6938,3550,12391,8658,5345,2324,11129,8643,5314,2086,10058,7678,4858,2254,10602,8091,1974,9918,8189,
营业利润(万元),4350,2163,539,5549,3922,2502,1247,6029,5094,3130,1846,4967,3549,2232,897,5483,4831,2626,952,4808,3708,2169,966,5135,3897,683,4258,4362,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,--,
营业外收支净额(万元),296,82,80,153,162,158,34,257,181,176,12,187,159,149,8,111,129,126,60,197,206,5,8,74,79,1,--,--,
利润总额(万元),4646,2245,618,5703,4083,2659,1282,6286,5275,3305,1859,5154,3708,2381,904,5595,4961,2751,1013,5005,3914,2173,975,5210,3976,684,4558,5141,
净利润(万元),3777,1767,542,4813,3387,2182,1053,5159,4321,2648,1517,4243,3011,1928,727,4604,4031,2242,842,4171,3229,1793,787,4317,3193,569,3736,3831,
净利润(扣除非经常性损益后)(万元),3525,1697,474,4682,3250,2048,1024,4940,4167,2498,1506,4084,--,1801,--,4434,--,2135,--,3914,--,1789,780,4162,--,568,3466,1959,
经营活动产生的现金流量净额(万元),-5981,2261,-7165,4202,-967,6246,-6316,223,-1168,-8543,-1978,18912,10336,-701,-13136,-8999,-14676,-5745,-13045,11537,9027,7450,-1511,7377,2658,1754,7683,1999,
现金及现金等价物净增加额(万元),-1827,-584,-4417,2049,-4246,5375,-1905,-11619,-6427,-12188,-9329,-3695,-1809,-2608,-6295,-19539,-22112,-7632,-13608,45127,37065,47502,-4304,1674,-1546,-663,-405,2059,
总资产(万元),153794,145630,139857,136978,128928,132104,132119,122575,127273,123788,116009,111631,115092,119882,118874,109828,102754,108292,105898,105444,103150,113198,65942,60602,--,0,58287,57281,
流动资产(万元),90832,84682,81558,79645,71363,74583,75087,66500,78913,75685,67492,68466,76954,84253,86370,77954,73149,80653,78095,77560,75055,84963,37643,31851,--,--,29969,31647,
总负债(万元),66280,60125,53598,51260,44636,49017,48181,39691,45226,43414,35445,32585,37278,43150,42023,33704,27203,34531,32227,32604,31474,42957,41410,36857,--,--,38409,40868,
流动负债(万元),60472,60125,53598,51260,44636,49017,48181,39691,45226,43414,35445,32585,37278,43150,42023,33704,27203,34531,32227,32604,31474,38957,37410,32857,--,--,32409,32868,
股东权益不含少数股东权益(万元),87514,85505,86260,85718,84292,83087,83938,82885,82047,80374,80563,79046,77815,76732,76851,76124,75551,73761,73672,72840,71676,70241,24532,23745,--,0,19879,16412,
净资产收益率加权(%),4.36,2.04,0.63,5.71,4.05,2.6,1.26,6.37,5.21,3.3,1.9,5.48,3.93,2.51,0.95,6.19,5.45,3.04,1.15,8.65,11.67,7.23,3.26,19.79,--,2.82,20.61,30.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
