报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.75,0.55,0.39,1.52,1.16,0.78,0.37,1.26,0.96,0.64,0.34,1.26,0.92,0.59,0.26,1.38,1.16,0.92,0.3,1.08,0.78,0.54,0.22,0.98,0.76,0.48,0.19,0.88,0.65,0.39,0.28,1.09,0.75,0.42,0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.02,4.88,4.53,4.27,4.06,3.85,4.96,4.71,4.42,4.18,4.06,3.84,3.63,3.35,3.25,3.06,2.83,2.57,4.73,4.44,4.13,3.79,5.41,5.14,4.93,4.76,4.72,4.61,4.53,4.38,4.27,5.24,5.09,2.59,2.3,2.14,1.66,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.7,0.49,0.17,0.6,0.45,0.28,0.14,0.94,0.58,0.4,0.22,0.69,0.55,0.39,0.21,0.78,0.59,0.39,0.38,0.71,0.43,0.22,0.06,0.7,0,0,0,0.57,0,0,0,0.45,0,0.21,0.61,0.52,0,
主营业务收入(万元),82328,53875,27730,124295,89721,58687,28838,116178,82962,54436,23101,100702,63578,40087,16597,62277,43617,27954,12703,45784,31668,21638,8970,39002,28317,16979,7568,35800,26930,15900,6298,23753,16481,9633,3273,14394,10133,6793,2766,11856,8406,5273,1926,9305,6638,4387,7105,4966,3170,
主营业务利润(万元),57631,38431,20397,85417,63649,42202,20259,76923,55567,36341,15908,66424,43538,28165,12884,46267,32937,21161,9646,34558,25038,17475,7644,31830,23230,14198,6030,30447,23088,13443,5245,15336,10278,5792,--,8954,6334,4028,1764,7175,5089,3047,1201,5988,4339,2763,4994,3780,2674,
营业利润(万元),58022,43034,20266,78048,58773,39698,18779,65463,49317,32081,14404,55509,40475,25894,11318,59304,50682,40203,8684,28158,21905,15090,6419,26286,21128,12962,5173,22900,18264,10291,3805,13945,10136,5437,2513,5396,4041,2412,1051,3805,3262,1821,753,3488,2590,1585,3321,2185,2062,
投资收益(万元),5143,4739,1978,4380,3113,1898,937,3871,2421,1806,464,2643,1963,1350,374,22330,23471,23073,517,2628,1850,735,208,1073,895,468,-44,972,801,686,473,2899,2177,0,0,347,22,0,0,36,0,0,0,43,0,0,0,0,0,
营业外收支净额(万元),1188,755,93,3194,2782,1574,693,1905,1631,1581,613,525,369,140,135,1141,-1,2,-1,3798,680,489,67,1018,457,409,248,699,--,--,--,--,--,0,--,76,0,0,0,0,0,0,0,-3,0,0,-19,0,0,
利润总额(万元),59210,43789,20359,81242,61555,41272,19472,67367,50948,33662,15017,56034,40844,26034,11452,60445,50682,40205,8683,31955,22585,15579,6486,27304,21585,13371,5421,23598,18682,10626,4038,14908,10242,5496,2563,5819,4062,2412,1051,3841,3262,1821,753,3528,2590,1585,3302,2185,2062,
净利润(万元),51597,37910,17909,69508,53089,35727,16883,57740,44065,29171,12903,48101,34944,22297,9825,52334,43977,34950,7516,27271,19603,13473,5616,24410,18960,11837,4672,21786,16036,9623,3436,13480,9300,5254,2176,5032,3468,2060,904,3382,2777,1550,640,3200,2286,1336,3120,1929,1890,
净利润(扣除非经常性损益后)(万元),44822,29516,16425,63774,49328,33601,15926,54690,41827,27254,12243,46736,--,21630,--,33055,--,18478,--,24295,0,13353,--,22420,0,11054,0,22371,0,10028,--,8986,0,3919,--,4686,0,1869,0,3382,0,1550,0,3203,0,0,0,0,0,
经营活动产生的现金流量净额(万元),36201,25102,16682,46500,37423,20426,9607,34741,17606,11473,-2467,39860,26714,18812,6505,22859,17015,10649,3424,23813,14647,10068,5640,17441,13662,9607,5111,19432,14727,9780,4747,8836,5284,2736,482,5755,3177,2683,1208,4748,3267,2256,1168,3126,2253,1068,3055,0,0,
现金及现金等价物净增加额(万元),30916,71494,19059,8223,9138,24549,5389,10209,-6130,-10231,12636,8810,-1440,-4807,-10771,12689,29421,2379,1673,2777,-5132,-9807,1945,-269,-50,-3084,3604,16394,11801,6083,4782,15627,7571,3397,-2132,7518,-216,-867,-938,-21242,-2450,-1823,50,20592,20786,-908,2021,0,0,
总资产(万元),363446,366014,351306,331907,313630,305476,287019,271210,250332,234553,230511,221670,205978,199858,185759,173614,168377,155825,132646,124857,118823,112457,108893,101981,96425,88660,84845,78852,74893,67763,62622,58663,53818,50755,47922,46161,44272,42468,41999,40591,40065,39002,39743,38983,36717,14750,15183,10284,7713,
流动资产(万元),258760,265199,246305,228303,206718,200389,184543,172588,170831,159414,155744,149584,136902,136531,128100,118918,125786,114117,85051,76529,78133,72610,79044,75892,74389,67139,68478,63650,60109,53180,48324,44605,41653,38679,35825,34682,32789,30901,30334,29361,27933,27510,28702,28324,29663,8531,8646,4516,3931,
总负债(万元),11985,12825,13886,13792,11680,10540,11332,12309,6901,8086,8205,10517,7435,6720,5950,5052,7815,7339,5030,3722,5886,5721,4971,3675,4003,3642,3820,2591,4426,3907,3808,3471,2515,3653,3027,3541,3382,2987,2845,2342,2473,2637,4339,2838,1585,1770,3678,1723,1084,
流动负债(万元),10166,10578,11458,11574,9724,8709,9461,10352,6121,7326,7435,9222,6446,5752,5311,4522,7815,7339,5030,3722,4655,4628,3816,3221,3967,3623,3820,2591,4426,3907,3749,3221,1953,2672,2186,2605,2466,2371,2232,1729,2121,2127,3829,2228,1030,1315,3238,1165,719,
股东权益不含少数股东权益(万元),347967,349747,334416,314794,299369,292364,273356,256566,240734,223872,215218,204012,190989,185733,172628,162398,154515,146386,125565,119075,111260,105025,102196,96551,90588,83176,80806,76041,70350,63759,58735,55127,51238,47039,44833,42556,40828,39419,39092,38188,37533,36306,35396,36136,35123,12971,11495,8561,6629,
净资产收益率加权(%),15.36,11.41,5.52,24.38,18.89,13.01,6.37,25.16,19.87,13.44,6.13,26.16,19.43,12.85,5.87,37.46,32.16,26.09,6.12,25.42,18.82,13.15,5.65,28.37,0,14.44,0,33.33,0,16.09,--,27.79,0,11.72,--,12.53,0,5.25,0,9.16,0,4.25,0,15.87,0,10.92,30.83,25.63,30.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
