报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1990-06-30,
净利润(扣除非经常性损益后)(万元),-241,1654,3793,-15439,-10163,-5498,-1928,-3345,62,159,--,-6220,--,1452,--,-270,--,1669,--,1598,--,953,--,1315,--,1887,0,3051,0,2669,--,518,0,1380,--,672,0,317,0,4314,0,2567,0,5674,0,3558,0,6978,0,2968,0,4193,2799,1744,--,2994,2698,5680,1130,1324,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),29629,28245,24225,10923,5425,1535,-4581,-24497,-26329,-21583,-8039,10286,14328,29407,22139,27852,41998,18696,7873,53504,49582,20629,142,-3003,-33184,-38675,-18647,25241,17515,20793,15636,34712,27059,-26835,4018,38493,16872,4931,-2284,30650,5346,5257,22092,24533,5996,33116,3424,39062,11209,5429,-11342,24659,0,-22322,--,5016,2295,-3026,-2935,6740,1054,-5151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-910,351,4217,4697,-2319,3353,-6492,5854,4352,-2848,10070,-31047,-22947,2555,10952,-7871,11252,-3702,-2049,1280,18819,-4054,1350,-1371,-36080,-43012,-14148,-50744,-45790,-20958,1160,-27704,-37002,-18120,-12175,32229,13585,3404,3584,8938,-19720,20099,9146,-816,-25467,15697,3749,25627,6751,11867,-872,-16124,0,-10758,--,56607,33068,7141,-5296,6267,3268,1792,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),432206,434022,458300,447528,316905,331914,319328,322022,318078,329462,350842,316770,366413,354339,358653,344307,374645,367837,370739,394644,413042,400353,416386,407419,393165,364664,389693,393045,483563,522423,442654,436863,308753,301682,279186,285118,282791,288568,275553,263812,274319,322246,304635,281157,248894,272666,260199,242210,246149,253536,270150,159811,161049,180166,175500,163368,149466,101506,78104,52049,63974,57631,35409,37710,35110,25385,19042,18453,18695,18076,15579,6148,5232,2116,1284,1164,94,98,79,
流动资产(万元),88955,89749,104824,95466,72647,86037,69472,71547,83203,97190,119165,84144,118078,109482,118153,104587,144474,142637,147078,93627,119297,109155,122134,116945,109097,78108,93000,103301,112285,130426,160536,154011,163654,178020,154786,159193,158028,157321,140792,126362,136467,182101,158689,133992,116671,144130,133013,114237,117464,125874,--,--,0,--,110065,--,0,0,0,0,42706,36348,22723,25122,23482,14683,9750,9866,9211,8068,7630,1603,2302,1172,809,1093,83,87,72,
总负债(万元),175735,162769,182890,180436,158479,169679,148916,150127,143574,153394,168543,137523,170015,160828,166560,156513,180473,172003,174728,196938,222033,209209,227328,223417,199348,178407,198127,202478,296136,331277,293033,284554,178536,171298,151246,157632,156925,165057,151811,141993,153728,199790,183554,162406,132503,157018,145180,131197,139151,147427,172020,89923,93233,113536,109568,98559,85063,35493,18553,29059,37024,32500,14490,16132,14782,7677,2299,2188,1560,1527,903,606,173,285,-127,-159,32,30,28,
流动负债(万元),173867,159071,178237,176528,151931,163131,142368,143579,135404,145225,160377,129308,136140,126742,140802,131135,150476,133819,125383,116641,124206,110200,123171,120361,108244,100492,126764,164849,145487,172622,153458,152340,147156,140595,121140,136307,123868,131666,119514,109031,113488,156604,139475,119010,96427,121325,92617,80938,89598,98711,--,--,0,--,70568,--,0,0,0,0,37024,32283,14309,15931,13782,7677,2284,2173,1312,1284,878,581,173,285,-127,-159,32,30,28,
股东权益不含少数股东权益(万元),202343,204962,205982,198607,87761,90515,94872,95925,96399,97180,102874,101443,98245,97361,96700,94980,97274,98849,96864,95704,94365,94931,94769,92150,94621,90683,93540,93437,93802,89875,88030,90186,86247,86631,86203,83224,82420,82331,82677,82003,81908,80775,79353,78142,76016,75379,76210,74224,72130,70088,64885,63394,62535,61710,61383,60555,60206,58961,55624,19524,23474,22018,20919,20806,19712,17708,16743,16265,16126,15540,14632,5270,5059,1830,1411,1323,62,68,51,
净资产收益率加权(%),0.33,1.14,2.01,-12.79,-10.46,-5.63,-2.01,0.46,0.46,0.39,0.31,20.36,2.23,1.91,0.31,2.33,0.4,1.67,0.24,2.38,1.28,1.26,0.23,2.77,--,2.13,0,3.69,0,2.96,--,2.97,0,1.76,--,1.48,0,0.4,0,4.82,0,3.31,0,7.64,0,4.07,0,10.54,0,4.53,0,6.18,0,2.49,--,4.3,3.22,13.62,0,13.58,--,11.1,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
