报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.4,0.25,0.1,0.43,0.19,0.15,0.13,--,0.35,0.17,0.02,0.23,0.19,0.14,0.06,1.22,0.83,0.47,1.22,0.29,0.07,
每股净资产(元),3.96,3.81,3.71,3.6,3.29,3.24,6.41,--,6.04,5.85,5.76,5.72,5.71,5.64,10.01,10.1,3.55,3.19,2.92,4.94,3.77,
每股经营活动产生的现金流量净额(元),-0.04,0.06,-0.24,0.02,-0.53,-0.49,-0.27,--,0.27,0.45,-0.06,-0.69,-0.71,-0.49,-0.4,-0.81,-0.64,0.11,1.65,0.77,0.4,
主营业务收入(万元),252538,178369,73088,306225,140095,93128,44327,212040,125735,72308,15486,108333,59134,36229,15675,87364,56048,29216,59883,18028,10046,
主营业务利润(万元),61711,41333,18306,75873,38489,26303,12344,49924,31600,15822,4760,35686,21313,14160,6644,38220,24898,13476,29794,8912,4787,
营业利润(万元),27811,18449,7463,27879,11904,10104,4057,17582,10691,3967,-785,5435,5380,3695,2243,17683,11770,6432,15464,2395,413,
投资收益(万元),292,304,2,-1592,--,--,--,186,--,--,--,-58,--,-115,--,-396,-210,-210,--,--,--,
营业外收支净额(万元),2700,1315,637,4687,2660,1042,606,3306,2563,2262,1351,3158,1704,1514,147,2410,1261,969,1763,1699,498,
利润总额(万元),30511,19765,8099,32566,14563,11146,4664,20888,13253,6229,565,8593,7084,5209,2390,20093,13030,7402,17227,4094,911,
净利润(万元),26116,16631,6890,28329,12403,9563,4147,18103,11277,5391,523,7280,6190,4510,2033,17255,11094,6253,14803,3522,821,
净利润(扣除非经常性损益后)(万元),--,15505,--,24440,--,8022,--,--,--,2065,--,1211,--,1308,--,15263,10021,5427,13177,1937,377,
经营活动产生的现金流量净额(万元),-2321,4268,-15939,1034,-34476,-31933,-8757,29403,8681,14426,-2063,-22285,-22965,-15731,-7208,-14481,-8596,1429,22164,2318,1208,
现金及现金等价物净增加额(万元),-53551,-17676,-17060,-7843,-41681,-37952,-15980,17624,-2979,5430,-5654,-25627,-18061,-13102,-4967,101687,-14513,-1323,26440,2705,-1681,
总资产(万元),587664,536920,485102,487935,375555,357830,358691,390617,343568,318019,263351,275411,261664,242025,237730,241312,104088,93299,85497,27743,16606,
流动资产(万元),480891,475315,440132,443285,333060,316468,319686,351861,309478,285908,236023,250096,237706,220603,218517,223996,90233,81346,78418,21893,12644,
总负债(万元),325667,285963,241112,251284,159965,145915,148958,185795,148797,129374,77607,90765,77542,60137,58309,60340,56396,50448,46216,12922,5306,
流动负债(万元),319582,279837,234997,245059,151906,137472,141931,178760,146103,126724,75233,88082,74447,57790,55908,57895,54659,48553,44254,11011,3754,
股东权益不含少数股东权益(万元),260952,250958,243990,236651,215589,211914,209731,204819,194771,188645,185743,184646,184122,181888,179421,180972,47692,42851,39281,14821,11300,
净资产收益率加权(%),10.51,6.83,2.87,13.04,5.87,4.57,2,--,5.93,2.89,0.28,4,3.4,2.48,1.12,25.81,--,15.4,64.29,26.96,7.54,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
