报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.22,0.22,0.13,0.69,0.32,0.29,-0.07,0.67,0.62,0.47,
每股净资产(元),5.47,5.47,--,3.88,--,--,--,3.32,2.66,2.12,
每股经营活动产生的现金流量净额(元),-0.69,-0.52,--,0.51,--,-0.27,--,0.21,0.47,0.3,
主营业务收入(万元),13770,9783,4342,19226,10697,9031,809,17349,16328,12730,
主营业务利润(万元),4483,3585,1596,7634,4235,3509,297,6588,5964,4666,
营业利润(万元),1355,1309,726,3769,1778,1620,-442,3668,3521,2716,
投资收益(万元),32,--,--,11,--,--,3,--,--,--,
营业外收支净额(万元),492,439,62,269,166,114,44,217,153,-4,
利润总额(万元),1848,1748,788,4038,1944,1735,-398,3885,3674,2712,
净利润(万元),1494,1480,642,3454,1577,1440,-360,3334,3110,2374,
净利润(扣除非经常性损益后)(万元),--,1271,636,3303,--,1374,-364,3209,3007,2377,
经营活动产生的现金流量净额(万元),-4575,-3445,-3939,2548,-1332,-1343,-862,1044,2355,1476,
现金及现金等价物净增加额(万元),8564,11809,-4092,1718,-1942,-1450,-909,720,-301,2494,
总资产(万元),48003,48415,31730,35497,--,--,--,26594,23359,19224,
流动资产(万元),39114,40516,24012,27649,--,--,--,19085,15881,15328,
总负债(万元),11524,11950,12411,16121,--,--,--,9971,10070,8645,
流动负债(万元),10758,11166,11618,15252,--,--,--,9078,9170,7775,
股东权益不含少数股东权益(万元),36479,36465,19318,19376,--,--,--,16623,13289,10578,
净资产收益率加权(%),5.94,7.44,3.29,19.38,--,8.47,--,22.29,26.06,30.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
