报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-09-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.36,0.22,0.07,0.47,0.36,0.22,0.07,0.43,0.33,0.2,0.07,0.41,0.31,0.18,0.07,0.44,0.3,0.18,0.08,0.34,0.25,0.16,0.07,0.29,0.22,0.16,0.08,0.22,0.11,0.07,0.05,0.12,0.14,0.08,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.78,--,3.6,3.51,3.39,3.32,3.24,3.14,3.04,2.91,2.96,2.63,2.53,2.47,2.39,2.33,2.25,2.17,2.06,2.02,2,1.95,1.97,1.92,1.84,1.86,1.78,2.07,2.38,2.65,2.84,4.71,4.85,4.85,4.95,4.88,4.93,4.88,4.81,4.1,4.65,4.61,4.8,4.7,4.5,4.45,4.46,1.88,0,0.4,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.04,--,0.54,0.43,0.22,0.75,0.48,0.44,0.08,0.45,0.36,0.3,0.05,0.66,0.4,0.35,0.21,0.73,0.43,0.34,0.23,1.03,0.99,0.75,0.54,0.75,0,--,0,0.8,0,0,0,1.45,0,0,0,1.59,0,0,0,1.09,0,0.27,--,0.54,0.19,0.53,0,--,--,--,
主营业务收入(万元),216196,138492,62190,300042,220667,143025,67135,310592,224230,144078,66495,295233,222109,145641,64853,242424,166991,99278,47514,196012,130075,77854,36164,143936,108579,67710,29101,86040,59229,36279,14917,194754,143238,89953,41033,250793,207761,132018,59326,238077,173939,111119,49628,219139,162289,102887,48159,164133,112343,66929,40195,141853,101803,64031,29026,95213,33502,53246,36949,33086,19694,17320,
主营业务利润(万元),56278,35581,15485,70891,52776,33600,14312,71780,53199,34285,15454,69468,49406,31114,13505,63730,44428,26928,11252,45032,28981,18118,8523,33742,25982,16873,8029,29332,18407,11878,5756,918,5794,3010,--,-25173,-19927,-11290,-2102,-1842,11530,9635,3471,31371,30321,19609,9867,20596,11154,-387,7742,35235,26383,16334,6367,22144,9022,15067,10458,11451,8129,5356,
营业利润(万元),21043,12815,4357,26951,20826,12809,3950,24952,18884,11304,3865,23614,17528,10027,3808,21801,14945,8578,3346,16751,11808,7889,3405,12635,9544,7223,3316,12100,6470,4354,2241,-34381,-15957,-10478,-7304,-62449,-50211,-34446,-12448,-26715,-7055,-2289,115,5211,8889,6224,1884,-3686,-6819,-12805,1771,17598,11328,6656,1754,11658,4431,7715,4990,6884,4215,2082,
投资收益(万元),343,274,--,198,234,185,-0,246,51,-0,--,265,249,211,--,246,270,270,--,45,45,45,0,225,225,153,22,540,540,480,487,553,438,215,64,59,-46,-151,-61,-197,-36,75,-7,36,24,34,8,20,-10,-35,-7,-9,3,4,5,244,3,387,7,98,443,452,
营业外收支净额(万元),277,182,-36,199,51,29,15,170,198,191,78,598,509,162,22,549,381,387,330,325,187,93,64,1729,1415,377,209,216,--,-52,--,--,--,--,--,-2085,0,--,0,-1483,0,0,0,53,0,0,0,-313,0,0,0,-603,-730,-72,0,122,0,69,0,231,252,179,
利润总额(万元),21320,12997,4321,27150,20877,12837,3965,25122,19083,11495,3943,24212,18038,10189,3830,22350,15326,8965,3676,17076,11995,7981,3469,14365,10959,7599,3525,12316,6493,4302,2667,6735,7188,4050,-1003,-32734,-33576,-22813,-12254,-13871,-7089,-2183,142,5299,9027,6448,1995,7029,6137,-13459,1823,16987,10759,6744,1754,12024,4486,8172,4947,7213,4909,2714,
净利润(万元),14557,9045,3024,18858,14468,8905,2992,17424,13468,8154,2942,16357,12586,7145,2854,17624,12185,7228,3100,13517,10153,6466,2678,11778,8789,6376,3232,8979,4310,2613,1982,4764,5650,3318,-1249,-34859,-35250,-23381,-11110,-13672,-6096,-1838,64,3444,5707,4105,1253,6663,5042,-12983,1117,11994,8819,6223,1121,7076,2953,7303,4348,6926,4874,2714,
