报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.08,0.06,0.04,0.12,0.1,0.06,0.02,0.06,0.06,0.05,0.02,0.17,0.17,0.14,0.14,0.58,0.45,0.36,0.19,0.67,0.15,0.48,0.33,
每股净资产(元),1.84,1.81,3.57,3.51,3.46,3.43,3.42,3.4,3.4,3.39,3.44,3.42,3.42,3.38,6.83,6.69,6.58,6.48,2.9,2.71,--,2.05,1.57,
每股经营活动产生的现金流量净额(元),0.04,0.01,0.11,0.01,-0.04,-0.11,-0.02,-0.25,-0.32,-0.31,-0.14,0.16,0.02,0.05,-0.05,-1.23,-1.21,-0.88,--,0.46,--,0.4,0.35,
主营业务收入(万元),82789,54437,22473,110696,79684,50787,22503,96841,69440,45016,19397,89716,66196,43906,18985,80005,57571,36648,16284,64908,13142,43953,43397,
主营业务利润(万元),15244,9828,3650,14859,10703,6601,2644,12792,9264,6036,2544,13889,10945,7665,3664,13855,10326,7026,3359,11397,2400,8440,6411,
营业利润(万元),2656,1967,312,575,1502,956,261,977,862,624,118,3743,3955,3124,1715,5779,4669,3432,1699,5483,1094,3687,2338,
投资收益(万元),344,343,339,414,--,--,--,--,--,--,--,--,-15,-28,--,--,--,--,--,0,--,0,0,
营业外收支净额(万元),1141,872,595,2223,808,532,335,640,621,579,411,560,365,309,25,1138,901,659,323,1078,274,912,631,
利润总额(万元),3797,2838,907,2798,2310,1488,596,1617,1482,1203,528,4303,4320,3434,1740,6916,5571,4091,2022,6561,1368,4599,2969,
净利润(万元),3400,2572,834,2376,1953,1233,479,1204,1180,981,431,3391,3440,2744,1410,5215,3910,2878,1435,4999,1089,3597,2441,
净利润(扣除非经常性损益后)(万元),--,1831,--,586,--,782,--,665,--,490,--,2947,--,2510,--,4391,--,2432,1213,4127,857,2856,1909,
经营活动产生的现金流量净额(万元),1653,460,2198,126,-764,-2138,-329,-5027,-6402,-6101,-2855,3238,456,912,-495,-12279,-12072,-8792,-9460,3445,-2074,3017,2662,
现金及现金等价物净增加额(万元),1311,5436,4785,-6273,125,-5755,-3044,-10652,-4088,-2551,4834,-15191,-12160,-11382,-3384,28557,33476,32365,-4708,3507,-777,1444,1712,
总资产(万元),127723,131461,125958,122652,117524,106656,103250,104783,101513,98052,98334,91067,90039,91536,97767,94624,96832,91647,49235,47914,--,35102,23312,
流动资产(万元),79167,83287,81841,80166,82345,74258,72999,77860,79465,76885,81761,74973,75028,77358,84377,85499,88660,83642,42063,41125,--,29301,18244,
总负债(万元),52207,57085,53791,51635,47995,38048,34757,36738,33545,30272,29592,22748,21685,23877,29439,27198,27519,23523,24388,24667,--,17450,10057,
流动负债(万元),47639,52332,50872,48136,45702,37979,34496,36443,33249,29976,29121,21945,21683,23875,29437,27196,27517,23521,24086,24658,--,17026,9645,
股东权益不含少数股东权益(万元),74289,73156,71917,70757,69262,68541,68494,68045,67968,67780,68742,68319,68353,67659,68328,66911,65846,64815,21778,20343,--,15346,11747,
净资产收益率加权(%),4.73,3.58,1.17,3.46,2.85,1.8,0.7,1.77,1.73,1.43,0.63,5.03,5.08,4.04,2.09,11.05,9.07,6.76,6.81,28.01,6.85,26.56,23.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
