报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0,0.06,0.01,0.49,0.37,0.24,0.12,0.74,0.55,0.35,0.12,0.68,0.52,0.35,0.14,0.68,0.35,0.59,0.45,0.37,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,5.86,5.7,5.53,3.41,3.27,3.13,2.78,2.19,2.04,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.72,-0.04,-0.09,0.51,0.06,0.49,0.53,0.48,
主营业务收入(万元),166504,94725,33069,223391,149130,81485,30846,178039,111466,68039,29478,154341,110020,67802,28320,128128,60722,104166,81965,82388,
主营业务利润(万元),13879,8164,2774,26114,18388,11665,4406,29883,17273,10782,4480,21678,16312,10343,4234,18022,8955,15534,11572,10153,
营业利润(万元),-1516,439,205,12848,9067,6137,2966,20753,15351,9887,3262,16636,12373,7871,2958,14393,7442,12272,9382,7503,
投资收益(万元),251,230,58,766,682,556,143,408,281,206,--,169,169,169,--,338,338,56,125,100,
营业外收支净额(万元),1398,1120,121,1131,1242,686,312,197,214,-22,40,463,332,-25,5,23,-56,103,-29,187,
利润总额(万元),-117,1559,326,13979,10309,6824,3278,20950,15564,9865,3302,17099,12704,7846,2963,14416,7385,12375,9353,7690,
净利润(万元),36,1420,318,11995,8962,5939,2811,17748,13166,8328,2802,14543,10823,6696,2517,12299,6322,10656,8047,6622,
净利润(扣除非经常性损益后)(万元),-1212,396,190,10619,7563,5087,2427,17394,12921,8346,2768,14150,--,6717,2513,12279,6370,10566,8075,6456,
经营活动产生的现金流量净额(万元),-28843,-26542,-18904,16220,3289,-2728,-9100,-10363,-39786,-35080,-26701,873,-17291,-992,-1671,9234,1157,8857,9562,8640,
现金及现金等价物净增加额(万元),6871,-2801,-10550,-82,-10500,-1498,-14111,-37688,-47557,-24649,-19049,53854,47918,69535,1821,-1886,10553,2799,-3832,3327,
总资产(万元),281270,270905,233920,231889,233590,241201,182109,191567,191266,200502,174771,161954,164298,163550,90771,80261,92607,72859,59828,63400,
流动资产(万元),213369,203918,167682,167264,171141,180734,136223,147534,157615,168028,145607,135012,138249,138564,66170,56742,70014,51859,44087,50132,
总负债(万元),123524,111777,71948,70236,75533,86158,24121,36390,42340,56413,31408,21393,27457,30836,29476,21482,36206,22779,20405,26624,
流动负债(万元),123478,111731,71902,70236,75513,86135,24121,36365,42298,56371,31366,21301,27457,30836,29476,21482,36206,22779,20405,26621,
股东权益不含少数股东权益(万元),157746,159128,161972,161654,158057,155044,157988,155177,148927,144088,143362,140561,136841,132714,61296,58779,56401,50079,39423,36776,
净资产收益率加权(%),--,0.88,0.2,7.6,5.71,3.78,1.8,12.08,9.08,5.79,1.97,13.81,11.5,9.13,4.19,22.47,11.87,23.81,20.17,19.79,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
