报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.08,0.11,0.02,0.25,0.5,0.44,0.18,0.72,0.65,0.43,0.19,0.59,0.36,0.28,0.14,0.45,0.42,0.23,0.13,0.34,0.36,0.25,0.14,0.41,0.12,0.16,0.08,0.27,0.2,0.12,0.05,0.32,0.26,0.17,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,3.79,--,--,--,3.92,--,3.67,--,3.2,--,2.77,2.7,2.64,2.5,2.47,2.18,2.17,2.05,2.05,1.9,1.78,1.64,1.48,1.52,1.44,1.36,1.29,1.32,2.05,1.99,1.93,1.83,1.92,2.02,1.97,2.06,2.13,2.05,2.02,1.96,1.89,1.95,1.95,2.92,2.84,2.76,2.74,1.65,1.55,1.5,1.57,1.53,1.58,1.51,1.59,1.45,1.58,1.45,1.51,2.21,2.04,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,-0.01,--,0.79,--,-0.17,--,0.44,--,-0.02,--,0.12,0.09,-0.12,0.69,0.48,0.31,0.07,0.36,-0.03,-0,-0.1,0.92,0.15,0.17,-0.09,0.57,0.16,0.12,-0.03,0.47,0.23,0.1,-0.04,0.47,0,0,0,0.4,0,0,0,0.34,0,--,0,0.29,0,0,0,0.44,0,0.15,--,0.24,0.04,0.25,0.05,0.22,--,0.2,--,--,--,--,
主营业务收入(万元),124885,82413,35401,182655,153068,108329,45787,183650,134117,90135,38925,150235,101651,72904,32156,139440,103003,57424,25644,120226,86062,57445,26084,110025,46945,38257,16782,68270,51334,31913,10631,53050,36597,22509,10771,41378,30100,21575,8104,34336,26442,19498,7293,29005,21078,14818,5925,24491,18217,13131,4438,19966,15705,10292,4430,15500,8644,13758,7250,13750,7789,10592,3721,7514,7668,10028,
主营业务利润(万元),62695,40912,16903,104135,85777,61619,26854,102727,75358,52190,22139,87125,60212,43603,19035,83519,61608,34805,15650,68901,49649,33473,15222,68503,31264,25267,12029,43779,32632,19563,6691,32743,24337,15224,--,25128,19312,14016,5211,18910,14981,10963,4033,14376,11379,8162,3354,12088,9196,6501,2754,10520,8416,5607,2601,8806,5520,8771,4198,7774,4105,5396,1961,4517,--,--,
营业利润(万元),18202,15026,4525,28490,40045,33283,13717,53726,47553,32830,13301,41965,27730,21433,10483,33202,31265,18318,9788,25121,25223,18045,9534,35432,12652,14165,7195,22740,18314,10215,3124,18310,13508,7812,4474,12844,10780,8135,3112,9480,7507,5154,2257,5935,5648,4331,2114,5436,4853,3591,1033,4526,3838,2685,1643,4336,3290,4408,2676,4866,2804,3763,1596,3433,--,--,
投资收益(万元),--,--,--,174,174,174,48,--,--,--,--,831,--,--,--,430,430,430,430,-160,-160,-52,-13,-129,-96,-63,-34,-52,-23,-11,-7,-1,-1,-0,-1,-169,0,0,0,-890,-152,-102,-51,-334,-273,-222,-51,-293,-157,-106,-5,-295,-159,-148,-10,-341,-48,163,0,122,0,245,0,--,--,--,
营业外收支净额(万元),479,68,342,1867,311,285,125,954,973,162,69,2545,509,101,22,995,362,280,263,1913,115,170,31,-329,-1186,-1118,61,459,--,--,--,--,--,--,--,-155,0,0,0,-235,0,0,17,-27,0,38,0,-26,0,0,10,258,88,30,0,82,0,167,0,94,0,0,0,--,--,--,
利润总额(万元),18681,15094,4867,30357,40355,33568,13842,54680,48527,32992,13370,44510,28239,21533,10505,34197,31627,18599,10051,27034,25338,18215,9565,35103,11466,13047,7256,23199,18615,10539,3535,17977,13213,7773,4473,12519,10650,7997,3091,8355,7301,5052,2222,5573,5374,4147,2065,5117,4630,3419,1038,4489,3767,2567,1609,4077,3294,4737,2791,5082,2897,4123,1596,3433,--,--,
净利润(万元),4027,5491,1210,12839,25673,22903,9481,37203,33737,22392,9619,30491,18346,14685,7133,23335,21607,12108,6508,17492,18388,12980,7190,21166,5984,7620,3813,13338,9972,5710,1582,10470,8440,5423,2606,10105,8909,6656,2628,6900,6086,4184,1881,4753,4542,3505,1747,4323,3927,2905,889,3630,3062,2041,1364,3435,2778,3792,2371,4316,2462,3358,1210,2300,2168,3021,
