报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2003-12-31,2002-12-31,
净利润(扣除非经常性损益后)(万元),17338,17673,8595,37538,15810,16011,10334,34569,12964,14961,7262,26234,--,6807,--,23429,--,9451,--,22224,--,14536,--,9688,--,6302,0,-672,0,4684,--,374,0,731,--,-119,0,1633,0,8594,0,8463,0,0,0,0,
经营活动产生的现金流量净额(万元),-4222,-6530,-14540,73657,7874,12939,3342,62760,-817,10801,-2486,52411,-6804,7847,3779,12026,-33121,-3949,-1980,40622,-17624,3689,1343,51218,3519,11515,7436,24381,1650,11774,10784,10672,-6894,894,-555,5787,-1255,6164,6648,5608,2488,10390,5519,5695,0,0,
现金及现金等价物净增加额(万元),18812,-19722,-25813,-96844,-83230,-89118,-7026,-6498,-9320,3299,-4567,34231,-22577,-3557,-1345,566,-41805,-11027,-2516,31098,-27671,-4027,232,42077,-2476,9165,6741,15789,-5729,7005,7841,6866,-7316,-2251,-1556,-3484,-9664,1196,5099,22555,24970,31984,1372,-729,0,0,
总资产(万元),370406,370266,372982,394933,319622,337532,328955,349501,281928,294798,288220,294187,223443,233782,232216,228762,167379,180180,186814,195262,129529,145150,148669,156551,106123,112819,112718,113213,92154,101817,101510,98171,85548,86996,88819,86942,77210,83809,87201,79237,76964,78997,52359,46782,38986,26729,
流动资产(万元),303799,304238,308326,329793,256576,273432,266506,286636,219277,231232,224969,230467,164347,178254,181335,182170,122824,136634,145428,153321,88678,105626,109187,116767,67146,76429,77573,77731,57069,68883,70306,67354,54623,57202,60341,59014,50523,59822,64841,57713,57618,61165,35709,30935,26506,21037,
总负债(万元),76208,75507,77610,104601,65403,81915,74191,90208,54750,64583,66889,84517,49273,57535,59400,59419,27577,38680,45288,65144,17880,30339,35674,61365,16675,21043,23725,33466,14252,19831,20824,24561,15011,15467,16111,17526,8654,13227,13238,10134,8813,10018,19006,18861,16692,13322,
流动负债(万元),72816,67657,66809,94936,62766,66346,67644,84528,52346,60295,60019,78083,48214,54266,55387,56436,27477,38133,43344,63283,17746,29100,33919,60726,15644,20216,21965,32674,13304,19332,19696,24420,14907,15358,15898,17171,8365,12948,12945,9824,8355,9586,18543,18433,16478,13186,
股东权益不含少数股东权益(万元),205674,205688,208780,200055,178073,178348,176017,165538,145271,147103,142820,135290,115223,116425,116136,113034,98471,99397,100584,93331,84524,87171,86832,75830,70830,72953,71293,66468,67195,71203,70370,66208,64994,65962,67076,65161,65272,67105,70630,66423,65435,67285,31883,26444,20508,13362,
净资产收益率加权(%),8.75,9.03,4.27,20.84,9.33,9.42,6.14,22.6,9.61,10.77,5.42,20.81,4.99,5.96,2.71,22.57,9.01,9.83,7.48,24.74,14.57,17.97,13.53,13.16,--,9.3,0,0.39,0,7.27,--,1.09,0,1.22,--,0.92,0,3.66,0,16.53,0,20.78,0,37.78,50.96,64.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
