报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.2,0.2,0.25,1.08,0.46,0.46,0.3,0.96,0.38,0.44,0.21,0.73,0.16,0.2,0.09,0.66,0.25,0.27,0.41,1.19,0.69,0.84,0.63,0.53,0.25,0.37,0.27,0.01,0.06,0.28,0.24,0.04,-0.01,0.05,0.11,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.27,3.31,3.3,3.21,2.8,2.82,5.72,5.3,4.8,4.95,4.93,4.31,4.02,4.15,4.05,3.78,3.82,4.05,4,3.76,3.69,3.75,3.81,3.7,3.71,3.81,8.03,7.55,7.44,7.65,4.83,4.01,3.11,2.02,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.19,0.22,0.11,0.34,-0.94,-0.11,-0.11,2.31,-1,0.21,0.08,2.91,0.2,0.65,0.42,1.39,0.09,0.67,0.61,0.61,-0.39,0.05,-0.03,0.33,0,0,0,0.64,0,0,0,0.86,0,0,
主营业务收入(万元),64913,60288,27902,148008,63460,56321,39556,150538,63826,61064,31948,117081,36231,32062,15725,115299,43184,40448,27327,93780,51284,48683,34291,57912,35841,32898,21845,41693,29782,28242,19503,30092,18750,18538,11751,28333,16120,15078,12904,41351,28372,27895,15428,29727,27299,18666,
主营业务利润(万元),33550,31997,15094,85730,34544,30954,22070,88952,35051,34362,17663,69433,19336,17893,8294,67013,24190,23271,16363,61622,33092,31557,23307,33073,18381,18466,13250,22509,16110,15750,11878,14626,7171,7230,--,10399,5954,6500,6636,19033,13224,13287,7772,15432,13818,10367,
营业利润(万元),20795,22057,10492,54757,18489,19859,15148,58491,19635,22660,11591,43959,7448,9342,3716,42021,13435,15023,11467,40037,20096,22791,17762,18887,10021,11943,9189,5245,4940,9067,7889,4102,1035,2074,3292,2254,1162,3202,4805,8974,6840,8681,5421,8212,8242,6743,
投资收益(万元),6632,4687,2402,6288,4232,2708,445,182,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1,--,--,--,--,--,--,-48,-309,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),620,292,138,244,-56,186,149,-934,677,472,360,-654,91,117,1,-212,130,136,71,-1223,-164,358,47,-349,-228,177,58,931,--,251,--,--,--,--,--,-71,0,0,0,-204,0,0,0,-23,61,0,
利润总额(万元),21416,22349,10630,55000,18433,20045,15297,57558,20312,23132,11952,43305,7539,9459,3718,41809,13565,15158,11538,38815,19932,23150,17809,18538,9793,12120,9247,6175,5154,9318,7924,4142,1122,2115,3292,2183,1212,3238,4860,8779,6887,8746,5432,8193,8302,6751,
净利润(万元),17939,17953,8725,38037,16055,16330,10479,33768,13501,15333,7530,25777,5709,6911,3103,23222,8659,9586,7253,20875,12158,14861,11002,9362,4362,6485,4825,260,987,4996,4163,719,-166,803,1915,608,610,2442,4207,8606,6678,8528,5439,8539,8461,6737,
