报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.2,0.1,0.04,0.43,0.26,0.12,0.05,0.32,0.17,0.1,0.09,0.45,0.31,0.19,0.16,0.86,0.55,0.34,0.13,0.7,0.25,0.48,0.34,0.94,
每股净资产(元),2.81,2.71,5.4,3.24,3.08,2.94,2.87,2.81,2.66,2.59,5.17,5.08,4.94,4.82,9.92,9.76,9.46,9.26,9.08,2.41,1.95,1.7,1.51,4.87,
每股经营活动产生的现金流量净额(元),0.01,0.02,0.02,0.38,0.1,0.06,-0,0.38,0.15,0.04,-0.02,0.44,0.14,0.13,0.04,0.72,0.36,0.18,0.03,0.73,0.19,0.35,0.7,4.9,
主营业务收入(万元),45753,26542,12310,41943,28491,15739,6796,30140,18678,11654,4804,22600,15119,9489,4029,16568,11193,7244,3312,12193,5192,9271,7736,5620,
主营业务利润(万元),35955,20436,9134,34273,23316,12961,5790,25427,15190,9406,3708,17621,11746,7450,3041,12441,8322,5324,2481,9215,3823,7223,5237,3114,
营业利润(万元),18133,9088,3942,18331,11303,5494,2432,14222,7526,4756,2063,10435,7194,4421,1780,8092,4917,3213,1376,5208,1878,3983,2501,1730,
投资收益(万元),51,51,51,--,--,--,--,--,--,--,--,81,81,76,51,23,--,--,--,--,0,--,--,0,
营业外收支净额(万元),861,762,70,302,269,180,104,564,614,122,51,76,126,93,61,1283,1041,323,124,274,21,-168,-268,-215,
利润总额(万元),18994,9850,4012,18634,11572,5674,2537,14786,8140,4877,2114,10511,7321,4514,1841,9375,5958,3537,1500,5481,1899,3816,2233,1515,
净利润(万元),17424,8968,3773,17156,10526,4935,2151,12993,6969,4167,1798,8980,6213,3810,1564,8047,5064,3006,1275,5285,1880,3537,1986,1523,
净利润(扣除非经常性损益后)(万元),--,8321,--,16899,--,4782,--,12514,--,4063,--,8916,--,3731,--,6781,--,2731,--,4489,1648,3204,2207,2068,
经营活动产生的现金流量净额(万元),1011,1989,750,15343,3947,2447,-151,15348,5965,1593,-337,8719,2753,2679,429,7248,3629,1806,292,5469,1424,2611,4575,4904,
现金及现金等价物净增加额(万元),-49259,-47099,-43789,25214,16668,18852,-2629,-16883,-20680,-19580,-13759,-17624,-16832,-11711,-5591,71063,69699,72537,72458,132,401,3727,4199,139,
总资产(万元),319569,305062,295890,169746,158013,154013,129868,128868,118691,113360,111970,112347,106079,103601,105659,103565,99931,96904,95064,21289,19988,18247,13655,5824,
流动资产(万元),86653,72484,67614,99066,97423,90342,70331,66720,67737,73357,76230,78994,87938,90081,93912,92775,90875,88376,87228,13310,12516,11262,6941,3734,
总负债(万元),69408,64073,55574,40132,34987,36596,15235,16448,12224,9671,8580,10742,7289,7182,6486,5956,5323,4354,4227,3230,5334,5473,3732,954,
流动负债(万元),20493,15440,26901,11814,6505,8120,6401,7639,5429,3146,2312,4950,3062,2922,2651,2959,2440,1890,2267,1571,4596,5431,3711,954,
股东权益不含少数股东权益(万元),250161,240989,240316,129615,123026,117417,114633,112421,106467,103689,103390,101605,98790,96419,99173,97609,94608,92550,90836,18059,14654,12774,9923,4870,
净资产收益率加权(%),7.55,4.05,1.86,14.18,8.94,4.3,1.9,12.17,6.7,4.04,1.75,9.07,6.31,3.86,1.59,10.63,7.42,5.43,6.82,34.28,13.71,30.97,19.23,42.29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
