报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2001-03-31,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.06,0.03,0.01,0.1,0.06,0.03,0.01,0.07,0.04,0.03,0.01,0.05,0.04,0.03,0.01,0.06,0.07,0.04,0.01,0.09,0.05,0.04,0.01,0.06,0.03,0.03,0.01,0.03,0.04,0.03,0.02,0.06,0.05,0.03,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.28,2.26,2.24,2.24,4.44,4.41,4.38,2.75,2.71,2.72,2.7,2.68,2.67,2.66,2.64,2.63,2.64,2.62,2.63,2.61,2.58,2.57,2.56,2.49,2.46,2.44,2.43,2.42,1.74,1.74,1.73,1.72,1.71,1.71,1.71,1.7,1.7,1.7,1.69,1.69,2.16,2.16,2.17,2.2,2.23,0,2.22,2.52,2.49,2.34,2.26,2.2,2.15,2.26,2.21,2.23,2.13,2.27,2.3,2.15,3.49,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.14,-0.01,-0.1,-0.2,-0.65,-0.94,-0.34,0.33,0.07,0.07,-0.09,0.42,0.1,0.12,0.02,0.18,-0.07,-0.11,-0.41,-0.14,-0.34,-0.28,-0.22,0.04,0,--,0,0.23,0,0,0,-0.22,0,0,0,-0.04,0,0,0,0.11,0,-0.12,--,0.35,0.01,0,0.05,-0.13,-0.08,--,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),496726,308635,121707,540883,368631,212999,101368,408700,254671,176030,87293,322250,236441,149355,72252,204586,147670,95423,40451,128844,82846,49024,20380,96746,69558,41341,20136,102799,78471,47827,23205,91995,63087,41811,18796,83687,61162,41713,18764,82145,59519,39037,17941,73687,57321,38016,20060,63468,47217,28353,12422,59744,44034,30202,16000,58442,27255,12877,44899,18797,38479,15827,32879,12530,49804,25341,47710,25941,63072,34510,64619,17941,53843,26842,39744,34266,28866,
主营业务利润(万元),19991,12235,5346,28435,18149,11465,4731,25270,15882,10101,4047,19058,12820,7209,3292,19597,14182,9212,4001,17701,12017,7267,3870,15137,10736,6937,3328,12690,9210,5941,2941,12596,9247,6035,--,11985,8854,5879,3073,11930,8007,5465,3307,11359,7727,5151,2909,12192,9333,6670,3066,9672,8305,6175,3177,8219,5981,2761,11278,4509,9960,3777,8043,2909,1109,11,1138,290,1354,1698,1408,1922,4360,-20462,0,0,0,
营业利润(万元),2752,1369,296,4503,2709,1496,420,2890,2172,1377,367,2142,1782,1191,415,2107,1803,730,309,1271,1065,732,223,1177,970,615,278,98,733,484,463,1627,1179,733,374,1329,752,428,215,844,431,306,115,4,181,253,46,-59,271,149,92,-4266,-1125,-981,-701,983,662,231,1323,551,1608,140,1515,807,2179,0,2631,0,3851,0,6554,0,4360,0,0,0,0,
投资收益(万元),-316,-455,-136,-116,-385,-302,116,582,-330,-291,-68,-632,-445,-181,-51,-85,-86,-50,-37,184,76,149,-36,-107,-120,-80,-17,-85,-66,-62,-8,-193,-57,-17,0,3,1,1,0,363,-3,-4,0,7,48,1,0,188,-52,8,0,-4131,28,0,0,-250,-264,0,-895,273,964,1391,915,286,1275,537,1360,1289,747,983,-67,1667,49,0,0,0,0,
营业外收支净额(万元),20,10,7,304,93,36,14,703,59,-23,2,568,231,179,9,454,245,228,12,379,27,13,5,326,15,17,3,811,--,--,--,160,--,--,--,242,0,--,0,152,0,0,0,196,0,0,0,61,46,49,0,-3306,5,-3,0,52,0,0,22,0,10,0,0,0,0,190,0,75,0,0,0,0,0,--,--,--,--,
利润总额(万元),2772,1379,303,4808,2803,1533,434,3593,2232,1354,370,2710,2014,1371,424,2561,2048,958,321,1650,1093,745,228,1504,985,632,281,909,931,586,489,1787,1235,779,396,1608,926,472,233,1363,541,409,143,305,342,277,64,254,269,208,98,-11657,-1090,-982,-695,824,431,232,464,844,2585,1538,2703,1293,3448,1206,4005,2429,5519,2701,6379,3668,4415,2104,0,0,0,
净利润(万元),2860,1356,479,4392,2518,1307,403,3195,1821,1114,312,2340,1728,1099,311,2271,1562,849,232,1504,841,605,183,954,718,462,190,533,690,434,363,1044,824,516,265,1089,901,447,233,1307,476,358,131,304,247,228,58,221,187,155,65,-11575,-1029,-1011,-749,454,202,156,243,759,2037,1263,2289,1141,3115,1104,3561,2179,4779,2311,5418,3118,3758,1794,1650,1485,1242,
