报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.18,0.16,0.01,0.17,0.15,0.14,0.01,0.23,0.25,0.16,0.03,0.41,0.27,0.15,0.03,0.39,0.23,0.13,0.02,0.3,0.17,0.1,0.02,0.23,0.13,0.08,0.03,0.41,0.24,0.15,0.04,0.44,0.26,0.14,0.03,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.22,5.1,5.18,5.15,4.98,4.89,4.78,4.76,4.63,4.56,4.47,4.45,4.36,4.3,8.54,8.51,8.38,8.28,8.19,5.05,4.71,4.69,4.58,4.55,2.6,2.45,2.25,1.7,1.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.03,0.23,0.09,0.17,0.05,0.21,0.1,0.09,-0.16,0.17,0,0.39,0.27,0.41,0.63,-0.68,0.12,0.07,0.19,-1.15,-1.27,-0.61,0.04,0.51,0,0.44,0.56,0.53,-0.76,
主营业务收入(万元),49538,33929,11383,60450,44096,30095,11476,61551,49014,32399,12296,67638,48573,32113,13423,75247,51520,32891,11984,62389,41145,24549,9437,47351,33150,21242,9318,56008,39527,25010,11179,46390,31197,17764,7558,26573,18513,11388,21585,17626,7269,
主营业务利润(万元),13364,9622,2597,14362,10861,7575,2021,15647,13023,8516,2768,19860,13722,8324,2637,18400,11875,7119,2396,14656,8744,5153,1863,10598,6299,3984,1539,11438,7421,4457,1770,8093,5295,3082,--,5936,3872,2441,4782,3909,1941,
营业利润(万元),3982,3722,-3,2349,3572,3351,78,4523,6021,3742,648,9342,6634,3637,650,8743,5589,3214,578,7008,4118,2469,464,5016,3326,1864,369,4463,2752,1558,378,3916,2318,1318,303,3259,1863,1052,2865,2453,1395,
投资收益(万元),--,--,--,--,--,--,--,10,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,14,--,--,--,--,--,--,0,-42,-32,-21,-11,--,--,
营业外收支净额(万元),432,297,168,2038,348,226,101,1461,302,140,76,891,213,113,48,1084,94,60,23,603,187,18,-1,656,-25,-9,-7,238,--,--,--,0,--,--,--,14,0,--,--,--,--,
利润总额(万元),4413,4019,166,4388,3919,3576,179,5984,6323,3882,724,10233,6847,3750,698,9827,5682,3274,601,7611,4306,2487,463,5673,3301,1856,362,4702,2708,1518,354,3929,2302,1305,305,3231,1831,1040,2840,2431,1395,
净利润(万元),4354,4001,157,4160,3743,3445,126,5701,6133,3789,706,9918,6692,3758,699,9550,5569,3262,603,7336,4259,2485,465,5530,3234,1840,364,4588,2680,1544,358,3833,2223,1249,297,3180,1815,1028,2820,2431,1211,
净利润(扣除非经常性损益后)(万元),3930,3746,-7,2128,3400,3222,35,4250,5835,3652,632,9035,--,3646,--,8471,--,3204,--,6738,--,2468,--,4917,--,1849,0,4336,0,1586,--,3823,0,1261,--,3125,1779,992,2719,2441,1172,
经营活动产生的现金流量净额(万元),8253,8842,5352,-4354,-5271,-8156,-3978,3518,-408,168,2119,11626,-732,5533,2113,4255,1266,5082,2325,2287,-3811,4176,84,9555,6549,10038,7647,-8277,1510,904,2321,-9903,-10927,-5295,348,4414,3425,2283,2900,2733,-3938,
现金及现金等价物净增加额(万元),33833,36478,29514,-7371,-4981,5198,2873,-4476,-9428,-4420,-690,5419,3428,2486,5405,-6678,2871,15265,-1348,2254,-4705,-2446,1597,-28130,-23697,-4088,4477,38026,43939,46463,55463,-11425,-13478,-10091,-5560,15671,143,746,2247,505,217,
总资产(万元),298287,301623,292025,264634,261155,269167,260709,251538,243180,242658,240824,234168,233493,220726,213825,212531,206510,214623,193829,188585,181165,172426,171202,163186,158351,157559,157470,159407,158775,153357,144509,84463,81881,78310,71911,67127,41905,42435,34494,23240,18140,
流动资产(万元),156030,158852,148590,119339,117893,124130,114940,105121,103369,102694,99711,94356,101001,92479,86219,85278,90873,99033,79784,74668,70256,62565,65243,63168,63320,77418,83897,89198,90103,88588,89427,34450,35791,32518,46561,32419,15954,17669,14709,12143,8247,
总负债(万元),150780,154516,148771,121545,118353,126707,121642,112219,103440,105352,106661,100728,103369,93531,84818,84223,82319,92837,74667,69987,65848,58799,59600,52046,49486,50141,50814,53113,54262,50034,42155,38362,41070,37632,32234,27755,28365,29685,22785,14395,11398,
流动负债(万元),121867,125004,118411,90587,87899,100679,97483,91155,87120,94063,95303,89295,99059,89161,80393,79753,60544,71030,67824,63116,55512,52328,53109,45556,42166,41821,46494,48843,52922,48694,41315,37522,39590,36152,30754,26275,21685,23005,21775,13725,11198,
股东权益不含少数股东权益(万元),144764,144405,140561,140404,139988,139690,136371,136244,136678,134334,131253,130547,127323,124388,126206,125507,121502,119198,116577,116012,112868,111095,109075,108610,106313,104920,104175,103811,102129,100992,99806,43548,40622,40511,39558,39262,13465,12678,11650,8830,6742,
净资产收益率加权(%),3.05,2.82,0.11,3.01,2.71,2.5,0.09,4.27,4.59,2.86,0.54,7.75,5.13,2.95,0.56,7.91,4.69,2.77,0.52,6.53,3.85,2.26,0.43,5.21,--,1.76,0,5.24,0,1.54,--,9.3,0,3.13,--,20.82,0,8.45,27.54,30.9,19.74,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
