报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.04,0.05,0.08,0.05,0.01,-0.06,0.04,0.05,0.04,0.06,0.07,-0.53,-0.39,-0.29,-0.17,0.02,-0.08,-0.01,0.01,0.02,0.01,0.01,0,0.18,-0.02,-0.04,-0.05,-0.48,-0.13,-0.03,0.01,0.11,0.11,0.06,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.46,2.57,2.68,2.86,2.75,2.83,2.84,2.84,2.92,2.94,2.94,2.93,2.74,2.68,2.67,2.72,3.09,3.19,3.23,3.09,3.15,3.1,3.06,3,2.96,3.62,3.61,3.58,3.7,3.79,3.9,3.88,3.85,3.83,3.9,3.85,3.82,3.76,3.75,3.71,3.8,2.27,2.19,2.18,2.07,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.1,0.4,0.18,0.12,-0.37,-0.33,-0.31,-0.18,-0.46,-0.28,-0.08,1.35,0.48,0.65,0.16,0.01,0.05,0.06,-0.02,0.41,0.28,0.27,0.16,0.22,0,0,0,0.12,0,0,0,0.37,0,0,0,0.09,0,0,0,0.21,0,0.04,0.2,0,0,
主营业务收入(万元),305620,210066,129426,475295,343452,215674,115454,434698,318946,212481,123028,438372,324460,221837,121585,455736,308247,200574,105740,253659,166762,115025,61135,203414,138898,91712,40249,156056,114831,79963,43779,132446,100266,70503,36608,136916,95031,62587,33801,120940,92008,63280,32641,117431,85700,57671,28938,107036,81097,52898,28111,95198,67589,45198,83250,88251,89899,
主营业务利润(万元),63505,45628,30885,101861,77253,43487,23492,73211,57895,41091,24017,29445,23402,12834,2252,58366,26262,21721,11613,21400,9680,4625,4656,18945,9993,4902,-1101,-1826,2365,5915,4130,16724,14792,12155,--,10108,4833,2007,1789,-16509,-7948,-3370,1421,6890,7262,5402,3057,9009,8211,3761,2781,11849,11866,7970,10458,11644,13749,
营业利润(万元),3351,6883,9585,3624,2274,-8187,4497,-109,2922,4376,5338,-48532,-34954,-26134,-16507,1042,-6879,-22,1072,-5071,-5916,-4284,731,19149,-1325,-3215,-4464,-44051,-10508,-2257,906,9175,9365,5934,2793,6752,3179,1299,1469,-18882,-8099,-2873,975,4149,5895,4629,2676,6531,7030,3124,2513,10675,11012,7439,9188,10802,12940,
投资收益(万元),1234,920,-734,1188,855,1070,-108,2800,1611,160,-65,2773,1677,-64,-114,-795,-3421,-3468,-3319,-6303,-3964,-3178,-1276,-912,-3237,-3811,-1522,-11646,-4472,-1573,--,3258,2795,791,0,1412,2156,1715,461,5863,3832,3832,576,4645,1407,966,441,1735,1322,882,441,1785,1322,882,1763,1763,5790,
营业外收支净额(万元),3778,3298,2498,4360,515,523,47,2506,1130,857,145,2532,1140,1003,920,2986,436,302,132,11026,7983,4971,7,539,21,16,1,--,--,--,--,167,--,--,--,-35,0,0,0,-107,0,0,0,-207,0,0,0,8,-2,0,0,-77,-47,0,0,0,0,
利润总额(万元),7129,10180,12083,7984,2789,-7664,4544,2397,4052,5233,5483,-46000,-33814,-25130,-15587,4027,-6443,280,1204,5954,2067,687,737,19688,-1304,-3200,-4464,-43324,-10385,-2125,941,9342,9204,5776,2793,8225,5366,3047,1963,-12795,-4341,893,1549,8587,7267,5575,3116,8274,8350,3997,2953,12383,12287,8275,10960,19746,20976,
净利润(万元),5879,7827,11606,7473,1015,-8181,5335,4262,3467,4854,5875,-44840,-32920,-24181,-14583,1353,-7115,-795,526,1347,860,419,235,15328,-1444,-3347,-4485,-40689,-10559,-2325,815,8384,8205,4875,2772,8225,5366,3047,1963,-12795,-4341,893,1403,7793,6177,4739,2649,7247,7098,3398,2510,10258,7923,5235,7341,13127,13686,
净利润(扣除非经常性损益后)(万元),876,4918,8052,2322,17495,9207,4205,1589,2482,2603,4494,-47172,--,-26319,--,-4593,--,-771,--,-11536,--,-4236,--,1953,--,-3360,0,-42729,0,-2366,--,8581,0,5010,--,8687,0,3014,0,-13116,0,-655,0,7592,0,4756,0,7101,0,3368,0,10286,7924,0,0,0,0,
经营活动产生的现金流量净额(万元),113610,59485,31991,162353,126045,62267,32749,144663,106092,45828,9062,166378,92058,33430,14978,10035,-31220,-27494,-26157,-14881,-38683,-23239,-6450,113313,40101,54151,13103,1128,3925,5208,-1411,32138,22181,21389,12213,17181,10297,10296,962,7684,46,17512,4095,23565,19411,13049,-6545,5422,-3145,-4523,-8016,13494,0,2517,12310,0,0,
现金及现金等价物净增加额(万元),6535,2380,51874,-113174,-59342,-66480,-151932,128222,4332,-10494,-24009,-72707,-65869,-49473,-40802,94088,24203,103745,91451,-23721,-31023,-12407,1173,22504,28696,24307,-15551,-25512,-20250,-35717,-15944,39318,8452,8263,6779,2294,-2445,5729,273,-13162,-16895,-4691,-2799,8433,7101,5160,-8753,-36236,-10702,-6390,-8708,40421,0,-747,4116,0,0,
总资产(万元),2116317,2083256,2114039,2031765,1982009,1810412,1741082,1828592,1671388,1617579,1591097,1597129,1623213,1621795,1635491,1710824,1637108,1578985,1547893,1422289,1280820,1126605,1083256,944389,864189,759123,602175,570427,548962,486365,471463,337629,269699,271636,272620,260865,253605,253248,259455,257169,263784,274541,272944,273347,268143,267220,268229,269686,277968,281461,282965,279360,275783,180763,176394,176641,199360,
流动资产(万元),208566,218096,279301,216394,259532,246156,157146,285949,173861,158031,147730,142574,196612,196342,196373,256977,189493,254150,253272,131154,112318,110243,138025,105201,134439,121339,67301,80719,102898,70416,93265,95482,62239,61722,63339,53543,52642,55660,66036,60309,66198,70166,86640,89603,88437,84226,80062,76426,111822,125732,--,--,0,0,0,0,0,
总负债(万元),1652895,1617175,1645934,1575944,1530863,1383543,1301113,1398367,1413660,1358669,1335672,1346995,1360331,1350229,1354381,1414127,1351336,1324803,1292723,1167753,1017772,877372,834167,695606,632300,532237,376332,340120,287572,216715,198532,96659,24614,29881,34229,27440,23073,25036,32298,31974,30536,36059,27428,29234,25465,25980,22779,26885,37193,44387,46778,45683,36567,37476,38341,39630,69176,
流动负债(万元),646841,648206,701631,686565,531653,532664,442460,482735,422294,379297,350836,360382,318457,301188,355203,401850,407101,443743,447909,474817,453472,487357,612952,553391,484478,424414,268509,232297,169407,157363,139180,86659,24614,29881,34229,27440,23073,25036,32298,31974,30536,36059,27428,29234,25465,25980,22779,26885,37193,44387,--,--,0,0,0,0,0,
股东权益不含少数股东权益(万元),379339,381287,385067,373461,367464,369409,382925,377590,202824,204211,201144,195269,206755,215493,225092,239675,230974,237295,238615,238090,245097,246639,246455,246221,229568,224651,223734,228219,259465,267699,270944,240970,245085,241755,238391,233425,230532,228212,227157,225194,233249,238482,245516,244113,242678,241240,245450,242801,240775,237075,236187,233677,239217,143287,138053,137011,130184,
净资产收益率加权(%),1.56,2.07,3.06,1.92,0.26,-2.18,1.39,2.15,1.74,2.43,2.96,-20.6,-14.75,-10.63,-4.17,0.57,-3.03,-0.33,0.22,0.51,0.34,0.17,0.1,6.43,--,-1.49,0,-16.39,0,-0.87,--,3.54,0,2.04,--,3.59,0,1.34,0,-5.49,0,0.37,0,2.15,2.51,1.93,0,2.93,0,1.44,0,6.16,0,3.72,5.22,9.6,10.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
