报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.12,-0.09,-0.05,0.05,0.03,-0.08,-0.06,-0.18,-0.11,-0.07,-0.04,-0.07,-0.02,-0.02,-0.02,0.04,0.15,-0.04,-0.02,0.03,0.01,-0.06,-0.03,0.03,-0.09,-0.08,-0.06,0.16,0.03,0.02,-0,0.15,0.03,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.7,1.71,1.71,1.72,1.83,1.65,1.66,1.68,1.66,1.57,1.59,1.63,1.51,1.52,1.54,1.6,1.47,1.46,1.44,1.44,1.38,1.33,1.31,1.76,1.73,1.72,1.71,1.7,2.33,2.32,2.25,2.26,4.37,4.32,4.28,4.26,4.15,4.15,4.13,4.12,4.09,4.06,4.04,4.03,4.05,3.99,3.52,3.88,3.63,4.27,3.75,3.57,3.39,1.54,1.82,1.27,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.09,0.02,-0.02,0.01,0.08,0.03,-0.03,0.13,0.03,-0.03,0.02,-0.21,0.02,0.01,0.09,0.11,-0.01,0.12,-0.23,0.19,-0.13,-0.04,-0.11,0.18,0,0,0,0.07,0,0,--,-0.36,0,0,0,0.08,0,0,0,0.22,0,0.01,0,-0.37,-0.2,0.11,0.01,0.26,--,-0.19,--,--,--,--,--,--,
主营业务收入(万元),15302,9404,3988,27636,21290,12912,4636,22916,14712,9064,4381,26265,20562,13549,6163,25806,19169,12014,5095,21662,14451,8132,3291,22792,14661,8535,3254,26932,20962,13583,5154,30977,21816,11956,4697,28956,20153,12128,5007,28134,18787,10449,4692,37089,34631,20216,5104,19783,12404,6882,3752,21421,10541,7249,3598,15582,7362,28747,12385,27037,6532,14542,8092,19596,10243,18797,17201,13938,
主营业务利润(万元),1224,786,302,5053,4313,1106,143,1612,1073,779,438,3296,2661,1838,846,3278,2796,1732,669,2988,2280,1283,445,3605,1123,293,-85,5299,3599,2465,984,8066,3674,1804,560,6561,3559,2259,760,3166,3286,1765,747,4691,4969,3009,932,3978,2368,1292,867,6058,2553,1797,811,3836,1921,8948,4068,7567,1819,4560,2636,4017,2101,7022,3382,2439,
营业利润(万元),-2340,-1744,-994,-872,598,-1456,-1146,-3688,-2159,-1526,-825,-1371,-439,-290,-289,-3126,-1023,-670,-390,-2310,-1208,-1175,-644,-1764,-2117,-1905,-1097,3366,401,480,-54,27,622,439,172,1270,605,450,150,-4661,1388,1226,-58,-18979,2384,1346,233,890,221,-183,153,3586,500,471,0,740,660,6397,2874,5823,806,2844,1784,4067,0,3590,3388,2525,
投资收益(万元),--,--,--,315,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,300,--,--,0,0,0,0,0,-522,0,0,--,53,153,153,153,1665,361,597,1,-1219,443,2,1,1605,335,597,521,673,405,443,390,0,0,0,0,0,
营业外收支净额(万元),34,16,--,1877,9,9,--,364,178,178,179,85,3,7,--,3876,3800,14,1,2924,1439,93,8,2289,458,450,15,-437,--,-61,--,2673,--,5,--,-210,0,0,0,-4965,0,0,-1,-18166,0,0,0,-40,0,0,0,55,36,9,0,-20,0,-42,0,-5,0,0,0,0,30,0,--,--,
利润总额(万元),-2306,-1729,-994,1005,607,-1447,-1146,-3325,-1981,-1348,-646,-1286,-436,-283,-289,750,2777,-656,-390,614,231,-1082,-636,525,-1660,-1455,-1082,2929,476,420,-56,2700,626,444,175,1060,588,439,151,-10149,1507,1343,-58,-37092,2532,1504,386,2516,561,399,139,2421,979,482,108,2326,1041,6952,3407,8618,1424,3262,2158,4294,2131,3595,3310,2466,
净利润(万元),-2306,-1729,-994,1005,607,-1447,-1146,-3325,-1981,-1348,-646,-1286,-436,-283,-289,750,2777,-656,-390,614,231,-1082,-636,525,-1660,-1455,-1082,2929,476,420,-56,2700,626,444,175,1191,695,507,179,-10367,1232,1061,30,-36379,2108,1236,328,2422,531,399,118,2020,975,410,91,1893,991,5615,2282,6491,1025,2782,1834,3655,1812,2409,2218,1652,
净利润(扣除非经常性损益后)(万元),-2340,-1744,-994,-3538,-2066,-1456,-1146,-3688,-2159,-1526,-825,-1371,--,-290,--,-3126,--,-670,--,-2380,--,-1175,--,-3423,--,-1905,0,285,0,480,0,-273,0,439,--,1063,0,515,0,-6229,0,943,--,-21616,0,1106,0,356,0,-183,0,3118,495,400,0,1593,961,5644,2275,5530,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-2976,-493,200,-5174,-218,6750,41,-2816,-2243,-1519,-681,285,1645,423,-345,157,1546,518,-559,2401,500,-509,370,-3939,342,213,1750,2096,-236,2187,-4206,3460,-2360,-813,-2071,3293,1980,-207,-651,1268,1020,589,1661,-6538,915,833,426,1479,-962,-811,-2005,4053,0,201,0,-6752,-3665,2096,136,3629,--,-2256,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-2062,-6158,-2540,282,4097,3945,367,2434,3561,3295,4294,-249,1261,192,-575,61,1506,521,-561,1977,346,-608,370,-5292,-776,-876,1406,1708,-500,1989,-4206,2853,-2991,-1485,-2073,3137,2053,-130,-649,-69,5,-442,--,-7568,6725,5151,5271,-293,0,-5372,0,-10015,0,-11454,0,-2147,-11686,13209,510,4165,--,80,--,--,--,--,--,--,
总资产(万元),75735,68501,69994,70640,59716,47093,42143,38686,40054,40004,40474,40837,42521,42572,42075,42845,45262,45358,47793,48374,48649,49976,50006,51789,57237,57879,60202,61080,57632,59577,58232,57503,54884,53251,53692,60913,63783,63705,64881,63179,72192,72449,71757,73177,101331,99065,86643,86363,87377,88619,88908,90288,87268,86187,87960,87287,87659,86885,68095,64553,64540,61641,52437,46091,41578,21289,15172,9907,
流动资产(万元),25385,21048,24047,26402,29230,28295,29792,26135,27182,26793,26960,22078,23546,23409,22573,23200,25210,24926,26938,27075,27227,28149,27593,28883,32502,32743,35051,36161,36624,38074,36422,35170,32036,30142,30694,37392,39945,39333,39883,37575,45494,45789,--,44837,76577,73805,56473,55550,0,56441,--,--,0,--,58271,--,0,0,0,0,37666,35034,31063,2307,22953,7015,5019,2894,
总负债(万元),49565,41754,42512,42165,31639,21071,15820,11217,11242,10558,10326,10044,10878,10775,10285,10766,11155,14684,16854,17044,17702,20716,20300,21447,29079,29517,31467,31263,30269,32269,31400,30593,29218,28546,29237,28749,32090,32162,33627,32075,29495,29916,--,31852,20747,19351,8350,8398,--,12703,--,14775,12451,11913,--,13422,13509,13727,11087,9827,13401,11527,14613,10102,7430,12702,10499,6648,
流动负债(万元),28621,20561,21319,20971,20361,19793,14542,9939,9945,9262,9030,8747,9693,10046,9556,10037,10649,9671,9841,10031,10979,11389,10201,11348,9926,10369,10545,10341,9257,11257,10388,9343,9598,8926,9617,28749,32090,32162,33627,32075,29495,29916,--,31852,20747,19351,8350,8438,0,12703,--,--,0,--,14003,--,0,0,0,0,13401,11527,10521,4116,3409,5940,6004,4068,
股东权益不含少数股东权益(万元),26170,26747,27482,28476,28077,26022,26323,27469,28813,29446,30148,30794,31644,31797,31791,32079,34107,30674,30940,31330,30947,29260,29706,30342,28157,28362,28735,29817,27363,27308,26832,26910,25666,24704,24455,32164,31692,31543,31255,31104,42694,42523,41265,41325,80073,79201,78293,77965,76040,75916,75631,75513,74817,74262,73957,73865,74150,73158,57008,54725,51139,50114,37824,35990,34149,8587,4673,3259,
净资产收益率加权(%),-8.44,-6.26,-3.62,4,2.19,-5.41,-4.35,-11.41,-6.65,-4.47,-2.14,-4.09,-1.37,-0.89,-0.91,2.36,8.51,-2.12,-1.26,1.99,0.75,-3.63,-2.14,1.75,--,-5,0,10.33,0,1.53,0,10.14,0,1.64,--,3.76,0,1.62,0,-28.63,0,0,--,-60.86,0,1.57,0,3.15,0,0,0,2.7,0,0,0,2.55,1.34,9.29,0,0,--,6.61,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
