报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.01,-0.01,-0,0.02,0.01,0,0,-0.13,-0.01,-0.01,-0,0.02,0.01,0.01,0,0.14,-0,-0.01,-0,-0.89,-0.01,-0.01,-0.01,0.01,-0.04,-0.03,-0.01,-0.03,-0.02,-0.01,0.01,0.02,0.04,0.03,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,0.83,--,0.82,0.82,0.82,0.82,0.68,0.68,0.68,0.68,1.56,1.56,1.55,1.55,1.51,1.56,1.59,1.59,1.57,1.58,1.59,1.59,1.74,1.72,1.56,1.94,1.88,1.89,1.89,1.9,1.93,1.93,1.93,1.93,1.94,1.94,1.91,1.9,1.84,1.82,1.79,1.77,1.75,2.09,2.06,2.03,2.89,3.08,2.91,2.89,1.91,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0,--,-0.05,-0.03,-0.01,0.23,0.15,0.01,0,0.01,0,0.17,-0,-0.01,-0,-0.01,-0,-0.31,0.28,0.01,-0.01,-0.16,-0.29,-0.32,-0.35,0.19,0,--,0,0.06,0,0,0,0.28,0,0,0,-0.27,0,0,0,0.06,0,0.05,0,0.12,-0.03,-0.04,-0.02,-0.38,--,0.22,--,--,
主营业务收入(万元),440,138,112,3969,2835,1967,1237,5163,4844,3150,335,2654,1378,1058,351,657,469,317,153,600,450,300,150,1913,--,--,0,1689,1659,1659,1659,2528,7116,5216,983,16693,10465,6828,2780,9849,6993,4671,2361,15237,11206,8696,4655,31382,22279,14839,8300,41054,30493,20005,9277,37404,17825,38189,16038,36914,20313,38609,37699,35990,
主营业务利润(万元),129,104,102,1096,449,251,62,635,547,406,229,1528,859,655,245,392,271,185,87,338,425,284,142,1566,--,0,0,704,718,718,718,570,4299,3263,--,3259,2486,1796,431,1798,1208,898,539,4292,3325,2571,1275,8237,5015,3157,2024,11001,7684,5342,2611,8638,3210,6767,2127,8299,5067,9604,8641,7882,
营业利润(万元),-222,-456,-140,-432,-398,-318,-208,-3930,-552,-374,-122,966,371,340,47,-1639,-118,-179,-66,-33929,-458,-352,-207,-330,-1393,-1004,-264,-487,-645,41,403,628,3310,2518,591,1138,-117,-86,-43,-345,-73,-25,72,785,1064,1050,535,3797,1868,1056,533,4285,2465,1901,950,4085,1025,3266,98,4255,2656,4964,4517,4061,
投资收益(万元),518,129,48,273,83,60,35,--,--,--,--,555,0,--,--,149,147,--,--,--,-161,-161,-161,-796,-700,-535,-148,2196,-180,-20,32,1519,143,-38,-16,-262,-271,-171,-46,-446,367,246,143,554,445,383,125,1101,882,869,0,80,80,80,0,284,284,519,390,137,0,0,0,0,
营业外收支净额(万元),1,--,--,1024,800,415,300,-1129,148,98,49,-68,-89,-89,--,7993,-0,-0,-0,0,2,2,-0,789,--,0,--,--,--,--,--,--,--,0,--,-109,0,--,0,-2,0,0,0,-81,0,0,0,-554,-179,-166,-15,-54,-46,-46,0,-518,-444,66,0,585,--,0,0,0,
利润总额(万元),-221,-456,-140,592,402,98,92,-5060,-404,-276,-73,899,283,252,47,6354,-118,-179,-66,-33929,-456,-350,-207,459,-1393,-1004,-264,-487,-447,41,403,628,3310,2518,591,767,-399,-267,-89,-793,292,219,215,1268,1448,1412,659,4344,2571,1759,518,4311,2499,1935,951,3851,865,3851,484,5855,3163,5820,4621,4244,
净利润(万元),-201,-444,-137,607,408,98,92,-5063,-407,-279,-76,621,212,189,35,5241,-118,-179,-65,-33797,-451,-346,-207,246,-1390,-1002,-263,-1111,-665,-179,182,693,1572,1278,135,708,-541,-360,-137,-901,139,110,149,1134,1188,1241,472,3458,1910,1466,347,2919,1687,1309,637,3359,673,3225,324,4245,2278,4169,3129,2872,
