报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.31,0.32,0.27,0.58,0.56,0.46,0.32,0.73,0.52,0.43,0.62,1.27,0.91,0.74,0.51,0.96,0.69,0.57,0.39,0.63,0.47,0.39,0.3,0.61,0.46,0.39,0.29,1.38,1.09,1,0.72,1.31,0.5,0.96,0.81,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,0,6.87,6.7,6.46,6.45,6.18,6.06,6.18,5.79,5.63,5.55,6.06,5.76,5.61,5.54,10.99,10.4,10.1,9.94,4.51,3.99,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,2.94,2.44,1.65,1.1,2.21,2.23,1.59,1.37,1.71,1.96,1.34,1.28,1.53,1.35,1.71,2.49,2.59,2.26,1.43,2.32,3.15,2.24,2.66,1.69,
主营业务收入(万元),1168042,806087,444618,1229679,928629,643755,367009,1138789,845029,578099,315918,1000565,737751,500250,278843,843919,628322,425740,239710,677027,497496,335813,186503,572533,426169,293012,163180,520135,389666,271114,153275,418443,114020,317093,213475,
主营业务利润(万元),247880,171686,93472,264519,204454,141511,78892,242542,172423,118955,65740,203783,146162,100329,55428,167421,122968,83385,45609,133579,97581,66952,35830,108861,79623,54815,31231,100056,73192,50452,28628,79859,22024,57208,38109,
营业利润(万元),24678,26417,22099,42993,41325,34006,24954,52890,38064,31178,21120,41857,30249,25071,17087,32481,23463,19892,13702,21959,16447,13521,9771,21538,16147,13253,9888,20601,15448,11886,8526,16248,5656,9961,7683,
投资收益(万元),-50,-50,1,121,23,22,2,-118,46,46,-51,-42,5,5,--,-0,--,--,--,-4,--,--,0,-5,0,0,0,9,10,10,0,8,8,-5,-57,
营业外收支净额(万元),4958,4322,710,2857,2108,1883,147,1272,1503,965,639,2874,1256,779,767,1601,816,591,377,1511,638,725,648,1392,880,615,527,732,--,465,--,--,--,437,245,
利润总额(万元),29636,30739,22809,45849,43432,35889,25102,54161,39566,32143,21759,44731,31505,25850,17854,34082,24279,20482,14080,23470,17085,14246,10418,22929,17027,13868,10415,21333,16034,12351,9053,16818,5708,10398,7928,
净利润(万元),23922,24146,17785,34530,33573,27670,19201,41545,30052,24416,16643,34290,24684,20132,13725,26009,18519,15338,10513,17089,12578,10564,8001,16519,12462,10460,7954,16283,12228,10034,7719,12366,5110,8744,7395,
净利润(扣除非经常性损益后)(万元),20130,20858,17233,31425,31115,25598,18769,40010,28771,23683,16189,32038,--,19519,--,24333,--,14750,--,15482,--,9914,--,15369,--,9885,0,15557,0,9551,7243,11801,5025,8292,7261,
经营活动产生的现金流量净额(万元),50760,50854,82364,64890,57372,30728,23572,76312,73704,68377,50356,79365,65912,44494,29681,59622,60322,42864,36981,46141,53092,36163,34543,41477,36600,46108,33716,34991,30545,19377,23279,31544,22448,24202,15399,
现金及现金等价物净增加额(万元),72973,55739,76755,-7832,17110,23043,-12976,6964,42874,75875,111667,-11004,12926,3277,9969,-8635,-3967,-8114,12588,-11044,2896,-7260,16958,-25275,-7729,29107,30077,84387,91740,89262,19227,-65,19252,412,5170,
总资产(万元),1193563,1158105,1186065,879736,849065,823438,844370,844006,769010,699593,730950,607994,569943,524259,531409,518076,459877,414835,410215,381925,338688,301895,323261,304190,295337,296708,283327,267294,254144,236124,164146,150614,0,105011,76491,
流动资产(万元),448358,421465,448368,323643,335085,313800,339618,349300,332553,315569,350118,233977,241971,203916,224282,234022,223547,206464,224770,212479,181522,158136,181255,166074,179931,195624,192947,177965,172918,165276,92356,78452,--,56026,44692,
总负债(万元),691592,655922,683367,541564,511821,492087,491634,510470,447167,383386,400887,412728,384283,343151,356708,343581,292873,251012,243106,225329,186603,151824,159532,148089,143303,146642,134477,126300,117157,101362,118633,110313,--,80314,58892,
流动负债(万元),608165,602454,640032,503657,472259,473217,481954,501645,435686,372465,391160,403956,353942,312419,327101,314587,279724,243736,236391,218947,186465,151684,159389,148019,143265,146620,134440,126264,117157,99862,114633,106313,--,80312,58892,
股东权益不含少数股东权益(万元),494515,494740,502606,338010,337054,331151,352537,333336,321843,316207,330063,195266,185660,181108,174702,174494,167005,163823,167109,156596,152085,150071,163730,155722,151665,149663,148509,140555,136591,134408,45154,39939,0,24650,17545,
净资产收益率加权(%),5.05,5.14,4,10.44,10.07,8.21,5.6,14.23,10.75,9.29,8.17,18.66,13.65,11.04,7.57,15.78,8.12,9.41,6.5,11.04,8.12,6.67,5.01,11.17,--,7.2,0,18.16,0,22.96,0,38.89,0,41.99,52.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
