报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.08,0.05,0.03,0.17,0.14,0.12,0.05,--,0.22,0.18,0.11,0.29,0.27,0.16,0.09,0.29,0.36,0.16,0.05,0.24,0.31,0.15,0.08,0.22,0.23,0.11,0.02,0.28,0.26,0.23,0.05,0.34,0.24,0.15,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.01,--,2.88,2.77,2.8,2.71,2.78,2.58,2.47,2.5,2.57,2.41,2.44,2.36,2.39,2.27,2.32,2.3,2.29,2.25,3.73,3.68,3.53,3.43,3.48,3.41,3.34,3.28,3.32,3.28,3.24,3.13,3.27,3.24,3.2,3.11,3.03,1.95,0,1.64,1.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.46,--,0.89,0.6,-0.39,0.24,0.34,0.19,0.04,0.07,-0.24,0.22,-0.18,-0.46,-0.42,-0.37,-0.29,0.59,0.38,0.64,0.24,-0.24,-0.97,-0.84,-0.17,-1.41,0,--,0,0.19,0,0,0,-0.54,0,0,0,0,0,0.17,0,
主营业务收入(万元),43221,26297,16374,75807,54438,37926,18746,91820,65175,41896,17983,82984,63191,34283,18418,78177,63987,35595,16190,85975,77009,48604,11807,75615,60564,37602,7802,73110,50377,39952,14424,72983,39258,26342,5611,36492,17088,11998,2786,33042,24193,10499,2492,24207,16144,11620,4300,25808,2139,15366,19039,
主营业务利润(万元),10471,7267,4230,17780,12424,9197,4476,21126,14833,11270,6501,19941,16163,10595,6060,17869,17045,8898,3271,13345,14535,8099,4105,12748,12679,6986,2523,17533,14238,11639,2943,15057,10706,7467,--,9227,5647,3769,1461,7955,6356,3207,1349,7861,5934,3594,1164,6774,489,6422,5555,
营业利润(万元),3002,1987,1426,5680,4388,3742,1672,9894,7283,5935,3566,10389,9722,6164,3666,9842,12357,5654,1563,7864,10318,5062,2474,7411,7934,3804,806,9984,9191,8007,1234,9395,7170,4984,769,6374,3999,2622,739,5728,4589,2073,814,5477,4288,2365,617,4843,114,4727,4453,
投资收益(万元),2,-15,-21,11,-2,-12,-1,104,31,-18,-20,-125,-90,-24,-19,-40,-35,-32,11,-17,-33,-94,-40,-121,-60,-47,-44,54,57,33,-10,27,13,6,-0,-29,-44,-16,-5,-41,-43,-28,-22,-91,-49,-46,-4,-10,-4,-15,36,
营业外收支净额(万元),337,167,141,519,513,272,17,465,440,307,0,172,171,87,25,123,43,43,8,252,454,94,94,-5,6,10,--,-33,--,--,--,--,--,2,--,16,0,5,0,-9,0,0,0,-2,0,0,0,10,0,0,0,
利润总额(万元),3339,2155,1567,6198,4901,4014,1689,10360,7723,6242,3567,10561,9892,6251,3692,9965,12401,5698,1571,8116,10772,5155,2568,7406,7941,3814,806,9951,9190,8008,1237,9423,7177,4986,772,6361,3959,2612,740,5678,4547,2045,792,5385,4237,2318,613,4843,110,4711,4491,
净利润(万元),2022,1162,764,4254,3538,2904,1272,7539,5610,4452,2731,7390,6827,4113,2246,7334,9125,4048,1155,6082,7877,3871,1938,5512,5819,2695,490,6974,6563,5715,728,4746,3354,2031,523,3730,2445,1617,464,3419,2782,1263,499,3323,2835,1531,420,3186,62,3035,2864,
净利润(扣除非经常性损益后)(万元),1791,1058,680,3994,3282,2712,1260,--,5298,4235,--,7262,--,4049,--,7254,--,4027,--,5399,--,3610,--,5520,--,2689,0,6995,0,5715,0,4698,--,2029,--,3717,0,1613,0,3426,0,1262,0,3324,0,1532,0,0,0,0,0,
经营活动产生的现金流量净额(万元),2312,-6419,-8337,-9092,6836,8074,-1070,-22355,-17386,-24065,-11508,35233,22355,15087,-9843,5956,8600,4688,1053,1729,-6009,5644,-4450,-11695,-10490,-9353,-7366,14900,9519,16192,3333,-3426,-13518,-11697,-2417,-19697,-10668,-8272,-4291,2621,953,1562,2252,-7525,-8758,-9559,-11170,3983,0,0,0,
现金及现金等价物净增加额(万元),-7652,-14290,-10106,-3307,2950,-2528,-8473,-12306,-13547,-11175,5469,28180,13912,8929,-13342,-3394,-12121,-12045,-2093,5101,-1498,-13234,-6932,18811,18274,16708,2107,-2933,-6624,2105,-354,246,5239,4247,-404,4538,-2049,2069,-3120,2088,474,957,2498,-1651,6883,6824,8351,4388,0,0,0,
总资产(万元),266689,267032,269556,277149,262876,255229,248149,263999,259431,243854,258002,245494,234861,225206,227876,238034,217754,200665,206506,224282,201679,186961,197388,212528,197276,184115,157289,155372,144047,151097,147773,141474,144326,132580,107345,105667,85281,86246,70578,69900,63881,59765,58220,58620,61147,57015,57809,36206,0,29885,26871,
流动资产(万元),194184,195150,196989,204508,189966,181800,179141,208891,210384,199699,213387,200562,189111,179889,182017,192012,171918,154155,158375,176103,153310,137998,147827,163155,147473,134871,107815,105729,94929,101638,98946,102195,116243,104464,79595,78642,54332,55706,40338,40682,36509,33391,32026,32558,43034,39576,42495,21614,0,15655,13128,
总负债(万元),181344,182578,185526,192269,178966,171984,164052,181169,178641,164218,177710,167815,157711,151847,153915,166838,144683,132614,141529,158449,133888,123388,133216,150281,133680,123179,95037,93752,83434,91396,92773,86895,92416,82157,56649,55875,36493,38294,22183,21937,16701,14047,10432,11717,14718,12048,14010,15350,0,12453,12595,
流动负债(万元),143721,173421,166373,172975,166530,144514,101506,118555,116005,101348,115960,106072,95968,90020,92031,104929,83137,71068,65041,81908,57557,102057,99886,96950,79619,77118,65976,84692,76374,87336,87713,72834,78296,65037,44529,43875,24493,26294,22183,21937,16701,14047,10432,11717,14718,12048,14010,15350,0,12453,12595,
股东权益不含少数股东权益(万元),79381,78520,78122,79878,79162,78528,79416,78144,76215,75057,75856,73125,72563,69849,70502,68250,70124,65047,62154,63015,64802,60796,61383,59427,60342,57197,58520,58030,57615,56767,52199,51458,49408,48085,48677,47699,46738,45910,46437,45973,45325,43806,45842,45343,44855,43550,42439,19540,0,16354,13318,
