报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.16,0.06,0.02,0.26,0.14,0.07,0.02,0.2,0.13,0.09,0.05,0.32,0.23,0.15,0.07,0.29,0.21,0.13,0.06,0.34,0.25,0.16,0.14,1.14,0.76,0.46,1.03,0.57,3.51,5.39,
每股净资产(元),4,3.89,3.85,3.83,3.71,3.65,3.7,3.68,3.61,3.57,5.42,5.37,5.28,5.2,5.26,5.2,5.11,5.04,5.11,5.05,4.96,4.87,10.07,9.93,2.78,2.47,1.88,0,4.09,4.99,
每股经营活动产生的现金流量净额(元),0.06,0.01,0.02,0.25,0.04,0.01,-0.03,0.24,0.01,0.01,-0.09,0.17,-0.21,-0.19,-0.19,0.11,-0.12,-0.09,-0.07,0.15,-0.05,-0.07,-0.03,0.82,0.26,-0.04,0.47,-0.11,3.96,2.45,
主营业务收入(万元),14661,8056,3601,22511,14156,9245,4216,20522,13220,8711,3872,22331,13993,8924,3285,17890,10389,5362,2074,12955,8718,5889,2208,15693,10592,6215,11823,7421,11568,7647,
主营业务利润(万元),8583,4510,2019,11852,7218,4454,1994,9424,5997,4031,1802,10306,6487,4094,1531,9075,5099,2932,1160,6883,4607,2978,1100,8283,5904,3508,6420,3889,6159,4239,
营业利润(万元),3255,1161,380,5165,2693,1397,432,3792,2555,1735,629,4555,3164,1795,458,4526,3172,1923,847,4439,3287,2138,798,5883,4076,2394,4632,2704,4892,3164,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,-3,-1,-3,-5,
营业外收支净额(万元),427,179,97,745,510,347,79,814,457,318,177,930,667,560,459,174,143,111,58,626,403,261,281,741,221,163,325,--,183,11,
利润总额(万元),3682,1340,477,5910,3203,1744,512,4606,3012,2053,806,5485,3831,2355,917,4701,3314,2034,906,5065,3689,2399,1079,6624,4297,2556,4957,2903,5076,3175,
净利润(万元),3152,1159,380,4986,2648,1432,418,3864,2483,1683,646,4186,3017,1918,844,3832,2729,1733,774,4411,3186,2060,932,5800,3720,2217,4656,2543,4645,2695,
净利润(扣除非经常性损益后)(万元),--,1150,--,4838,--,1350,--,3609,--,1591,--,4098,--,1914,--,3746,--,1688,--,4213,--,1907,0,5544,3719,2217,3975,1862,2680,2693,
经营活动产生的现金流量净额(万元),1247,151,333,4849,763,101,-489,4732,273,160,-1139,2191,-2732,-2413,-2444,1475,-1542,-1146,-889,1959,-705,-949,-207,5343,1259,-195,2100,-502,3955,1223,
现金及现金等价物净增加额(万元),-318,-296,-174,-679,-2492,-2641,-1151,1712,-2148,-2125,-1289,-1536,-6018,-5146,-2972,-4459,-7529,-5602,-1010,-3048,-5519,-4250,-208,54697,1560,136,-647,-2307,2294,354,
总资产(万元),87973,86216,84787,85411,82733,81230,82051,81261,80261,79512,80801,81178,78426,76680,77094,77164,75935,69205,69734,69256,68082,67093,69210,68915,16594,14471,11599,0,10779,6350,
流动资产(万元),72844,71970,71227,72109,71476,70729,71595,71442,70438,70440,71772,72169,69549,68348,68985,69516,69383,65608,66347,65959,64929,65431,67588,67266,14930,12779,9898,--,9206,4971,
总负债(万元),6172,6376,6554,7518,7187,7356,7301,7086,7502,7571,7917,8976,7511,7025,6602,7510,7303,3733,3271,3567,3617,3754,3749,4386,3063,2414,3150,--,6686,3855,
流动负债(万元),6172,6376,6554,7518,7187,7356,7301,7086,7502,7571,7917,8976,7511,7025,6602,7510,7291,3733,3271,3567,3617,3754,3749,4386,3063,2414,3150,--,6686,3855,
股东权益不含少数股东权益(万元),77908,75915,75136,74756,72419,71202,72139,71720,70340,69540,70453,69807,68638,67540,68415,67571,66469,65472,66463,65689,64465,63339,65461,64529,13531,12029,8449,0,4092,2495,
净资产收益率加权(%),4.13,1.54,0.51,6.84,3.68,1.99,0.58,5.49,3.55,2.4,0.92,6.12,4.41,2.8,1.24,5.76,4.12,2.62,1.17,6.83,--,3.2,0,27.84,0,20.11,72.52,0,96.41,185.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
