报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),-0.17,-0.13,-0.08,0.08,-0.19,-0.13,-0.03,-0.51,-0.26,-0.15,-0.04,0.04,0.04,0.13,-0.04,0.03,0.01,0,-0.06,-0.72,-0.41,-0.31,-0.14,-0.55,-0.2,-0.07,-0.04,0.1,0.19,0.18,0.04,0.19,0.19,0.09,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,1.03,1.04,1.12,0.95,1,0.96,0.96,0.89,0.95,1.28,1.37,1.54,1.68,2.01,2.14,2.18,2.22,2.03,2.03,1.88,1.85,2.03,1.93,1.92,1.75,1.73,1.71,2.1,2.09,2.07,2.06,2.04,2.04,2.05,2.02,2.02,2.01,2.02,1.98,1.96,2,2.18,2.28,2.43,2.43,2.44,2.44,2.43,2.41,2.6,2.59,3.18,3.06,2.33,2.73,2.57,1.77,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.15,0.05,0.1,-0.13,-0.16,-0.05,-0.02,-0.07,-0.09,-0.05,-0.07,0.17,0.03,0.17,0.05,0.14,0.12,0.15,0.09,0.13,0.08,0.07,-0.03,0.04,0,--,0,-0.09,0,0,0,0.3,0,0,0,0.07,0,0,0,0.09,0,0.02,--,0.14,0.07,-0.02,-0.01,0.22,0.09,-0.09,-0.13,--,--,--,--,--,--,--,--,
主营业务收入(万元),23658,13225,4441,44500,31794,19709,7847,32487,27618,19252,9116,37368,27659,18915,9707,47622,35477,24139,10294,38161,27852,18964,8643,24466,15653,11743,4477,46171,36726,24873,12812,52002,39868,26451,12821,45189,32901,20590,10095,35136,25654,16730,8138,30286,22752,14338,6803,28448,21069,13996,5593,33868,21791,14715,6818,38483,21051,47413,24848,49206,23406,38237,21264,49800,19200,41301,23695,41439,36971,33210,19994,
主营业务利润(万元),427,201,114,723,1090,425,551,448,624,815,895,4483,3120,2419,1771,10729,7964,5408,1420,1508,200,-358,-298,2107,2491,2912,1223,12128,6827,4453,2675,13298,7479,5383,2375,12114,9189,5507,2516,7288,5167,3233,1339,6306,5235,3414,1825,7042,4906,2552,672,3539,3788,2652,1633,8243,4855,8128,4099,8653,3709,6190,4461,4241,996,4399,2035,2841,12386,0,0,
营业利润(万元),-6043,-4528,-2298,-16648,-6285,-4308,-662,-12463,-6001,-3273,-994,-7716,-5912,-4000,-921,-2026,-128,-80,-1396,-15014,-9074,-6920,-3153,-11057,-5028,-2146,-1454,-1142,-1934,-1637,300,-1198,108,-1431,-1851,1984,1124,-130,271,39,453,238,26,-2787,-1798,480,100,-793,70,-619,-1026,-6870,-3425,-2310,82,-479,1229,102,171,370,-35,-2240,554,4484,0,4523,0,2841,4164,0,0,
投资收益(万元),--,--,--,--,--,--,--,26,26,26,--,--,--,0,--,-234,-24,14,--,--,--,--,--,1368,--,0,--,--,--,--,0,-32,0,--,0,-20,0,--,0,-226,0,0,0,-140,-1,4,0,1043,24,0,0,-540,-594,2,24,14,15,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),73,85,-48,18785,1475,994,-16,503,70,100,69,8528,6832,6804,-34,2744,233,158,12,-619,238,218,62,2524,504,471,501,3091,--,6296,443,5314,--,3172,3355,-2676,0,--,-38,-1838,0,0,0,-1138,0,0,0,34,364,0,417,-445,-433,-420,0,-57,0,-189,0,106,0,0,0,0,-110,0,-243,0,0,--,--,
利润总额(万元),-5969,-4443,-2346,2137,-4810,-3314,-678,-11959,-5931,-3173,-924,811,920,2804,-954,718,105,78,-1384,-15632,-8836,-6702,-3091,-8533,-4524,-1674,-954,1949,4818,4658,743,4116,4041,1740,1504,1067,1006,658,232,877,404,203,12,502,1469,189,99,284,458,-221,-609,-7855,-4452,-2727,24,-522,1286,751,34,586,170,1203,2620,5356,1042,4222,1805,2552,3860,3247,1050,
净利润(万元),-5969,-4443,-2346,2059,-4817,-3320,-679,-11962,-5932,-3174,-924,811,920,2804,-954,717,105,78,-1384,-15576,-8776,-6650,-3057,-11952,-4419,-1590,-887,2231,4010,3956,751,4129,4211,1936,1699,1034,907,559,170,751,404,203,12,502,701,141,99,284,458,-221,-609,-7870,-4452,-2570,80,196,761,222,48,696,94,759,1752,4561,698,2828,1209,1578,2228,2176,703,
净利润(扣除非经常性损益后)(万元),-6043,-4528,-2298,-16656,-6292,-4314,-663,-12465,-6003,-3273,-994,-8095,--,-4151,--,-2810,--,-855,--,-14958,--,-6868,--,-14274,--,-1579,0,-621,0,-1880,0,1195,0,1005,--,3221,0,1488,0,2412,0,238,0,1421,0,2,0,-791,0,-609,0,-7438,-4031,-2169,--,388,694,-654,32,23,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-6228,-3749,-5513,-4074,-5116,-2665,-3528,-954,-4319,-1475,17,3762,3220,1154,2196,-2888,-3455,-1059,-371,-1512,-1879,-996,-1575,3706,622,3751,973,2938,2661,3258,2024,2775,1707,1495,-573,873,-2057,-350,-819,-1499,-2533,-1875,1328,5293,1708,2312,892,1259,2391,1920,696,1610,0,341,--,2421,1283,-294,-128,3913,1609,-1618,-1854,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),4750,13460,39265,-7258,-6123,-3462,-4122,7056,3677,11781,-514,972,954,150,579,-327,-195,-173,523,-6037,-5855,-2996,-2761,3941,-303,3110,607,1479,1930,3083,-124,624,-141,202,287,-224,-1157,-345,-497,130,-144,18,-351,136,2721,1409,159,377,436,471,-38,84,0,96,--,-642,-104,-1412,-1161,1941,1265,-358,-166,--,--,--,--,--,--,--,--,
总资产(万元),124676,131186,146804,104603,106239,108049,105223,105565,106519,99394,85180,84241,85124,86344,87686,87917,91649,79793,74604,74227,79836,81522,83201,86835,89231,92831,92623,92708,94332,93534,93477,92889,99040,98639,97582,95731,93901,92692,92995,91538,94182,94452,93588,92961,92607,93891,96376,95285,99379,99839,99319,102426,103435,108702,112895,112511,108520,111552,116706,112834,117357,104272,93062,88314,71059,62307,57139,39376,28383,25944,24687,
