报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.09,0.09,0.01,0.17,0.26,0.25,0.09,0.25,0.23,0.17,0.06,0.11,-0.06,-0.16,-0.15,0.59,0.73,0.59,0.24,0.72,0.18,0.13,0.09,0.32,0.21,0.1,0.05,0.3,0.73,0.52,0.27,0.71,0.53,0.37,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,8.7,8.62,8.84,5.68,5.8,5.68,5.53,5.28,4.73,4.69,4.76,4.68,4.55,2.9,2.87,2.82,3.26,3.05,2.92,2.68,2.44,2.26,2.04,1.83,1.79,1.7,1.61,1.54,1.39,1.32,1.62,1.52,1.43,1.29,1.16,1.08,1.05,0.94,0.88,0.86,0.85,0.84,1.53,1.6,3.85,4.02,3.42,3.27,3.1,3.01,2.07,3.35,3.03,2.88,--,0.46,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.54,0.2,0.11,0.88,0.94,1.25,0.25,1.18,0.33,0.04,-0.11,0.42,0.05,0.6,-0.18,0.05,1.08,2.13,1.33,2.29,1.34,1.3,0.42,1.84,0,0,0,0.75,0,0,0,1.12,0,0,0,1.02,0,0,0,0.19,0,-0.02,--,-1.06,-1.15,-0.21,0.25,0.06,--,-0.61,--,--,--,--,--,--,--,
主营业务收入(万元),127760,81875,34294,193265,140411,95119,41661,273995,204801,138674,61178,272068,196282,124491,56811,280048,220303,144359,61128,246763,160541,101736,49356,187337,122836,80179,34560,202612,161756,106291,52321,156586,120356,75832,35587,111301,73477,47740,23644,52828,30880,19866,9864,36500,28244,19015,8548,23306,15741,8267,3130,8101,3951,1128,73,13997,7730,20500,10919,17829,8453,16957,6470,11749,5386,7760,5307,3439,2141,
主营业务利润(万元),17066,10916,3127,31390,25060,19187,7992,37396,26351,17615,7059,31354,19696,12469,4569,43845,37968,27243,12292,44533,25236,16887,8534,34801,23675,14875,8016,38416,39979,29293,15143,44321,29183,18706,--,22879,13199,8319,3522,12064,8209,4658,2456,11830,8861,5802,2376,8248,5485,2730,1072,1117,1005,-208,-21,-1976,1113,4556,2167,3174,883,3821,1159,2172,783,1331,712,517,225,
营业利润(万元),2522,2951,-97,6551,10284,9771,3545,8010,8304,6251,2371,2922,-2211,-4119,-2757,7848,14899,11826,5342,14126,4981,3651,2481,8785,7298,4698,2421,5553,18180,14488,8219,20331,14721,9417,3600,8987,5381,3253,1119,4014,3530,1856,1099,5855,4199,2565,996,3360,2123,896,251,-4673,-6653,-6834,--,-18370,239,2711,1361,2348,985,2786,911,2315,0,1346,717,525,280,
投资收益(万元),--,--,--,34,34,34,4,312,312,328,295,544,340,337,317,1682,1682,950,578,592,255,248,195,730,731,508,--,1117,14,14,0,-407,-38,-33,-35,-243,-209,-111,507,-367,-142,-85,-42,-116,-130,-121,-77,-722,0,0,0,-885,-1116,-1116,--,-706,0,56,0,327,0,4,0,207,0,0,0,0,0,
营业外收支净额(万元),965,823,674,946,553,390,203,2566,1118,534,250,1040,860,442,121,2089,657,452,371,609,235,146,98,417,150,103,67,2044,--,167,--,301,--,-55,--,364,0,0,-14,988,0,0,0,-1088,0,0,0,-186,-60,0,0,-2997,-929,-803,--,-713,0,-62,0,-64,0,--,0,0,-6,0,--,--,--,
利润总额(万元),3487,3774,578,7497,10837,10160,3748,10577,9422,6784,2622,3962,-1351,-3678,-2636,9937,15556,12278,5714,14736,5216,3797,2579,9202,7448,4801,2489,7596,18343,14654,8208,20632,14549,9363,3593,9108,5600,3598,1612,4635,3493,1824,1055,4651,3891,2309,896,2452,2068,846,222,-8521,-8692,-8747,-846,-19695,254,2842,1459,2886,970,3143,894,2594,807,1509,909,514,316,
净利润(万元),2567,2789,426,5229,7904,7424,2766,7701,7074,5097,1939,3037,-1658,-3852,-2636,10442,12831,10353,4257,12780,3198,2256,1520,4776,3004,1414,692,4162,10058,7171,3705,9703,7320,5074,1823,3958,2965,2018,861,4082,2809,1819,1056,4655,3893,2311,896,2453,2068,846,222,-8521,-8692,-8747,-846,-19695,281,2883,1459,2886,970,3143,894,2594,807,1509,609,345,104,
