报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.06,-0.24,-0.16,-1.21,-0.35,-0.18,-0.13,--,-0.18,-0.1,0.02,0.13,0.14,0.07,0.06,0.36,0.21,0.1,0.07,0.5,0.27,0.15,0.13,0.55,0.23,-0.04,0.35,0.36,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.27,3.2,4.85,4.78,4.65,4.55,6.98,6.91,6.63,6.51,2.58,2.49,--,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.61,-0.44,-0.23,-0.66,-0.86,-0.74,-0.57,-0.59,-0.76,-0.54,-0.54,0.82,--,-0.69,-0.21,0.1,
主营业务收入(万元),26707,14798,4084,52078,34356,22987,6346,75759,50876,35426,19971,82474,53443,31292,12870,71745,43300,22445,9245,49646,26135,15741,10216,33625,18137,3217,22455,19344,
主营业务利润(万元),4587,2045,300,7063,9559,7790,2048,24055,17590,12091,7282,30104,19639,11095,4520,24850,15684,8638,3525,17209,9619,5368,3515,13052,6750,1140,8661,7786,
营业利润(万元),1818,-6772,-4558,-33695,-9844,-4774,-3823,-15886,-5764,-3163,671,2153,2637,903,326,5285,3429,1428,320,3327,1604,693,755,3663,893,-474,2241,2298,
投资收益(万元),9817,-52,-52,833,1387,--,--,--,--,--,--,--,--,--,--,--,-7,--,--,--,--,--,0,--,0,0,66,1,
营业外收支净额(万元),483,182,117,523,418,326,186,1314,829,519,120,2176,1617,1227,726,2193,897,652,568,2302,1406,893,463,1772,1471,61,--,1208,
利润总额(万元),2301,-6590,-4441,-33173,-9426,-4448,-3637,-14572,-4934,-2644,791,4329,4255,2129,1052,7477,4326,2081,888,5629,3009,1586,1217,5434,2364,-413,3462,3506,
净利润(万元),1724,-6551,-4415,-32648,-9560,-4743,-3645,-13202,-4726,-2685,610,3415,3875,1956,1088,6417,3762,1886,882,5258,2838,1456,1131,4958,2105,-362,3134,3239,
净利润(扣除非经常性损益后)(万元),-8396,-6649,-4448,-33540,-11175,-4887,-3706,--,--,-2900,509,2816,--,1710,--,6002,--,1771,--,4550,--,1222,988,4406,--,-415,2901,2781,
经营活动产生的现金流量净额(万元),-5487,-5332,-5561,-882,-6782,-5743,-6042,-3696,-9491,-9259,-7339,-18289,-16437,-11845,-4183,-11853,-15532,-13345,-6877,-7099,-9088,-6467,-4844,7348,-5341,-6254,-1902,871,
现金及现金等价物净增加额(万元),5890,532,-6204,2382,-157,-4996,-3486,1614,11,-3353,2605,-22410,-30078,-18968,-8545,-6504,-12382,-13710,-6966,37518,40260,50267,-4764,8221,1079,521,-3955,4550,
总资产(万元),96162,90983,88465,113237,137690,138838,137152,140373,142342,141563,154592,145523,148472,151343,150153,154904,142269,125235,117974,118356,109992,114428,56641,60406,--,0,41597,33333,
流动资产(万元),89972,84358,81813,105892,126408,124418,122473,125707,126914,126032,138632,129486,133257,137401,140052,145065,133236,117517,111304,112159,105162,110531,53044,56908,--,--,38568,31188,
总负债(万元),52644,55732,51121,71242,71889,68150,65523,65039,58168,54978,64533,56035,58940,63539,61277,66965,58054,43042,33907,35146,29963,35796,32953,38010,--,--,24182,18985,
流动负债(万元),52194,55628,51109,71221,71889,68150,65523,65039,58168,54978,64509,56007,58869,63443,61164,66830,58054,43042,33907,35146,29950,35780,32931,37996,--,--,24152,18936,
股东权益不含少数股东权益(万元),43476,35201,37281,41752,64840,69657,70756,74401,82729,84933,88229,87619,88198,86278,87211,86122,83739,81862,83797,82976,79561,78178,23231,22372,--,0,17415,14281,
净资产收益率加权(%),4.04,-17.03,-11.16,-56.22,-13.73,-6.59,-5.02,--,--,-3.11,0.69,3.93,4.4,2.25,1.26,7.58,4.43,2.25,1.06,9.98,5.9,4.52,0,24.92,--,0,19.77,37.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
