报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.26,0.24,0.3,2.51,2.22,1.88,0.53,1.79,1.35,1.04,0.41,1.5,1.2,1.14,0.62,3.36,2.75,2.1,1.11,4.07,5.76,3.88,1.94,4.09,2.86,1.47,0.43,2.32,3.88,3.19,1.37,4.42,2.78,1.87,0.47,--,--,0.84,0.33,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,12.44,14.76,14.34,13.75,13.21,12.65,12.2,11.11,19.63,17.68,16.07,14.11,12.54,11.11,10.13,9.6,15.5,14.87,13.62,12.26,9.57,8.66,9.76,8.88,8.13,--,--,7.15,6.54,2.1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.11,-0.66,-1.71,3.57,1.46,-0.21,-0.38,5.22,4.89,2.99,0.54,2.93,1.4,1,0.85,2.25,4.46,3.54,-0.55,4.42,2.47,1,-1.1,--,3,1.82,-0.05,0.06,3.68,4.57,
主营业务收入(万元),5457171,3645526,1753893,7963716,5614638,3411143,1663765,5831171,4333267,3092162,1315633,4816539,3626786,2705968,1353582,6001927,4718037,3662741,1845480,6327956,4691537,3322441,1517341,3552518,2543550,1579727,616598,3312778,2843208,2097875,913628,2926097,2171842,1534036,280355,668290,483453,866387,185857,528284,618800,357413,
主营业务利润(万元),1247416,833026,404863,1682330,1156345,682084,347441,1175149,855463,614032,269925,920312,678273,507579,259412,1299065,1006631,772933,414301,1528046,1086782,760013,371673,850104,592449,333359,118728,656463,586083,445604,217699,678028,502394,346717,280355,188559,133833,187216,185857,115738,150811,89313,
营业利润(万元),206610,161965,88891,659005,558041,441443,133224,445625,342390,271114,99497,371887,304470,239939,131741,716991,595377,473273,259636,924518,656265,447350,223801,452824,317802,160564,45717,262559,300951,243488,115261,320614,234441,161280,--,84952,55084,70307,--,40710,74448,45744,
投资收益(万元),12043,10074,-624,171484,172653,174367,13350,1154,2431,1182,-282,25151,21547,7509,6456,15777,16188,7302,4031,7136,882,531,-126,4029,1308,1457,-312,-2522,1114,1451,22,-10711,-11869,-11806,--,933,284,13097,--,-319,0,0,
营业外收支净额(万元),20243,12267,7756,37565,17412,6172,3552,15250,7067,4237,1620,24095,13317,10870,6712,24860,15708,10906,1998,15148,9625,6606,2687,15165,6834,6248,2736,11522,--,3351,1336,7150,--,--,--,-54,0,2751,--,0,0,0,
利润总额(万元),226853,174232,96647,696570,575453,447615,136775,460875,349457,275351,101118,395981,317788,250810,138453,741851,611085,484179,261633,939666,665890,453956,226488,467989,324636,166812,48453,274081,304438,246839,116597,327765,237376,162859,28523,85831,55332,73058,13423,40377,74219,45022,
净利润(万元),104222,96915,60019,502450,444543,376484,105496,357079,270488,208497,81337,299100,240877,189725,102508,559693,458135,350171,184945,678215,480094,323459,161927,340742,238215,122203,36127,193135,201782,166084,71078,201941,144597,97521,24667,68437,44309,43775,10795,30651,53687,27394,
