报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-06-30,2003-12-31,2003-06-30,2002-12-31,2001-12-31,
基本每股收益(元),1.38,1.15,0.36,0.8,0.47,0.26,0.14,0.39,0.33,0.23,0.11,0.29,0.24,0.19,0.09,0.32,0.24,0.2,0.12,0.63,0.44,0.27,0.16,0.82,--,0.28,0.28,0.25,1.25,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.25,--,6.03,5.99,6.04,5.93,5.91,5.92,5.99,5.87,5.68,5.47,5.41,2.89,--,0,--,--,--,0,--,0,0,--,0,0,--,--,0,--,0,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.27,--,-1.72,-0.65,0.54,-5.64,-5.62,-4.36,-2.84,-2.38,-4.64,-2.33,0.64,8.61,--,0,--,--,--,0,--,0,0,--,0,0,--,--,0,--,0,--,0,
主营业务收入(万元),1988227,1464425,490869,1206230,718015,431973,214065,716654,541764,363590,178982,588320,451250,339459,157443,623034,434181,339484,190635,889998,572522,358868,194286,956322,--,253490,635595,251310,1336016,373936,243071,72499,21984,23622,16775,1339,-4928,26029,29907,24706,23280,29474,80555,
主营业务利润(万元),1150007,881038,269451,584952,350449,196418,101276,291569,243698,168342,81861,211620,171596,139861,63048,243891,179827,153293,92528,449950,301949,177972,108234,533537,0,165686,170001,140841,850072,272859,127260,54576,0,-6215,0,-16949,--,-15293,-5127,-14685,-3646,-18269,15437,
营业利润(万元),1150007,881038,269451,584952,350449,196418,101276,291569,243698,168342,81861,211620,171596,139861,63048,243891,179827,153293,92528,449950,301949,177972,108234,533537,--,165686,170001,140841,850072,272859,127260,54576,0,-6215,0,-16949,--,-15293,-5127,-14685,-3646,-18269,15437,
投资收益(万元),563854,317974,118700,182140,142593,87362,46338,154699,104879,76699,19882,116797,98234,74602,18918,35772,14588,19249,15478,73175,31052,6790,17833,61891,--,26421,62500,96070,323406,26222,30929,9490,0,11082,0,1039,--,3191,2527,5925,2414,19519,2544,
营业外收支净额(万元),3160,2350,825,6530,3296,2067,1820,2139,3635,2528,628,660,121,31,574,1214,309,-241,236,230,100,-144,174,--,0,-386,--,-1469,-1530,-685,-1826,0,0,-962,0,0,--,-39,0,650,0,-550,0,
利润总额(万元),1153167,883387,270276,591482,353745,198485,103097,293709,247332,170870,82489,212280,171717,139892,63621,245105,180136,153052,92764,450180,302049,177829,108409,532112,--,165300,168666,139372,848542,263182,114673,55665,10563,413,-11937,-9327,-15980,-19720,-2714,-8110,-1282,700,15682,
净利润(万元),863935,667482,201535,448628,264477,147892,80569,221171,185543,128844,62689,161568,134526,105803,48119,178443,133219,114358,69466,342505,239991,142035,82635,379529,--,127664,125313,112241,562672,173364,83806,52780,12620,413,-4785,-9327,-14302,-18834,-2714,-9669,-1282,137,6618,
净利润(扣除非经常性损益后)(万元),861171,665331,200888,443968,261812,146379,79190,214025,182832,126951,62217,160852,134447,105786,47690,175599,132987,114538,--,339313,--,142140,--,378706,--,0,--,--,--,0,--,0,0,--,0,0,--,--,0,--,0,--,0,
经营活动产生的现金流量净额(万元),7057158,13922584,2831589,3040293,1891244,766413,89152,-2084119,-1791821,-1236851,-149403,-948149,-964351,-363830,302604,-3157512,-3148455,-2443511,-1590414,-1332447,-2599403,-1307515,357639,4144963,3224684,0,-2324011,--,3913445,0,1507173,0,0,--,0,0,--,-114472,0,--,0,--,0,
