报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
基本每股收益(元),0.33,0.21,0.07,0.69,0.33,0.23,0.1,0.26,0.17,0.16,0.1,0.58,0.45,0.32,0.15,0.58,0.43,0.29,0.21,0.61,0.34,0.19,0.09,0.27,0.17,0.13,0.07,0.39,0.28,0.2,0.13,0.62,0.41,0.28,0.47,0.27,0.33,0.31,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,3.88,3.73,3.59,3.52,3.28,3.1,2.95,4.28,4.1,3.82,3.68,3.69,3.59,3.48,3.44,3.48,3.42,3.32,3.21,4.16,4.03,2.12,--,0,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.56,0.31,0.15,0.14,0.73,0.41,0.41,0.23,0.57,0.3,0.13,0.04,0.34,0.1,0.01,0,0.5,0.2,0.15,0.01,0.48,0.17,0.24,0.63,0.36,0.38,0.48,
主营业务收入(万元),108324,67710,32354,65408,32568,21987,10521,39849,28702,19167,9768,41032,32097,20845,10202,39070,28846,18711,8904,29425,19660,11986,5738,19296,12785,7974,4092,17596,12604,8589,4362,15307,11356,7983,12117,8433,8483,6679,
主营业务利润(万元),70920,43856,19896,33529,12138,7638,3319,14180,9999,6835,3731,16535,12350,8251,4296,16361,11632,7697,3930,11808,7737,4774,2297,6782,4604,3067,1646,7141,5151,3675,1774,6300,4507,3368,5365,2983,4089,3191,
营业利润(万元),32096,19457,7042,10897,3566,2744,1210,2292,1763,1839,1071,6459,5475,3989,2053,7224,5175,3512,1847,4481,2948,1695,813,1666,1167,773,410,2726,2216,1554,803,2638,1776,1297,2233,1283,1411,1284,
投资收益(万元),4632,3116,--,255,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,73,63,25,182,39,43,16,93,65,-19,163,-13,144,77,
营业外收支净额(万元),467,279,25,782,319,53,38,678,152,141,132,1078,479,224,102,695,314,229,16,911,169,68,3,678,300,291,167,--,--,--,--,--,168,49,0,74,129,85,
利润总额(万元),32562,19736,7067,11680,3885,2797,1248,2970,1915,1980,1203,7536,5953,4214,2155,7919,5489,3741,1863,5393,3117,1763,816,2344,1468,1064,577,3302,2379,1710,855,2990,1944,1346,2257,1357,1540,1368,
净利润(万元),29152,18300,6307,11839,3772,2579,1187,2947,1986,1858,1117,6633,5094,3597,1756,6497,4819,3227,1585,4520,2506,1432,704,2027,1290,964,506,2916,2105,1522,761,2648,1752,1204,2024,1163,1397,1225,
净利润(扣除非经常性损益后)(万元),28747,18055,6286,11299,3499,2537,1150,2394,1848,1735,1002,5706,--,3419,--,5935,--,3022,--,3742,--,1368,--,1446,--,701,0,2398,0,1382,--,2332,1601,1160,2004,1101,1281,1152,
经营活动产生的现金流量净额(万元),36216,13938,5112,11739,3778,2979,122,4515,3401,2125,628,6575,3536,1735,1627,8118,4636,4614,1685,4289,2210,973,264,2545,767,76,11,3741,1520,1111,50,2751,716,1027,2721,1564,1641,1873,
现金及现金等价物净增加额(万元),41546,21259,4689,7986,88846,1873,-1062,519,614,-881,597,3740,1497,1719,2388,-4846,-6139,1048,272,2379,644,-658,-199,2487,1312,-1865,-899,3780,2048,957,685,14305,-221,216,2497,--,419,1533,
总资产(万元),465687,449512,434682,428914,423445,51097,49591,48814,48220,48299,49131,48582,46997,46139,46405,42402,39524,36692,35963,35889,34378,31749,31543,31481,30619,27682,28454,29078,28041,26570,26444,25193,11634,11367,10477,--,7639,6690,
流动资产(万元),197622,183996,169821,164553,160779,36142,34539,33489,33367,33155,33925,33254,31856,31304,31616,28424,27265,32715,33248,33216,31837,29693,29436,29302,28396,24670,25418,26030,24997,23567,23439,22233,8810,8611,7688,--,5103,4510,
总负债(万元),33758,28459,24668,21671,23417,3116,2976,2178,2236,2432,2279,2684,2827,3593,4589,4075,3269,2020,2446,3770,4425,3229,3021,3701,3705,2034,2501,3583,3290,2641,2590,2073,2517,2797,2685,--,1431,1445,
流动负债(万元),33687,28388,24597,21600,23417,3116,2976,2178,2236,2432,2279,2684,2827,3593,4589,4075,3269,2020,2446,3770,4425,3229,3021,3701,3605,2034,2501,3583,3070,2421,2360,1843,2517,2797,2685,--,1219,1194,
股东权益不含少数股东权益(万元),431627,420743,408900,406081,398670,46485,45079,44990,44354,44224,45203,44185,42524,40858,40153,36721,34668,33054,31915,30579,28496,27468,27509,26769,25954,25648,25954,25495,24750,23929,23854,23120,9103,8555,7777,--,6194,5229,
净资产收益率加权(%),6.97,4.43,1.54,8.59,8.18,5.64,2.6,6.62,4.47,4.14,2.5,16.22,12.68,9.1,4.6,19.46,14.76,10.06,5.05,15.81,9.05,5.21,2.59,7.78,--,3.77,0,12,0,6.47,--,30.04,0,14.94,29.1,--,24.23,26.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
