报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.23,0.39,0.1,0.84,0.57,0.48,0.12,0.88,0.85,0.71,
每股净资产(元),3.11,6.15,6.28,4.23,3.96,--,--,3.38,2.72,1.87,
每股经营活动产生的现金流量净额(元),0.18,0.16,-0.27,0.35,-0.14,0.43,-0.54,0.5,0.45,0.51,
主营业务收入(万元),88910,60494,26267,117514,86701,60082,24700,104347,86179,76765,
主营业务利润(万元),29965,20703,9071,37000,27249,18795,7644,32375,26474,24448,
营业利润(万元),5330,4664,1224,8184,6341,5198,1151,8906,7420,7410,
投资收益(万元),--,--,--,--,--,--,--,--,--,-1,
营业外收支净额(万元),1342,593,116,873,688,609,180,1024,1606,668,
利润总额(万元),6672,5258,1340,9057,7029,5807,1331,9930,9026,8078,
净利润(万元),5275,4470,1146,7605,5091,4325,1125,7876,7610,6408,
净利润(扣除非经常性损益后)(万元),--,3972,--,6864,4547,3870,--,7044,6264,5917,
经营活动产生的现金流量净额(万元),4405,1902,-3204,3169,-1298,3882,-4898,4481,4042,4552,
现金及现金等价物净增加额(万元),981,2524,15059,-3279,-3682,-3404,-6116,-1174,1458,1739,
总资产(万元),144103,138673,153068,127556,124968,--,--,102394,81759,71442,
流动资产(万元),84730,79901,95707,72040,69692,--,--,61891,52577,47311,
总负债(万元),67926,63629,76507,88286,88096,--,--,70828,56939,54347,
流动负债(万元),64815,60538,67537,70443,70939,--,--,68147,51240,47761,
股东权益不含少数股东权益(万元),74731,73764,75397,38099,35641,--,--,30398,24535,16814,
净资产收益率加权(%),7.46,6.42,2.96,22.2,15.41,13.26,3.63,29.16,36.74,45.69,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
