报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.15,0.12,0.07,0.31,0.21,0.2,0.1,0.65,0.4,0.32,0.18,1.14,0.91,0.59,0.18,0.55,0.54,0.3,0.02,0.31,0.08,0.07,0.07,0.17,-0.02,-0.14,-0.15,0.02,-0.07,0.03,0.05,0.21,0.18,0.06,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.58,--,4.17,3.86,3.45,2.81,2.8,2.56,2.34,2.32,2.09,2.08,2.06,1.99,1.8,1.68,1.67,1.82,1.73,1.83,1.85,1.8,1.62,1.5,1.44,1.41,1.71,2.16,1.82,2.01,2.68,2.84,2.95,2.94,2.81,2.74,3.62,3.55,3.46,3.42,3.39,3.37,1.89,1.75,1.47,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.45,--,0.39,0.48,0.52,-0.6,0.28,0.17,-0.08,0.39,0.04,-0.09,-0.15,0.75,0.25,0.41,0.17,0.38,0.29,0.05,0,0.62,0.19,0.08,0.12,-0.38,0,--,0,-0.12,0,0,0,0.22,0,0,0,0.61,0.37,0,0.08,0.32,0,0.35,0.19,--,
主营业务收入(万元),68090,45491,19984,94220,68452,48149,21536,98263,72183,49685,21251,97092,71519,48260,19056,107368,84705,59800,14736,61132,46757,32711,15977,58912,39284,23981,10434,58582,45239,29769,15155,56744,38387,24848,11562,46312,36725,22570,10773,39805,34195,22764,11125,45200,33446,20387,9706,30307,22785,11227,4745,18914,8556,17796,16611,13266,
主营业务利润(万元),15327,10743,4618,22891,16390,12305,5028,24118,17233,11698,4745,24786,19775,13528,4941,25799,23458,15660,3167,11052,7242,4673,2926,9837,5178,1631,-387,5978,6191,4950,2801,11770,8010,4580,2179,4065,2257,1006,-478,691,3693,3140,1450,10016,6664,3996,2314,5740,3338,1966,949,4485,2412,4210,3948,2807,
营业利润(万元),5688,4839,2736,12432,8740,8291,2660,14946,9745,7286,2318,14661,11859,8127,2494,14133,13512,9027,924,2602,1257,1027,839,2158,-118,-1721,-1868,-3232,-429,623,705,2654,2395,974,512,-3861,-2767,-2263,-2061,-8002,-1330,370,161,4151,2853,1655,1008,2523,1236,636,307,2031,1109,2119,2053,1152,
投资收益(万元),22,22,--,6,5,4,--,11,850,399,--,-214,-197,-175,--,3,1,1,--,3,1,1,--,3,--,--,--,-5,--,--,--,11,--,0,0,1,1,1,0,-99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
营业外收支净额(万元),793,375,104,794,445,164,151,2245,1254,1148,276,2017,1565,775,21,796,948,600,21,1559,31,6,-26,149,86,164,40,3643,--,--,--,--,--,--,3,-2535,0,--,0,-1245,0,0,0,36,0,0,0,7,0,0,0,27,0,0,0,--,
利润总额(万元),6481,5214,2840,13227,9185,8455,2810,17191,10999,8434,2594,16678,13424,8902,2515,14929,14460,9627,945,4161,1288,1032,813,2307,-32,-1556,-1828,411,-377,694,767,2891,2640,1045,515,-6201,-2828,-2286,-2065,-9314,-1406,264,166,4189,2850,1623,1008,2531,1238,638,307,2058,1070,2110,1867,1148,
净利润(万元),5433,4338,2409,10962,7702,7151,2362,14482,8699,6612,2078,13291,10611,6960,2088,6389,6285,3545,289,3627,931,866,808,2009,-251,-1648,-1757,225,-768,407,614,2475,2148,697,304,-6845,-3521,-2832,-2236,-9839,-1900,41,104,2855,1794,1019,643,1645,786,409,204,1407,703,1387,1169,769,
净利润(扣除非经常性损益后)(万元),4761,4051,2355,10426,7420,7031,2250,11475,7912,5912,--,11707,--,6367,--,1839,--,3178,--,1791,--,862,--,1889,--,-1770,0,-3382,0,364,0,2193,0,649,--,-5875,0,-3050,0,-9506,0,100,0,2760,0,1041,0,1640,0,407,0,1461,0,0,0,--,
经营活动产生的现金流量净额(万元),2178,4924,1203,2243,2106,2450,2176,11533,5230,6309,5207,5393,4553,5634,6091,-7075,3238,2026,-882,4554,526,-1076,-1752,8805,2976,4815,1955,4457,3387,547,3,7254,2230,978,1356,-4409,1344,-707,-3040,-1441,1853,616,296,2630,4027,-476,-3173,5460,3279,2517,735,2925,1450,1753,959,--,
现金及现金等价物净增加额(万元),1865,3227,5839,-34639,-24188,-20424,-13658,65503,11276,20940,95614,-1109,1269,5743,4877,-10498,-2028,-1132,3244,-6217,-10053,-10539,-10347,10021,12338,2681,-2197,1104,-82,507,1253,-544,-699,440,754,-4713,-2755,-2421,-3674,-7113,-844,1278,-1608,-1671,-2360,-4923,-10129,-9286,-6983,-4880,-1494,21631,1923,1377,2868,--,
总资产(万元),295392,282547,266479,243149,234721,231814,213201,213204,207163,215384,209204,106482,104727,104929,106799,102993,96443,93275,94321,81951,79352,76340,77625,83555,88235,75727,72376,74097,78307,79426,78259,77188,77787,78357,71493,70699,73978,76284,75501,75041,85695,87111,82093,82324,81327,79367,70693,71934,69757,65641,52640,46674,24924,22160,20514,--,
流动资产(万元),168118,160798,148995,133387,134920,140295,132284,142821,96857,119305,173063,69883,69481,70196,72267,69527,68156,65832,37870,32492,31744,28595,29760,34922,39242,26925,24379,27372,31100,31063,29178,27061,26772,26779,26031,24913,26041,28858,27871,27807,40013,41182,37681,36871,40275,35090,27243,29731,40135,40971,--,0,18197,14976,0,--,
总负债(万元),116888,105130,91198,70456,65513,63085,47762,50156,44799,55277,148916,48411,49559,53724,60317,57020,50726,52220,61667,49966,50125,47369,48944,55686,62097,51113,47915,47808,52958,52956,51564,51137,53958,56062,49801,49454,50226,51070,50794,47318,51731,51416,44927,45405,45996,44984,35955,37785,36596,32958,20085,14339,13557,11620,11547,--,
流动负债(万元),108449,97920,81031,60290,56605,54178,38854,41248,37911,47390,141328,40524,46689,52254,58794,55497,49526,50427,49254,47323,48076,45320,47709,41451,47862,49878,46680,46573,50123,50121,48729,48302,47523,49627,43166,42769,40841,41635,41359,38133,42846,42531,37542,38020,38996,37984,35955,37785,36596,32958,--,0,13557,10720,0,--,
股东权益不含少数股东权益(万元),176895,175324,173354,170986,167726,167175,163941,161580,155222,153134,53601,51522,48842,45191,40319,32910,32752,30008,27390,27101,24405,24340,24078,23269,21009,19612,19503,21260,20267,21442,21649,21035,18950,17499,16837,16534,19976,20666,21261,23493,31309,33250,34483,34379,32870,32096,32619,31976,31117,30740,30535,30331,9435,8731,7344,--,
净资产收益率加权(%),3.13,2.51,1.4,6.6,4.68,4.34,1.45,11.07,7.28,6.43,3.95,30.54,25.96,17.82,5.7,19.46,17.51,10.27,1.06,14.34,3.92,3.65,3.41,9.02,--,-8.06,0,1.06,0,1.9,0,13.73,0,4.07,--,-34.1,0,-12.83,0,-34.23,0,0.12,0,8.7,0,3.18,0,0,0,0,0,4.51,7.74,17.25,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
