报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.01,0.05,-0.04,0.12,-0.14,-0.1,-0.06,0.05,0.08,0.1,0.07,0.37,0.33,0.25,0.14,0.69,0.49,0.35,0.16,0.57,0.4,0.28,0.13,0.64,0.44,0.28,0.11,0.74,0.58,0.76,0.3,1.02,0.65,0.4,0.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,3.85,3.83,3.29,3.32,3.19,3.03,2.89,2.79,2.62,2.45,2.33,3.31,3.12,2.38,2.22,3.09,2.93,2.78,5.25,3.31,3.21,2.84,2.59,4.55,4.28,3.88,7.27,3.59,3.49,5.56,5.07,9.09,8.92,8.07,4.58,3.75,2.21,1.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.72,0.36,-0.26,-0.11,0.94,0.29,0.04,-0.26,0.55,0.27,-0.09,-0.12,1.19,1.03,0.93,0.75,1.28,0.94,0.72,0.15,2.43,1.08,1.18,0.83,0.21,0,0,0,0.45,0,0,0,1.3,0,0,1.19,0,0,
主营业务收入(万元),9356952,6303741,2944774,10892530,7965834,5115207,2286910,10529223,8014066,5553127,2720085,9835716,7243147,4719107,2264102,9388858,6762550,4423116,2058310,7550474,5430152,3605469,1671198,5830015,4157394,2733386,1265822,4989671,3910160,2591930,1263835,4015237,2804334,1898309,894930,2492739,1754583,1117768,502959,1593639,1134516,709652,312681,910725,660315,431242,603372,352556,166386,
主营业务利润(万元),1442555,942829,463117,1628356,1170375,741656,349278,1568323,1178873,828400,433737,1715943,1311469,867009,427850,1741417,1239138,807483,363979,1319590,920276,604696,273906,984284,695135,451715,204422,835846,623499,400669,177109,565118,392812,250131,--,255275,176445,103807,42835,151956,106458,62041,23765,87129,59833,34895,50367,28530,14377,
营业利润(万元),-128786,-89243,-45950,-145893,-139678,-103042,-59042,18390,56365,83855,55569,301360,290578,217845,120687,644408,466208,339613,153029,543195,375380,264371,119982,387503,264665,170240,61733,296437,233852,150760,58822,225006,139425,86245,19030,112273,68382,40370,5839,55463,35096,21711,3429,29227,17060,9745,17423,8924,4510,
投资收益(万元),26661,19721,15552,-2985,-463,2426,2865,3392,1057,508,32,1251,54,53,--,15219,14170,-3029,-1683,1063,310,358,267,-395,-200,--,--,--,--,--,0,--,--,--,0,-110,-82,-55,-28,-77,-85,-56,-27,-118,-113,-93,-84,-294,-6,
营业外收支净额(万元),141185,136438,-230,243155,-1526,464,-504,-3952,1565,2651,-531,22800,4540,2512,175,2915,-1193,-2581,-666,-2990,2918,-1094,-532,5134,1996,1109,1070,-1350,--,-267,--,-870,--,--,--,-559,0,0,0,-718,0,0,0,-512,0,0,-422,0,0,
利润总额(万元),12398,47195,-46180,97261,-141204,-102578,-59546,14439,57931,86507,55039,324160,295118,220356,120862,647323,465015,337032,152363,540204,378298,263278,119451,392637,266661,171350,62803,295087,231752,150492,58457,224136,139250,86438,18969,112195,68365,40376,5837,55001,34582,21207,3119,28700,16649,9368,16917,8773,4489,
净利润(万元),5304,34831,-33192,86692,-104125,-75528,-43355,37177,62549,73377,49278,267612,235199,175406,95103,482059,342241,247445,112288,401182,282779,197333,88381,288996,196951,126469,47496,217019,171168,110081,43097,146543,94061,57837,12629,72030,43302,25701,3476,35063,21375,12296,1573,18120,10145,5701,9890,5856,2525,
净利润(扣除非经常性损益后)(万元),-108042,-74902,-40352,-125221,-113325,-82110,-48379,30673,61031,71450,49239,251509,--,173262,--,462399,--,249399,--,402959,--,198185,--,285272,--,125790,0,217991,0,110283,0,146603,0,57729,--,72016,0,25676,0,35337,0,12600,0,18378,0,5931,0,0,0,
经营活动产生的现金流量净额(万元),35897,264625,180225,-138142,207133,83865,-218135,223848,494052,272425,-74603,529944,263226,-185253,-73941,658852,201077,27177,-180212,388134,189042,-63668,-54702,555494,462530,417300,223221,381914,279938,107555,21303,349648,155452,169919,59956,15075,-55478,24954,15468,14923,9499,13500,3137,12081,9775,3918,8121,0,0,
现金及现金等价物净增加额(万元),227908,492247,192665,-282052,-139233,-139939,-320777,-512563,-463138,-427484,-424242,729456,288104,-492783,-123256,127269,-138342,-141966,-195456,-164856,-88548,-241902,-154639,643129,301200,346040,191636,339252,272157,147163,-128465,199788,19697,64015,39769,114101,83542,139229,10166,-12503,-13998,4529,192,34206,39178,-771,4146,0,0,
总资产(万元),8839265,8739561,8522172,8219373,8642005,8119368,7818536,8225167,8329163,7656987,7143259,7616150,6802927,5647874,5688634,5978647,5558321,4661845,4416915,4390738,4471768,3947513,3680381,3583983,3238366,2780939,2283374,2161853,2433466,2408118,1829277,1622965,1641119,1368673,1008167,885182,870202,722390,459992,432721,417977,326027,225793,205174,205057,101161,75522,42522,68104,
流动资产(万元),5525576,5419144,5251904,5064741,5460839,5091502,4903145,5350246,5667559,5146289,4756908,5342713,4847959,3793386,3908568,4342534,4133919,3503863,3407750,3447559,3765077,3316393,3104490,3019626,2716944,2322122,1842231,1718823,2016662,2019136,1491109,1359819,1447177,1203858,916650,817949,819106,672174,412226,385905,374072,291708,201084,181825,187360,87754,65491,34405,61902,
总负债(万元),5762971,5633381,5460562,5265693,5879490,5325788,4991832,5354876,5419655,4727805,4197746,4704997,3910707,3284916,3295542,3675594,3309200,2581110,2410774,2506199,2713216,2276302,2099065,2091485,2130231,1746351,1323652,1250621,1575464,1597594,1330991,1140177,1213702,978798,665696,563973,579764,451886,332733,308908,309108,227250,137464,118616,127340,68412,48806,26926,58061,
流动负债(万元),4637396,4527567,4373403,4211691,4863345,4309824,3978877,4341438,4819089,4131704,3608630,4124526,3777521,3156914,3176654,3563826,3220179,2516071,2352241,2453435,2674083,2243181,2073309,2071884,2117663,1736354,1317802,1247857,1574504,1596620,1329635,1139065,1212852,978160,665345,563622,579316,451437,332278,308653,308853,227250,137464,118616,127339,68410,48804,26923,58056,
股东权益不含少数股东权益(万元),2949991,2986751,2945953,2928186,2733393,2761214,2794398,2836926,2868034,2878417,2888308,2845913,2826252,2300612,2325884,2232833,2120303,2020214,1950169,1833819,1713553,1627745,1542098,1454035,1065573,995092,925092,877596,831745,785613,476623,462356,409513,373289,328080,308437,279709,262108,120381,116905,103541,94456,84666,83092,75139,31228,25527,15068,9734,
净资产收益率加权(%),0.18,1.18,-1.14,3.01,-3.74,-2.7,-1.54,1.31,2.19,2.55,1.72,10.61,9.77,7.68,4.17,23.68,17.34,12.72,5.94,24.48,17.87,12.77,5.9,28.44,--,13.49,0,31.6,0,20.26,0,37.66,0,16.8,--,33.87,0,19.81,0,35.04,0,13.78,0,36,0,20.09,49.42,46.25,32.83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
