报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.66,0.44,0.1,1.3,0.66,0.4,-0.16,1.12,1.05,0.91,
每股净资产(元),9.99,9.77,6.35,6.24,--,5.35,--,5.25,4.27,3.29,
每股经营活动产生的现金流量净额(元),-0.48,-0.4,-0.69,--,--,0.11,-0.24,--,--,0.48,
主营业务收入(万元),26164,14718,5334,36310,21531,12281,530,31080,27493,25084,
主营业务利润(万元),13132,7853,2991,18478,10842,6381,326,15879,13649,11686,
营业利润(万元),5672,3218,1136,9655,5380,2803,-1426,8610,7684,7588,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1852,1479,5,2682,1170,1101,66,2076,1969,923,
利润总额(万元),7524,4697,1141,12338,6550,3905,-1360,10686,9654,8511,
净利润(万元),6524,4089,866,10894,5584,3341,-1360,9403,8783,7606,
净利润(扣除非经常性损益后)(万元),--,4038,862,10583,--,3231,-1416,9214,8586,7560,
经营活动产生的现金流量净额(万元),-5328,-4446,-5769,10280,-1784,961,-1975,-649,3338,4070,
现金及现金等价物净增加额(万元),3172,45833,-8592,2735,-10352,-6602,-4501,374,1379,-2803,
总资产(万元),144316,136532,75622,78310,--,65307,--,62787,51722,40428,
流动资产(万元),135938,128233,67239,69719,--,56710,--,53834,42538,32839,
总负债(万元),32423,27074,22304,25858,--,20407,--,18706,15844,12832,
流动负债(万元),32076,26723,21950,25501,--,19998,--,18288,15410,12832,
股东权益不含少数股东权益(万元),111893,109458,53319,52453,--,44900,--,44081,35878,27595,
净资产收益率加权(%),7.64,5.63,2,22.47,--,7.58,-3,23.64,27.82,31.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
