报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-0.12,-0.08,-0.07,-0.47,-0.09,-0.1,-0.09,0.06,0.09,0.07,0.08,-0.04,-0.04,-0.04,-0.07,0.03,0.02,0.02,0.01,0.05,0.05,0.03,0.01,-0.53,-0.26,-0.15,-0.06,0.03,0.01,0.01,0,-0.18,0.07,0.05,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.95,--,1.86,1.86,1.83,1.9,1.9,1.89,1.89,1.88,1.88,1.86,1.83,1.83,2.1,2.21,2.3,2.36,2.26,2.26,2.25,2.25,2.49,2.47,2.42,2.42,2.44,2.43,2.4,2.39,2.61,2.57,2.57,2.42,2.51,2.48,2.41,2.38,2.38,2.35,4.13,4.01,3.95,3.88,3.89,3.53,1.5,0,1.05,1.32,1.05,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.02,--,-0.16,-0.17,-0,-0.5,-0.33,-0.2,0.03,0.06,0.04,-0.06,-0.03,0.18,0.1,-0,-0.04,0.28,0.16,0.12,-0.02,0.32,0.2,0.04,0.02,0.07,0,--,0,-0.14,0,0,0,0.05,0,0,0,0.48,0,0,0,0.12,0,0.08,--,0.1,0.1,0.1,0.41,0.59,--,
主营业务收入(万元),15342,10399,4962,30120,23282,14472,6891,32632,24702,16226,5705,28089,21005,13938,6046,28310,20841,12779,6560,20905,16942,10738,4775,15602,11256,7442,3174,21237,16656,11908,5443,25425,21825,12821,6320,29677,24133,14257,7452,19488,13395,8861,4337,15400,11568,7470,3015,11446,7677,4503,2064,9364,6919,4108,2039,8286,6164,4074,6553,4809,2791,
主营业务利润(万元),2954,2044,640,4875,4561,2545,817,6451,4714,2924,788,6818,4338,2944,981,6530,4799,3126,1458,5026,3760,2356,1126,2212,2049,1332,473,4589,3366,2530,927,5526,4993,3471,--,5981,4959,3407,1757,5367,4258,2935,1111,4723,3710,2484,931,4459,3200,1964,933,4125,3193,1945,984,4044,3030,1920,3255,2143,1276,
营业利润(万元),-1843,-1099,-1216,-6527,-1503,-1523,-1148,-2465,-1486,-1454,-1327,-1665,-965,-342,-868,463,567,427,266,686,864,479,110,-6428,-2842,-2053,-823,-95,-478,82,-34,-2305,1195,905,171,512,861,742,210,424,1728,1042,263,1733,1860,1371,404,1796,1122,763,320,2475,1905,1177,484,2709,2045,1329,2258,1277,478,
投资收益(万元),-39,-39,--,--,--,--,--,-67,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-212,-273,-130,0,52,-62,6,6,-7,--,--,0,1,-19,-12,-6,-142,4,10,-6,-14,-2,-23,-6,-16,46,46,0,0,0,0,0,0,486,0,0,0,105,
营业外收支净额(万元),-28,-163,99,-448,366,217,83,3411,2688,2331,2233,1479,711,79,67,478,134,120,93,457,82,89,37,-842,-1046,15,1,275,--,65,--,--,--,68,--,46,0,--,0,-93,0,0,0,-10,0,0,0,-28,-33,-16,0,-5,-7,-4,0,4,0,0,0,0,0,
利润总额(万元),-1871,-1262,-1118,-6975,-1137,-1305,-1065,946,1202,878,906,-185,-255,-264,-801,941,701,546,359,1143,945,568,147,-7270,-3888,-2038,-822,180,-375,147,39,-1875,1300,973,168,605,882,780,202,241,1789,1105,259,2448,2093,1582,381,2521,1880,1537,1065,3096,2524,1800,946,3199,2532,1815,2474,1401,583,
净利润(万元),-1942,-1315,-1120,-6671,-1213,-1335,-1001,675,1048,825,947,-480,-421,-465,-793,299,268,177,127,569,548,332,71,-6020,-2986,-1691,-654,336,124,98,26,-1981,796,579,10,345,549,456,104,231,1216,765,176,1936,1468,1109,262,1708,1545,1276,709,2050,1675,1197,634,2127,1684,1238,1655,920,357,
