报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.05,0.01,0.01,0.09,-0.09,-0.05,0.01,0.1,0.06,0.04,0.04,0.17,0.13,0.11,0.02,0.42,0.31,0.22,0.26,0.84,0.3,0.13,0.06,0.5,0.37,0.17,0.05,0.44,0.33,0.14,0.05,0.74,0.41,0.17,0.06,--,0.33,--,0.04,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.66,3.64,3.54,3.53,3.41,3.32,6.46,6.21,2.37,2.2,2.13,3.54,3.41,3.21,3.14,3.09,2.98,2.79,2.7,4.81,4.48,4.24,4.34,2.73,--,2.3,--,2.15,1.99,1.71,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.13,-0.19,-0.11,-1.09,-0.98,0.41,0.56,-0.84,0.33,0.05,-0.02,0.11,0.07,0.27,0.18,0.21,-0.05,-0.05,-0.15,0.32,-0.18,-0.21,-0.24,0.89,--,0.27,--,0.61,0.9,0.61,
主营业务收入(万元),32362,22571,10837,77571,41037,31183,22083,47467,31727,20708,6910,41850,32429,25361,5767,92762,53624,37035,20004,64242,25943,11361,3210,25629,17070,9825,2765,22333,14920,8750,2413,17065,9330,5499,1520,12340,7076,4288,1295,12194,10642,8740,
主营业务利润(万元),23281,15972,7626,42213,22322,14682,7997,32349,21047,12867,5222,26303,19198,13985,4784,49452,33571,22294,10787,34792,16410,8515,2424,19373,12893,7209,2061,16745,11411,6590,1814,12685,7166,4227,--,9305,5299,3041,992,9131,8363,6963,
营业利润(万元),-4387,-1076,175,1628,-6214,-3721,220,4184,2722,1735,1233,6554,4781,5058,635,19347,17603,11766,6674,17857,6654,2618,718,6896,5161,2272,670,6349,4877,2228,637,5446,3040,1525,434,4506,2584,1207,332,4183,4444,3606,
投资收益(万元),980,980,980,920,980,980,980,997,997,980,980,243,243,226,217,586,560,560,560,196,196,0,--,0,--,--,--,--,--,0,0,0,0,--,0,0,--,0,--,29,-16,0,
营业外收支净额(万元),1770,1439,423,2980,1827,1760,374,1228,815,531,862,2720,2591,1045,408,3932,-344,-99,0,-389,-135,-115,2,103,33,31,--,-449,--,--,0,--,--,--,--,-19,-28,0,-0,0,0,0,
利润总额(万元),-2617,363,598,4608,-4387,-1962,594,5412,3536,2266,2094,9274,7372,6103,1043,23278,17259,11666,6674,17468,6518,2502,720,6999,5194,2304,670,5899,4418,1775,637,5349,3040,1525,434,4488,2556,1179,332,4208,4462,3606,
净利润(万元),-2724,294,483,4719,-4755,-2333,495,5048,3288,2042,1855,8631,6707,5616,832,21729,15853,11144,6629,17317,6265,2622,1171,6108,4517,2016,561,5334,4017,1715,551,4795,2617,1026,344,2945,1686,769,225,2822,2936,2416,
净利润(扣除非经常性损益后)(万元),-4189,-898,141,2237,-6271,-3880,142,4001,2621,1640,1124,6313,--,4746,--,18384,--,11246,--,17648,0,2720,--,6030,--,1989,0,5733,0,2052,--,4720,0,1026,--,2957,--,788,--,2805,2699,2416,
经营活动产生的现金流量净额(万元),1220,7049,3820,462,-4860,-10099,-2220,-47139,-14880,-17292,360,-19545,-6877,-9887,-5843,-55872,-50490,21202,14491,-21542,6718,1134,-435,1281,802,3299,2178,2567,-599,-602,-1844,2129,-1243,-1447,-1606,4490,1243,1370,-1901,3090,4560,3107,
现金及现金等价物净增加额(万元),-10112,-9212,-1349,2249,2371,-4208,-5567,-6371,-4309,-1708,-2985,-22819,-24356,-11191,-2841,-100497,-79992,1535,24918,131210,66790,3383,265,744,-2073,-2874,-2411,-791,-3386,117,-2129,8076,3204,3271,11647,601,-989,2090,-919,-1020,-290,1616,
总资产(万元),407737,399884,405012,405242,401695,390475,375631,377805,332402,329446,300276,304539,293369,292876,287635,278916,290054,282048,276421,256927,144528,75547,67416,65519,65136,56182,55484,54598,50572,48603,45911,45526,41031,37567,37939,23067,--,20142,--,17500,19482,15243,
流动资产(万元),296864,288733,293874,294103,292127,280054,264392,268038,225028,222340,198654,203040,193438,204120,197265,190634,212449,211837,231180,211097,103352,42517,34039,31599,30324,21453,20248,22887,23188,22850,20637,20054,15625,14966,22299,9123,--,11605,--,8713,9040,9370,
总负债(万元),212894,202022,206947,205701,211974,198329,180655,183212,139570,137860,108877,114996,105752,106351,105893,98007,115023,111727,110614,97749,95480,30143,23462,22457,23665,17212,17361,17036,14328,14660,13131,13075,10775,8905,8608,9258,--,8509,--,6635,8687,6595,
流动负债(万元),205515,196033,181524,180273,152123,138294,120518,123022,114365,112779,103796,109914,101233,101832,101374,93488,114818,111522,110410,97544,94828,29491,22810,21805,21499,15046,15245,16420,14168,14500,12971,12915,9415,7245,6948,7598,--,5649,--,3775,5613,3595,
股东权益不含少数股东权益(万元),194644,197662,197851,199317,189487,191910,194733,194595,192832,191585,191398,189543,187616,186525,181741,180909,175030,170321,165805,159177,49045,45403,43952,43060,41469,38968,38121,37560,36243,33941,32777,32449,30252,28660,29329,13807,--,11632,--,10862,10065,8647,
净资产收益率加权(%),-1.38,0.15,0.24,2.4,-3.26,-1.21,0.25,2.63,1.72,1.07,0.97,4.66,3.64,3.06,0.46,12.78,9.49,6.76,4,33.35,13.6,5.89,2.68,15.15,--,5.22,0,15.24,0,5.17,--,28.69,0,4.23,--,23.87,--,6.84,--,26.97,31.38,28.16,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
