报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.22,0.14,0.08,0.21,0.15,0.11,0.08,0.22,0.16,0.12,0.08,0.41,0.31,0.44,0.36,0.98,0.43,0.77,0.5,0.59,
每股净资产(元),3.12,3.04,3.03,2.95,2.9,2.85,3.7,3.62,3.56,3.52,3.48,3.4,3.3,6.63,3.59,3.23,2.69,2.41,1.5,1.28,
每股经营活动产生的现金流量净额(元),-0.28,-0.34,-0.27,0.17,-0.34,-0.17,-0.06,-0.4,-0.8,-0.58,-0.62,-0.2,-0.61,-1.04,-1.03,0.49,-0.51,0.9,0.34,0.63,
主营业务收入(万元),80130,47694,21326,91060,55464,31223,13389,70524,46419,29344,13115,61444,41024,28027,12681,52203,22595,42255,36004,27725,
主营业务利润(万元),17131,10826,5001,20163,13054,8169,3718,16766,11568,7617,4262,18798,12675,8550,4159,17319,7535,13803,10860,7445,
营业利润(万元),5609,3686,1960,5367,3832,2962,1780,4208,3085,2493,1710,7459,5450,3496,2312,7344,3060,5360,3706,2191,
投资收益(万元),-292,-194,-65,331,112,27,0,--,--,--,--,3,--,--,--,-231,--,1,-27,-22,
营业外收支净额(万元),151,17,25,121,113,54,-11,206,177,90,5,896,524,513,479,170,5,175,85,1065,
利润总额(万元),5760,3703,1984,5488,3945,3016,1769,4414,3262,2583,1715,8355,5975,4009,2792,7513,3065,5535,3792,3257,
净利润(万元),4954,3198,1725,4752,3449,2484,1488,3853,2836,2163,1445,7037,5185,3320,2399,6438,2871,5050,3277,3116,
净利润(扣除非经常性损益后)(万元),--,3201,--,4674,--,2439,--,3689,--,2087,--,6280,--,2887,1991,6514,2868,4909,3205,2050,
经营活动产生的现金流量净额(万元),-6507,-7882,-6089,3811,-7818,-3831,-1124,-6983,-14133,-10145,-10836,-3528,-10710,-9141,-6782,3223,-3380,5948,2256,3319,
现金及现金等价物净增加额(万元),-11344,-10804,-6512,-3009,-13948,-9626,-1922,-14624,-20284,-10774,-10986,26453,19278,23730,-7079,901,-4387,6083,-487,3512,
总资产(万元),98178,93589,87951,96515,86519,80903,78995,82122,75133,73424,68548,74586,66137,71016,31350,30477,24817,24881,14253,13850,
流动资产(万元),78300,75116,70218,78726,68339,62834,67539,71193,65047,68951,64221,70113,62054,67070,28204,27360,21667,21869,11869,11892,
总负债(万元),26545,23904,18695,28975,20030,15351,13794,18416,12445,11408,7250,14733,8127,12668,7610,9134,7036,8952,4325,7095,
流动负债(万元),26121,23437,18251,28504,19581,15088,13773,18392,12352,11299,7143,14622,8089,12630,7554,9033,6932,8889,4198,6956,
股东权益不含少数股东权益(万元),71387,69631,69306,67578,66275,65310,65201,63706,62688,62016,61298,59852,58002,58338,23723,21324,17756,15876,9893,6714,
净资产收益率加权(%),7.14,4.65,2.52,7.25,5.27,3.82,2.31,6.24,4.63,3.55,2.39,14.64,12.16,8.97,10.65,35.32,16.7,39.31,39.46,60.43,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
