报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
经营活动产生的现金流量净额(万元),-8354,-16787,5436,1968,-7998,-2143,-11821,-11084,5999,7607,833,16705,2149,4837,114,2894,1796,4598,4654,-1604,178,892,119,2252,1184,1896,195,1751,822,388,-532,-1393,-1275,353,752,2299,408,2299,289,1746,
现金及现金等价物净增加额(万元),20492,-5959,-3556,-20219,339,-2085,-4748,-34619,-36151,-32038,-22259,18884,-19494,1095,20303,35768,51116,69918,-1672,-14308,-14470,-8703,-6700,18852,15161,15158,-1323,-4238,-5137,-957,-2539,5135,5952,-992,35,824,-36,824,-235,-62,
总资产(万元),299896,285742,285230,295652,316427,321920,316390,307069,298674,294240,291279,304257,237823,245332,253292,222883,218219,222404,137321,135937,101054,103182,97662,102940,85264,78696,44334,45070,36491,35237,31810,31157,27613,17420,16956,16522,--,--,15510,14697,
流动资产(万元),106648,87142,89394,97546,112124,105030,104816,96185,69518,69112,84656,111578,115034,134121,151942,121596,140001,151913,66072,65290,46193,53101,49114,57701,44995,42557,21331,22536,17799,19239,24706,24087,20414,10156,10087,9531,--,--,8160,7227,
总负债(万元),169171,155107,152573,158652,177777,183911,178425,167945,141325,136992,135774,149298,78231,88925,98863,69867,71845,76628,75045,75946,43109,46108,42125,47926,31208,24827,20210,21334,13401,12722,9876,9704,6536,6516,6791,6947,--,--,7829,8315,
流动负债(万元),115198,100898,98382,89000,103087,113270,109982,113539,78792,74292,70264,76815,53405,63899,83137,53896,67329,71912,70083,71734,38743,41479,37233,42771,29378,24422,19805,20929,12996,12317,9471,9299,6131,6111,6386,6542,--,--,7786,8280,
股东权益不含少数股东权益(万元),126541,126879,128768,132776,133971,133294,133719,134946,149224,149229,147578,147088,151773,150406,149475,147957,146373,145776,62276,59990,57945,57075,55537,55013,54056,53869,24125,23736,23090,22515,21934,21453,21077,10905,10164,9575,--,--,7681,6381,
净资产收益率加权(%),-4.81,-3.3,-1.74,0.27,0.07,-1.88,-1.47,-4.78,1.63,1.63,0.43,0.6,3.76,2.98,0.81,8.83,7.8,5.7,3.32,7.95,5.44,3.68,0.95,6.8,0,3.36,0,11.23,0,5.97,0,15.99,0,--,5.97,21.95,--,--,18.49,14.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
