报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.28,0.18,0.06,0.39,0.17,0.07,0.03,0.25,0.15,0.08,0.02,0.08,0.02,-0.01,-0.01,0.68,0.61,0.36,0.1,0.68,0.4,0.24,0.14,1.48,1.16,0.57,0.6,0.12,0.57,0.55,
每股净资产(元),3.71,3.61,3.54,3.48,3.29,1.94,3.45,3.37,3.26,3.2,3.13,4.69,4.63,4.6,7.16,7.49,7.44,7.18,6.75,6.65,6.37,6.2,12.4,12.26,3.82,3.23,2.81,--,2.22,1.95,
每股经营活动产生的现金流量净额(元),0.26,0.28,0.08,0.28,-0.05,-0.13,-0.24,0.08,-0.18,-0.12,-0.17,-0.27,-0.32,-0.09,-0.23,-0.64,-0.96,-0.61,-0.54,0.01,-0.92,-0.71,-0.86,0.36,-1.16,-0.08,1.08,-0.22,0.28,0.03,
主营业务收入(万元),74346,45900,16702,79572,45694,25443,11635,45177,28908,16894,6987,27233,15427,9651,3050,30896,23351,16343,6129,29536,20132,13180,5191,24537,17506,8782,10760,4674,8377,7943,
主营业务利润(万元),31885,20757,7833,31646,16134,8447,4008,17325,10720,6204,2275,9496,5626,3594,1578,14283,12148,8019,2840,12407,8329,4959,1848,11432,8558,4331,5506,2360,4271,3830,
营业利润(万元),15939,10451,3473,18465,7820,3357,1330,6001,4068,2180,644,777,-157,19,-71,6412,6579,3994,1172,6911,4553,2763,835,6993,5260,2586,2748,483,2235,1850,
投资收益(万元),106,-24,-29,-65,-54,-45,-22,-9,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,
营业外收支净额(万元),556,209,144,1865,1144,258,23,604,-21,-40,-4,647,379,-138,-99,1022,-30,-22,6,872,109,38,20,127,25,1,27,--,--,-7,
利润总额(万元),16495,10660,3617,20330,8963,3615,1353,6605,4047,2140,640,1423,222,-118,-170,7434,6550,3971,1178,7783,4662,2800,855,7119,5285,2587,2775,501,2224,1843,
净利润(万元),14517,9386,3048,17472,7440,3017,1074,5694,3454,1909,535,1195,255,-155,-118,7075,6352,3750,1024,6938,4148,2438,728,5989,4445,2190,2293,443,2069,1660,
净利润(扣除非经常性损益后)(万元),--,9292,--,16739,--,2986,--,5738,--,1943,--,884,--,-18,--,7000,--,3772,--,6775,--,2406,--,5881,4444,2189,2270,443,2080,1666,
经营活动产生的现金流量净额(万元),13607,14551,4093,14738,-2550,-5428,-5608,1773,-4141,-2697,-3831,-4231,-4943,-1457,-2316,-6717,-10105,-6466,-5593,128,-9470,-7289,-4437,1842,-4466,-311,4145,-856,1089,98,
现金及现金等价物净增加额(万元),-7614,-13669,-10419,9861,-6916,-7393,-7439,4862,-5379,-4246,-4475,-17898,-16695,-12639,-8028,-4274,-7532,-3877,-6300,-10008,-19482,-16456,-7996,46250,-4930,-2277,3364,-1316,1586,-123,
总资产(万元),311531,299781,288848,212759,200598,98559,95205,95458,88321,82213,81515,82016,79081,76849,80709,86262,85787,83370,78243,81521,71878,70201,71219,71962,24275,20739,18327,--,12951,10441,
流动资产(万元),158302,144709,138494,113311,107728,73838,72018,72591,66658,62006,62445,63019,62225,60513,66887,72619,72460,70743,66194,69785,60657,60027,68569,69405,21922,18523,16179,--,11295,8976,
总负债(万元),116591,110266,102847,30798,28813,17723,15079,17626,12911,8137,9024,9679,7629,5755,6987,6856,6882,7576,8910,13272,6412,6445,7529,9000,9610,8328,7531,--,4437,4584,
流动负债(万元),59233,69275,69320,16333,16490,17523,14873,17415,12700,7926,8813,9468,7629,5755,6987,6856,6882,7576,8910,13272,6412,6445,7529,9000,9610,8328,7531,--,4240,4191,
股东权益不含少数股东权益(万元),194762,189369,185837,182006,171827,80878,80169,77875,75478,74002,72422,72238,71297,70888,73529,79162,78622,75862,69400,68315,65465,63756,63690,62962,14666,12410,10796,--,8503,5857,
净资产收益率加权(%),7.71,5.04,1.66,15.12,8.08,3.77,1.37,7.58,4.67,2.61,--,1.61,0.33,-0.2,-0.15,9.53,8.7,5.32,1.49,10.59,--,3.83,--,28.25,0,18.42,23.77,--,29.81,33.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
