报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.13,0.09,0.02,0.29,0.18,0.1,0.01,0.28,0.18,0.09,0.01,0.26,0.15,0.13,0.01,0.39,0.25,0.17,0.01,0.31,0.18,0.12,0.05,0.14,0.15,0.11,0.04,0.16,0.16,0.12,0.04,0.17,0.14,0.09,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.54,--,5.42,5.41,5.38,5.37,5.31,5.27,5.23,5.21,5.16,5.11,5.13,5.09,5.01,4.98,4.93,4.79,0,4.86,3.69,3.73,3.68,3.38,3.19,3.06,3.01,3.06,3.04,3.02,2.96,2.94,3.03,2.96,2.92,2.89,2.93,2.91,2.86,2.85,2.83,2.8,2.86,2.84,2.78,2.76,2.88,2.79,3.95,3.73,3.83,3.66,3.69,3.49,--,--,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.04,--,0.3,0.14,0.09,0.57,-0.79,-0.22,-0.49,-0.9,-0.18,-0.82,-0.24,-0.19,-0.66,-0.17,-0.5,-1.97,-1.1,-0.35,-0.39,1.72,1.64,1.58,0.8,0.65,0,0,0,0.03,0,0,0,1.21,0,0,0,0.27,0,0,0,0.11,0,0.42,0,0.1,0.27,0.37,-0.16,0.46,0.12,0.02,0.39,--,--,--,--,--,
主营业务收入(万元),288478,193579,92130,400214,295899,171973,83351,376072,277172,164521,75321,329999,242683,144844,69645,329234,239374,139511,68558,315710,228907,141214,59671,255032,183091,110426,48634,229860,165305,102217,49788,223599,162999,96402,44157,201538,151277,96347,45187,208650,154676,96454,40277,180240,126276,75410,32594,158439,115968,74832,36197,165258,121069,73228,32840,144925,65442,143206,69695,122175,52137,112286,46954,107568,47671,91198,104215,88036,
主营业务利润(万元),19194,13110,7233,28124,18971,11262,5061,25453,16614,10473,4693,23360,14512,8875,3963,22875,15944,9305,3966,21731,16363,10822,5036,17659,11929,7624,3457,16199,11743,7048,3002,16218,11652,7072,3138,15774,11726,7630,3557,13779,9386,5954,2568,11896,8820,5654,2411,12600,8750,5307,2294,11893,8462,5558,2141,11318,5348,13331,7722,13036,5225,10166,5089,4669,5750,4625,2944,6682,
营业利润(万元),3676,2309,762,7833,5404,2606,561,7994,5396,2485,487,8471,5068,4069,399,12398,8815,6123,333,9262,5476,3480,1575,5728,5529,4040,1256,4839,5370,3509,1276,6047,4952,3234,783,3381,1687,859,416,2834,1662,1142,513,3690,2565,1284,696,3590,2027,890,519,3172,2914,1901,582,2784,2344,4600,3362,5242,2200,4602,2191,4698,2274,4498,2778,7080,
投资收益(万元),4538,3591,1204,3478,1522,982,168,4289,3536,1233,563,4999,4530,3623,541,9427,6960,6024,679,8387,3506,2090,972,5076,4362,2734,1208,2531,2597,2593,1348,4306,3222,2424,711,1249,1066,863,355,2532,1020,597,324,873,490,331,74,215,96,771,346,192,423,373,37,557,507,893,266,453,221,547,530,652,305,573,26,1,
营业外收支净额(万元),630,326,-10,1843,717,693,101,1092,642,667,9,1537,935,656,0,716,522,234,157,350,512,342,81,188,435,165,189,808,--,--,--,--,--,--,--,-24,0,0,0,-340,0,0,0,-44,0,0,0,-87,-81,-81,1,-295,6,-24,0,-1870,0,220,0,177,0,0,0,0,--,-134,--,--,
利润总额(万元),4306,2635,753,9676,6121,3298,662,9086,6037,3151,496,10009,6004,4725,399,13115,9338,6357,490,9612,5987,3823,1656,5916,5964,4205,1444,5647,5346,3490,1268,6063,4883,3161,783,4629,2731,1703,775,5037,2660,1717,833,4922,3246,1814,958,4686,2705,1990,1227,3616,3549,2387,717,2183,3400,6396,4007,6227,2536,6136,2801,5763,2511,4938,2651,7009,
净利润(万元),3175,2145,460,7056,4392,2461,335,6878,4400,2131,212,6533,3623,3280,159,9667,6186,4290,138,7663,4363,2881,1232,3430,3714,2649,953,3545,3546,2583,833,3430,2854,1806,356,2490,1265,811,431,2739,1185,805,501,2078,1221,610,488,1901,1114,982,725,1607,1792,1359,400,1024,2582,4424,2552,4598,1984,4262,2367,4830,1777,3287,1778,4723,
