报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.59,0.46,0.15,0.84,0.71,0.53,0.24,0.93,0.7,0.52,0.35,1.26,0.82,0.53,0.19,0.94,0.63,0.38,0.25,0.92,0.61,0.45,0.04,0.46,0.27,0.24,0.4,0.27,0.39,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.76,4.47,4.37,4.19,3.88,3.63,7.24,6.99,7.04,6.87,6.77,2.59,2.4,2.34,--,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,1.51,1.89,0.26,0.89,-0.28,-0.04,-0.05,4.13,2.5,2.32,0.14,1.75,1.34,0.69,-0.1,0,0.73,-3.42,
主营业务收入(万元),162842,121343,44873,242729,189795,141282,56993,292648,222064,169295,59539,226155,145556,98148,39329,185649,131808,103060,29435,101987,72271,55910,10600,55966,37507,26979,64586,41925,64734,43573,
主营业务利润(万元),100604,75605,26287,140035,112360,85081,38285,149180,119035,87753,31981,105866,71595,46291,18095,83018,59418,36233,12165,37453,24147,19881,3799,17907,12498,8307,21069,12487,17381,10997,
营业利润(万元),86422,67016,19745,120530,104828,80162,35847,133476,108079,80055,27126,91737,63396,41029,14421,72509,50918,31389,9388,28514,18830,15979,1103,11008,6065,5632,12942,7708,11819,5410,
投资收益(万元),2513,1522,606,2248,1641,965,795,1421,892,426,128,474,199,28,--,54,11,11,--,939,1114,-25,72,4,-90,-90,-372,-89,1501,--,
营业外收支净额(万元),4013,3616,3516,7867,2792,1535,1457,6725,65,-149,-29,5529,255,136,-48,3126,1216,505,-28,4160,2292,28,2,2339,1577,1578,473,--,0,454,
利润总额(万元),90435,70632,23261,128397,107620,81698,37305,140201,108144,79906,27098,97266,63652,41165,14373,75635,52134,31895,9360,32674,21122,16007,1105,13348,7642,7210,13415,7739,12428,5864,
净利润(万元),66299,51346,16726,93638,79018,59777,27305,103900,78884,58561,19782,70456,46114,29768,10496,52702,35457,21540,7124,25088,16680,11996,892,9736,5664,5129,8463,5637,8090,3548,
净利润(扣除非经常性损益后)(万元),61433,47422,13507,85808,75500,57771,25630,96999,77749,57962,19695,65032,--,29235,--,49725,--,21148,--,20409,--,11973,--,8040,4465,4006,8077,0,6438,2777,
经营活动产生的现金流量净额(万元),13377,7356,-3577,68571,50360,44521,8195,135337,117941,102626,35268,134845,84543,105582,14706,49819,-15813,-2419,-1500,115742,69967,64908,3939,36691,28233,14391,-2186,-1880,15288,-16281,
现金及现金等价物净增加额(万元),12785,63133,3439,-46613,-15247,16901,33358,-6595,14397,21288,20363,3774,10664,32522,-734,-47977,-28414,-13633,3,157238,141338,146677,101033,16631,17457,24455,-13679,-3172,-5644,4944,
总资产(万元),995806,948213,877206,868155,866462,833496,788796,752155,726151,698648,647617,621448,574949,555437,518829,489572,476417,456404,442018,433139,410574,381614,324800,191507,182779,181665,139755,0,130316,124525,
流动资产(万元),357154,369463,320624,321178,389231,470630,423749,382762,368728,337670,292403,262668,293484,371737,334637,302951,318836,294125,281752,270924,304902,283995,243578,110197,94814,92917,52165,--,65522,87131,
总负债(万元),475885,428323,379296,387935,401402,392420,366032,358493,356772,350358,324956,319076,297492,294477,263856,247677,252006,247230,235444,235171,211026,188429,132178,134200,132230,130104,93420,--,93726,110195,
流动负债(万元),386124,346685,297527,306034,321918,335039,319443,336788,340518,339101,313668,307788,297492,294477,263856,247677,252006,247230,235444,235169,209930,183429,127178,112400,98669,84604,65820,--,78854,102795,
股东权益不含少数股东权益(万元),506664,495584,474404,457678,443059,423818,408145,380841,355674,335351,310572,290790,266392,250145,244873,234377,217132,203215,202799,195675,197030,192345,189626,54314,50366,49171,44043,0,35580,13506,
净资产收益率加权(%),13.63,10.62,3.59,22.33,19.05,14.55,6.92,31.04,24.35,18.43,6.58,26.83,18.24,11.94,4.38,24.64,17.11,10.55,3.58,13.97,9.35,7.02,1.63,19.8,0,11,21.26,0,47.69,30.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
