报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,1989-12-31,
净利润(扣除非经常性损益后)(万元),2646,1012,-195,1644,1481,235,-322,1392,1358,1006,-1090,-1321,--,-1024,--,633,--,7,--,620,--,-401,--,1919,0,-360,0,1551,0,88,--,918,0,1078,--,2614,0,-484,0,-2457,0,-88,0,-1562,0,-555,0,-237,0,-101,0,-370,261,203,--,-4107,-2193,33,925,1733,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),669,-3665,-3311,-2501,-4502,-5617,-2917,2930,1442,2637,3924,-8075,1203,1517,-1794,3880,315,609,1780,12674,7824,4700,974,8706,6516,4422,237,-7662,-7978,-7160,-24,-6762,-1765,124,953,3475,-2052,4357,5059,8212,4285,5552,4228,8771,2038,-282,-395,-688,200,1090,-436,2436,0,16,--,-2224,760,2446,2408,1724,--,1685,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),2119,-1674,-1566,-2917,-3477,-3582,-1164,-10302,-13597,-12515,-11256,5846,-2624,-2675,-1953,8554,4095,6365,2540,-122,540,526,-1257,1199,-173,1965,-3016,1084,4589,4843,139,-2249,-2621,-309,4249,-5133,-7201,-4108,-1869,3764,-809,-1780,-1718,2961,2126,-2047,-395,1551,3533,8809,3769,-13220,0,-4436,--,1071,-1366,3897,655,7083,--,1705,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),153004,145999,140370,147400,135255,132822,132268,134491,119444,116058,112307,121904,115287,108019,104195,109357,101311,100564,92544,93852,97081,98394,104446,107522,120432,103438,94778,97446,92784,87833,78452,79920,90794,93712,83122,88443,94430,99346,97373,93561,78428,74570,73277,73771,73996,73716,72153,72346,76536,83701,77847,72718,61485,64262,87526,82851,88675,82855,80375,73768,73370,69033,65067,58061,51280,49404,49597,51119,43515,37869,33889,29699,--,--,--,--,--,
流动资产(万元),136764,130420,124558,130992,118451,117403,116583,118297,103228,100471,96513,105363,82373,75668,72287,76816,69045,67753,59606,60600,61785,62379,67839,70107,84495,66529,57654,60319,57932,53219,43716,44809,50568,53557,44156,50178,58079,61793,62722,58689,43721,40575,38449,38205,34412,33484,34525,35099,36333,42578,35811,--,--,--,54763,49444,0,--,0,0,42542,38218,35031,28527,25017,22736,21364,23140,20271,16396,14889,13777,--,--,--,--,--,
总负债(万元),108265,102997,98230,104944,92849,91940,91332,92987,78317,75157,72784,81166,79435,74951,70613,74833,67695,66877,58715,62113,65312,67925,74188,76129,90863,74960,65263,67248,64147,59314,49294,50103,60513,62511,51244,61537,69762,76009,74244,69589,53562,49158,48318,48619,50199,49533,48284,48176,53218,60460,54671,49288,39513,42306,69763,63834,59864,53835,51744,45976,38818,35193,34703,28424,23096,24713,25922,26570,17537,14081,12040,10228,--,--,--,--,--,
流动负债(万元),106332,101797,96820,103323,92326,91281,90512,92504,77650,74335,72000,75532,73752,69404,62245,66592,59320,58274,55824,59357,62394,64774,74006,75915,90750,74806,49059,50971,48014,45533,48851,49501,59754,61597,50414,60530,69237,75772,73813,69042,52844,48732,47780,47970,49406,48633,48284,48176,53218,60460,54671,--,--,--,69572,63577,0,--,0,0,37802,34201,33831,27717,22524,24109,25307,25955,16961,13558,11549,9714,--,--,--,--,--,
股东权益不含少数股东权益(万元),38403,36757,36052,36212,36092,34788,34759,35042,34865,34491,32879,33955,32317,31314,31781,32678,31779,31840,31965,31188,31144,29841,29638,30762,29242,28146,29164,29822,28287,28172,28839,29471,28854,29583,30105,25101,22726,21454,21294,22114,23123,23625,23216,23496,22221,22370,22163,22496,21685,21621,21391,21779,20287,20222,15817,17017,26948,27055,26698,25764,32019,31510,27881,27420,27352,24596,23181,24041,25348,23715,21776,19398,--,--,--,--,--,
净资产收益率加权(%),7.28,2.93,-0.5,4.84,4.5,0.86,-0.81,4.37,3.85,2.78,-3.22,1.56,-3.51,-2.96,-2.79,2.89,0.09,0.28,0.68,4.26,3.24,-0.97,-3.72,8.12,0,-0.52,0,7.17,0,1.06,--,7,0,5.26,--,13.69,0,-2.91,0,-11.09,0,-0.41,0,4.64,0,-2.45,0,2.77,0,0,0,3.14,0,0,--,-27.04,0.49,6.69,0,0,0,0,0,0,0,0,0,--,0,0,0,--,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
