报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1996-03-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.28,0.23,0.14,0.47,0.37,0.29,0.18,0.56,0.46,0.31,0.2,0.52,0.43,0.47,0.28,1,0.79,0.61,0.47,0.6,0.4,0.23,0.13,0.42,0.27,0.16,0.11,0.33,0.2,0.12,0.07,0.27,0.14,0.1,0.09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,3.41,3.32,4.92,4.73,4.45,4.39,4.21,3.11,2.63,2.43,2.27,2.27,2.14,1.98,1.86,2.49,2.38,2.23,2.31,2.25,2.18,2.04,1.99,3.04,2.91,2.82,2.8,3.68,3.63,3.55,3.65,3.61,3.57,3.49,3.47,4.15,4.07,4,4.77,4.75,4.69,4.74,4.72,6.05,5.98,5.86,6.76,5.81,5.58,5.43,5.2,5.01,3.95,3.9,3.65,2.6,2.47,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.45,-0.19,0.09,1.59,1.1,0.6,0.7,1.76,0.99,0.62,0.59,1.42,0.69,0.3,0.16,1.78,1.05,0.7,0.62,1.03,0.78,0.52,0.76,1.07,0,0,0,0.85,0,0,0,0.59,0,0,0,0.58,0,0,0,0.71,0,0.52,--,0.86,0.19,0.84,0.33,1.19,--,0.93,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),727526,521152,300999,997217,737254,527486,306609,991001,750580,540676,295146,910550,677033,483467,280884,855148,653548,460920,267869,706170,517471,363083,209243,588541,430403,301698,171062,504374,374599,266024,150389,396711,288438,203741,111259,322431,227217,160528,90731,249738,180654,126752,73785,207990,151419,106389,61630,141992,102539,68623,41387,117635,86107,58459,34674,100350,53038,79211,41087,72308,35360,61888,31986,59976,33785,45725,26899,17390,43281,34204,26260,
主营业务利润(万元),123376,87639,48711,176848,125105,89625,52257,163976,125533,88506,51544,152779,118825,86790,50735,136442,109409,77723,43453,111100,86001,59599,33921,92637,72917,51483,28065,76460,60369,40433,23186,55890,41976,29311,--,37111,26441,18238,10330,28209,20923,14877,8890,26136,18642,13040,7655,18197,12509,8482,4869,15385,10858,7558,4214,13982,7297,10003,5306,9269,4604,8406,3991,3035,1684,2698,1411,964,2708,2428,2182,
营业利润(万元),33884,26829,15928,58949,41762,32174,20413,61008,49571,34143,21410,60297,48794,34796,20990,75995,61062,46477,34892,47539,32340,20210,11744,38588,25928,15751,8191,23271,16270,10219,5435,21277,11043,7546,4733,8359,4631,3286,1926,5818,4041,3012,1837,4671,2669,2006,1115,4503,2957,1754,1070,5364,3896,2694,1339,5825,2918,4462,2788,4574,1858,4651,835,3075,0,2740,1427,974,2738,2463,2205,
投资收益(万元),580,407,-89,1059,1103,1104,--,5118,1250,86,--,122,43,0,--,19998,18477,18452,17916,2801,2698,1243,96,2705,2606,1442,--,632,67,44,8,1060,841,824,308,1469,689,590,222,576,-167,35,-81,787,434,445,600,216,-76,213,167,-737,-395,48,-66,489,492,1898,8,504,236,111,9,33,0,191,160,160,318,0,0,
营业外收支净额(万元),2098,1185,538,3711,1953,1370,523,3236,1824,1183,737,3386,1448,937,497,2152,61,47,70,364,191,43,60,1170,56,93,29,913,--,--,--,--,--,--,--,-207,0,0,0,-95,0,0,0,64,0,0,0,45,-11,-8,8,196,-11,-12,0,30,-1,-67,0,-14,0,0,0,0,47,0,0,--,46,0,0,
利润总额(万元),35982,28014,16466,62660,43714,33545,20936,64244,51395,35326,22147,63683,50241,35733,21487,78147,61123,46524,34962,47904,32531,20253,11804,39759,25984,15844,8220,24183,16326,10190,5523,20889,11009,7536,4734,9621,5303,3871,2149,6329,3847,3063,1758,5562,3222,2524,1751,4765,2870,1958,1245,4825,3492,2731,1258,6344,3409,6293,2760,5064,2096,4803,879,3220,1763,3095,1563,1121,3015,2417,1938,
净利润(万元),21762,17555,10869,36602,28888,22623,14394,43772,35529,24273,15212,40890,33653,24208,14675,50465,38721,29315,22539,28574,19027,11152,6347,20081,13133,7709,4076,12030,7250,4514,2577,10014,5139,3578,2258,5278,2998,2352,1235,3324,1820,1490,836,3063,1799,1454,1182,2595,1483,1094,765,2539,1945,1647,745,4840,2656,4986,1753,4255,1754,3976,736,2711,1499,2660,1329,751,2020,1619,1299,
