报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.28,0.21,0.12,0.23,0.2,0.13,0.08,0.18,0.17,0.11,0.07,0.11,0.12,0.07,0.04,0.2,0.24,0.19,0.13,0.56,0.43,0.28,0.15,0.44,0.31,0.19,0.08,-0.02,0,0,0.06,1.19,1.1,0.41,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,2.97,--,2.79,--,--,--,2.63,--,2.58,2.51,2.52,2.5,2.96,2.94,2.99,2.94,3.04,2.91,2.8,2.65,3.02,2.84,2.71,2.6,2.61,2.53,2.56,2.56,4.78,4.75,4.37,3.8,3.56,3.13,3.45,3.41,3.41,3.47,3.45,3.39,3.5,3.38,3.47,3.42,3.6,3.48,5.17,5.12,5.11,4.94,5.23,5.04,7.49,7.31,7.44,7.25,1.28,1.04,0,3.66,
每股经营活动产生的现金流量净额(元),--,--,0.12,--,0.41,--,0.12,--,0.37,--,0.07,--,0.45,0.19,0.13,0.5,0.23,0.23,0.13,0.84,0.62,0.46,0.29,0.55,0.41,0.26,0.21,0.41,0.22,0.12,0.06,0.7,0.6,0.39,0.27,0.45,0,--,0,0.6,0,0,0,0.4,0,0,0,0.28,0,0,0,0.58,0,0.31,0,0.83,--,0.44,0.85,0.6,0,0,
主营业务收入(万元),646326,417973,211659,741791,556413,356651,173275,621989,437111,291759,148953,584996,440090,277961,122443,479151,354642,239511,128629,447286,323329,208289,104564,368325,267049,166780,75145,293849,223998,153518,75273,249856,183369,118446,59652,207620,157611,107366,59225,248892,185852,125691,68882,234580,176972,120173,63858,175243,113614,55433,22389,71165,91823,30752,16092,67882,51205,36412,67775,48747,39053,31655,
主营业务利润(万元),385240,248679,127301,428764,322800,206718,99129,367843,264305,173095,87808,295424,222253,140720,67690,247804,181541,121197,65816,255350,185211,119889,60129,204108,146707,91675,40435,149195,110535,73417,35734,124461,91347,58230,--,108141,84261,57232,32251,132267,98883,67159,37661,132166,101856,71358,37358,107546,70597,37169,16944,52407,56332,21885,11591,49010,37132,26241,49398,35342,29250,22822,
营业利润(万元),79087,56395,28026,73372,61681,42893,21651,65798,55088,37483,21440,50348,45081,28380,14324,55630,55633,41968,26884,110150,85077,56289,29359,87410,63541,41490,18872,-270,3733,3964,8165,116757,109675,45190,24562,8437,14442,10041,7565,20440,21516,15661,11531,24040,23731,18065,11639,21344,12404,7905,6661,14982,14050,3900,4457,15870,12967,8687,13026,3094,5347,6030,
投资收益(万元),4920,3569,581,3379,2378,1298,293,1564,1287,741,755,-421,-902,-896,-16,-2563,-198,-740,-555,444,123,477,444,-13926,-15722,-16887,-19819,19031,19826,17313,8695,47738,46167,20061,3994,429,3333,2466,990,-1130,-1443,-938,-8,-4245,-1848,-1626,256,55,-793,525,474,502,2955,2316,-236,195,-567,-443,-791,-1055,-783,-147,
营业外收支净额(万元),10592,7496,6038,6679,6145,2462,2249,4993,3862,2307,1430,4244,2271,1887,353,3752,3383,2998,1196,1511,1440,991,378,1537,341,219,212,879,--,--,--,-232,--,--,--,-4007,0,--,0,-422,0,0,0,-600,0,0,0,-12,0,0,-63,5142,3693,2432,0,5675,0,0,0,4223,0,0,
利润总额(万元),89679,63891,34064,80051,67827,45355,23900,70791,58950,39790,22870,54591,47352,30267,14677,59383,59016,44966,28080,111661,86517,57279,29737,88947,63882,41708,19084,609,3964,4122,8332,116524,109346,44836,24975,5022,17669,12566,8508,19231,19578,14366,11263,19365,21941,16438,11969,22143,11565,8444,7172,20625,20945,8912,5869,21910,16863,11405,17995,6280,7906,9187,
净利润(万元),44041,33272,17827,35424,30315,20025,12020,27362,25782,17622,11159,16952,18623,10247,5296,26195,31145,24546,16824,74005,57032,36659,19431,48601,33567,20717,9217,-2696,227,326,3846,72507,67029,25084,14556,-7744,10247,7596,5778,12801,12156,7942,6972,9726,11871,8588,6172,14028,9130,7013,6922,17188,15249,7479,4987,20062,15723,10610,16479,5325,5861,8481,
净利润(扣除非经常性损益后)(万元),38489,28672,14476,32160,27315,18629,10863,24256,23864,15941,--,15179,--,8869,--,24833,--,22924,--,72250,--,36194,--,38012,0,13484,0,22913,21029,13511,--,72681,0,25522,--,-14617,0,5453,0,10450,0,6936,0,8799,0,7872,0,11527,0,6894,0,17328,14882,7262,0,20335,--,10603,0,--,0,0,
经营活动产生的现金流量净额(万元),79069,41639,17948,97946,63838,27042,19131,63552,57374,30195,11029,73436,68928,29268,16600,65036,30100,29930,17138,110527,81138,61193,31971,60566,45459,28120,22978,45501,23607,13389,3375,42926,36855,23902,16461,27250,15341,3296,2639,36313,25125,23884,6554,24171,9989,3344,4672,17225,16309,11179,10047,23613,0,12569,0,22379,--,11833,17161,10982,0,0,
现金及现金等价物净增加额(万元),44295,-37194,16678,30327,69799,46010,30591,-42191,-10546,21249,-1455,-45633,-28502,-75222,-55658,102482,25948,26839,12249,21377,20636,17970,27096,-88,17971,11186,1642,29366,20478,19917,9831,-9541,5488,-17107,-6785,15389,-9829,14137,-1067,-12641,-20374,-13508,-7158,-14434,-13208,-5065,-13095,26793,36939,27845,11652,-56892,0,-33712,0,92757,--,115966,1479,258,0,0,
总资产(万元),1360334,1250318,1261977,1208431,1245328,1189094,1136333,1074533,1075907,1080840,1014613,975416,1000394,921548,873143,881429,783051,758178,737155,710773,699788,656575,638746,614598,600880,585443,555760,582135,590382,593285,607516,601439,586817,523535,513430,474572,487745,495382,461254,439197,442002,427826,448121,441365,425078,443636,420117,441583,422272,402519,266439,252320,425670,260820,257565,232735,230984,231262,75952,68204,59319,44872,
流动资产(万元),622992,524724,566062,514447,576093,535059,514304,455619,469631,489486,466011,439056,463647,408093,397450,464722,381583,367876,351533,326897,342434,314674,310723,290289,283762,263328,228776,249507,265341,274990,290826,279403,289313,218380,232209,213600,251624,262242,228489,206112,219050,222918,240351,240831,234946,255436,236409,253024,257330,238794,--,0,--,0,215943,0,188018,0,35919,28291,28322,23475,
总负债(万元),644192,521048,556870,554280,601566,562446,512621,472101,482552,503184,436198,416341,435684,359612,322944,335452,235540,220567,181199,179069,187025,167765,171580,174416,183367,182646,157248,195957,200526,202731,198707,194391,207619,191535,202443,186364,180324,192187,160558,136374,142625,133184,145739,144113,122820,143766,110053,138341,121623,104373,58361,51140,119048,55273,54463,34620,--,34629,50177,49214,45260,33894,
流动负债(万元),501515,379280,375680,367104,406965,373029,341841,299426,298472,316222,286517,279869,296491,220744,181775,200890,198761,191912,169160,161592,143967,122612,125974,133231,137998,149318,132822,171594,181934,184232,174972,170436,189320,173149,184906,171371,169857,185718,157084,133295,130415,120904,133438,131963,120114,140712,106899,131471,112120,94933,--,0,--,0,47163,0,15903,0,49077,42219,31565,33894,
股东权益不含少数股东权益(万元),462089,474605,459712,435307,431081,422004,420279,408377,406880,398724,398556,387397,389408,386882,381843,379084,385714,379585,400210,383578,368823,348563,331510,312135,297054,285092,286761,277798,280775,280988,291299,289784,266391,232188,217422,190655,210193,207940,207869,211633,210516,206845,213372,206124,211472,208574,219282,212517,210331,208328,207618,200705,212585,205048,203102,198115,201681,196633,25775,18989,9216,10979,
