报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2012-09-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2005-06-30,2004-12-31,2004-06-30,2003-12-31,2003-06-30,2002-12-31,2001-12-31,
基本每股收益(元),0.57,0.5,0.19,0.51,0.24,--,0.08,0.26,0.21,0.11,0.21,0.15,0.25,0.14,0.44,0.14,0.59,0.24,0.34,--,0.17,--,0.89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),3.13,--,2.77,3.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),3.57,--,2.27,3.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),2166493,1705345,606800,865680,885786,263902,154619,512184,427723,220393,482544,337933,493035,226618,704041,221176,808634,327293,478490,327589,254454,129074,1349018,996715,582617,175718,198006,71360,11904,77162,27879,114802,55514,109469,62952,141726,255051,
主营业务利润(万元),1175084,1008460,371793,435965,424492,127788,72296,225199,185541,99377,186320,137986,221314,122907,389481,129774,513460,211201,248767,--,150471,--,943797,--,441433,--,27870,--,-42393,-28794,-20541,-9481,-3036,12722,25246,-24697,14164,
营业利润(万元),1175084,1008460,371793,435965,424492,127788,72296,225199,185541,99377,186320,137986,221314,122907,389481,129774,513460,211201,248767,--,150471,--,943797,--,441433,--,27870,--,-42393,-28794,-20541,-9481,-3036,12722,25246,-24697,14164,
投资收益(万元),490993,350082,138678,109339,141386,26619,15826,37290,23795,6547,34336,18170,-2865,-1807,85610,-4426,66261,31633,73437,--,74744,--,309385,--,28171,--,218,--,2195,10660,3939,9560,3711,7057,2665,25632,9172,
营业外收支净额(万元),3166,484,-749,4025,2935,-91,59,2689,1359,6,5962,876,8720,-176,15542,58,10448,19,2836,--,-407,--,-5632,--,1,--,-425,--,83,-5230,622,504,-232,438,-675,318,1296,
利润总额(万元),1178250,1008944,371044,439991,427427,127697,72354,227887,186900,99384,192282,138862,230034,122730,405023,129832,523908,211219,251603,187822,150064,84586,938165,740402,443212,109690,138432,102581,76494,-132020,-25977,-21880,-20797,20217,27236,1253,24633,
净利润(万元),839478,735608,256655,342768,325953,104120,56709,172744,140529,75763,140783,103179,167149,91897,292658,97197,396881,159705,223644,140686,112488,63352,578063,477972,297539,74255,125542,102576,76493,-132464,-25977,-17741,-25127,12805,18037,349,14925,
净利润(扣除非经常性损益后)(万元),836555,734950,256670,331506,--,--,56687,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),5310855,10589706,3368056,2166108,2048682,687721,105960,-642444,-1024209,--,-240150,-491344,-1051873,--,-2281256,--,3460245,--,-2581130,--,--,--,3669873,--,--,--,2208937,--,--,-334034,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),8315723,14257821,3745112,3473085,1748813,319113,473874,-442265,-221749,--,-270187,-546184,-1245435,--,-2368118,--,3349538,--,-2665849,--,--,--,3731933,--,--,--,2110206,--,--,-184051,--,--,--,--,--,--,--,
总资产(万元),34970969,43512768,27383869,13945250,--,6203127,7420202,5978362,6995299,5501389,5837877,5078654,5520486,5675480,6614934,6927117,8649174,5232003,4903073,5077193,4672027,6663061,8066294,7999359,7490513,5079529,3470328,2867117,2606659,1431732,1672625,2008473,2421432,3059525,3205970,3344298,3992135,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7338541,--,3313732,--,2465292,1298063,1432694,1753539,2127674,2753938,2992814,3109712,3727217,
总负债(万元),30170422,38747773,23122455,11679306,--,4378812,5424764,4192147,5103131,3809589,4024363,3301888,3843304,4172856,5008017,5609987,7146415,4061196,3716406,4054703,3662685,5579140,6871497,7055108,6885842,4701278,3159632,2582951,2348575,1246684,1634566,1941183,2020280,2624526,2766032,2922051,3603498,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6873078,--,3101909,--,2290893,1189043,1621967,1928624,2007762,2612049,2754601,2909738,3591539,
股东权益不含少数股东权益(万元),4643950,4619045,4118019,2152564,--,1824314,1899930,1786215,1799143,1691800,1721814,1685359,1587025,1502623,1515037,1317130,1419476,1170807,1108705,1022490,1009341,1083921,1110637,944251,604671,378252,307133,284166,258084,181590,38059,64054,401152,434729,439938,421925,388637,
净资产收益率加权(%),19.96,17.38,6.23,17.2,--,--,--,--,7.74,--,--,6.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
