报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.16,0.14,0.13,0.33,0.19,0.13,0.05,0.08,0.12,0.09,0.04,0.27,0.23,0.16,0.08,0.27,0.22,0.16,0.15,0.44,0.33,0.23,0.09,0.57,0.39,0.23,0.43,0,0.41,0.44,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.16,4.1,4.02,3.93,3.89,3.83,6.75,6.6,6.49,6.4,6.56,6.47,2.24,2.09,1.86,0,1.43,1.02,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.18,0.09,0.21,-0.03,-0.17,-0.1,-0.22,-0.02,-0.12,0.13,-0.23,0.51,0.46,0.76,0.63,0,0.15,0.25,
主营业务收入(万元),111239,72355,27512,106145,68581,43016,17817,76962,55065,37337,16295,83887,57680,38813,17607,72576,53897,31277,15103,51103,38614,25067,11494,49281,35443,22245,39307,31497,28854,26068,
主营业务利润(万元),27261,20124,7121,25930,16272,10673,4596,17705,13003,9057,4171,18828,14047,9261,4326,16806,12730,8311,4204,14513,10379,7233,3189,13326,9071,5626,10210,8286,8621,8573,
营业利润(万元),14950,12770,4487,8482,4952,3099,1479,1696,2778,2366,1249,6269,5698,3974,1879,6962,6022,4193,2318,6643,5181,3637,1465,6735,4533,2679,4645,4232,5777,5957,
投资收益(万元),1689,1272,683,2480,2213,1714,1221,1666,1056,796,410,1318,1167,614,134,1454,489,365,177,2,2,2,2,2,2,2,2,2,1,3,
营业外收支净额(万元),879,480,21,649,865,729,94,998,673,159,68,1047,662,550,460,425,250,221,57,399,-6,21,0,276,128,154,114,--,17,-49,
利润总额(万元),15829,13251,4508,9132,5818,3828,1573,2694,3451,2525,1317,7316,6361,4524,2339,7387,6271,4414,2375,7043,5175,3658,1465,7010,4661,2834,4760,4202,5794,5908,
净利润(万元),12927,11066,3821,8334,4701,3113,1232,1985,2910,2062,1039,6435,5537,3924,2008,6371,5333,3825,2003,5832,4355,3100,1193,5724,3872,2345,4328,3152,4115,4377,
净利润(扣除非经常性损益后)(万元),12482,9812,3779,7295,3594,2440,1064,-146,1673,1674,948,5597,--,3343,--,5591,--,3554,--,5418,--,3057,--,5433,3727,2200,4174,0,4036,4353,
经营活动产生的现金流量净额(万元),14562,1103,3834,16664,13022,9675,9337,2225,1284,-911,-5756,9980,4273,2054,5130,-767,-4079,-2425,-2919,-313,-1562,1758,-3108,6811,4548,7604,6268,6362,1513,2521,
现金及现金等价物净增加额(万元),4217,46782,4995,19981,3331,5044,7811,-5270,-2178,1417,6666,-9066,-9538,-6140,3168,-19338,-19068,-6580,-8674,-34256,-33004,-19076,-19995,64349,884,6084,242,2480,2595,735,
总资产(万元),321469,357946,253222,251819,212614,211815,197531,194602,189801,192605,194650,176314,175683,178336,172793,166406,167221,147392,129626,123554,114427,118699,114586,126343,57791,59254,46188,0,42076,27965,
流动资产(万元),137022,178887,111789,114559,80042,79824,73401,68544,74770,78141,82849,66950,72271,76651,79992,78267,82547,83776,70678,71236,75083,86360,84839,99872,33756,35244,26666,--,24823,16694,
总负债(万元),136784,174899,76153,78867,100418,101624,89351,90007,84098,87751,88382,71151,71433,75690,72056,67674,68735,55400,39457,35388,27739,33265,27054,40004,35324,38314,27594,--,27809,17803,
流动负债(万元),128534,165906,67912,72729,96033,97292,84921,85566,80163,85604,86185,68904,69306,73722,70854,66732,68706,55379,39448,35378,27615,33141,26930,36380,28701,31691,25181,--,27583,17561,
股东权益不含少数股东权益(万元),180717,179056,173054,168911,108122,106106,104102,100520,101450,100615,102013,100979,100075,98461,96545,94537,93499,91991,90169,88166,86689,85434,87532,86339,22467,20940,18595,0,14266,10011,
净资产收益率加权(%),7.37,6.36,2.24,7.25,4.39,2.93,1.2,1.87,2.88,1.99,1.02,6.31,5.69,3.89,2.15,6.97,5.87,4.16,2.25,6.66,5,3.53,1.37,26.68,0,13.03,26.34,0,34.09,55.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
