报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),-0.26,-0.16,-0.08,-0.42,-0.22,-0.11,-0.04,0.17,0.11,0.11,0.03,0.36,0.34,0.27,0.1,0.48,0.37,0.21,0.08,0.27,0.19,0.15,0.08,0.25,0.19,0.13,0.05,0.46,0.41,0.28,0.12,0.62,0.39,0.28,0.14,--,--,0.36,0.19,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.58,3.5,3.32,3.42,3.32,3.15,3.1,3.02,2.93,2.89,2.81,2.83,2.74,2.68,2.6,2.65,2.6,3.79,5.03,5.11,4.86,4.76,4.61,2.87,2.7,--,--,2.46,1.97,1.69,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.37,0.43,0.02,0.33,0.31,0.2,-0.04,0.29,0.07,-0,-0.01,1.03,0.46,0.39,0.08,0.53,0.6,0.51,0.14,0.76,0.07,0.01,-0.11,1.08,0.76,0.3,--,0.85,0.68,0.73,
主营业务收入(万元),64239,41499,16715,94827,71257,44560,22430,111904,81254,54598,26550,144362,111756,75688,33318,139421,98392,61021,24328,102882,71346,47762,21425,85438,64350,41375,17236,83555,66867,40755,17168,66711,46977,31508,15085,64802,48256,31195,16382,49252,43786,34943,
主营业务利润(万元),4040,3140,1848,4980,5188,4715,2716,20407,15817,11131,5701,36989,32372,22823,10291,41136,28185,16292,6252,25336,17411,12996,6153,22594,17367,11063,4632,31239,25474,13431,4354,16676,11910,8147,--,17195,12798,8121,4142,15624,11736,6515,
营业利润(万元),-8878,-5362,-2522,-14921,-8139,-4118,-1441,1560,2156,2115,1107,12435,13928,10522,4169,20382,15582,8831,2995,11113,7802,6220,3110,10512,8021,5271,1971,20251,17945,8204,2321,11267,6907,5046,2374,10681,8262,4952,2681,10260,6685,3493,
投资收益(万元),40,40,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,--,0,--,--,0,3,3,--,--,-136,-488,60,
营业外收支净额(万元),-424,-324,-226,-257,141,100,36,5045,2695,2656,214,3077,1098,1057,18,158,-32,-60,209,205,157,121,32,163,151,75,10,-556,--,-592,--,--,--,--,--,122,--,46,42,--,--,--,
利润总额(万元),-9302,-5685,-2748,-15179,-7999,-4018,-1405,6605,4851,4771,1321,15512,15026,11580,4187,20540,15550,8771,3204,11318,7959,6341,3142,10675,8172,5347,1981,19695,17342,7612,2307,11284,6996,5090,2392,10807,8357,4999,2723,9942,6185,3552,
净利润(万元),-9281,-5724,-2788,-15108,-8033,-4022,-1388,6103,4037,4000,1074,12866,12355,9530,3525,17289,13134,7405,2720,9572,6766,5337,2694,9049,6927,4516,1663,16609,14585,6347,1912,9668,5992,4295,2039,9150,7068,4289,2298,8251,5176,3001,
净利润(扣除非经常性损益后)(万元),-8843,-5388,-2541,-14857,-8176,-4126,-1421,1173,1747,1742,893,10254,--,8632,--,17157,--,7456,--,9399,--,5234,0,8912,--,4452,0,17325,0,6850,--,9009,0,4261,--,9053,6994,4255,--,8212,5203,2784,
经营活动产生的现金流量净额(万元),-4694,-679,1152,-8452,-8673,-3380,-2666,4569,6273,1518,2701,14300,13313,15392,892,11782,11242,7132,-1388,10312,2540,-51,-498,36876,16561,13963,2940,19088,21615,11527,2310,12223,1072,167,-1737,12902,9080,3613,642,10158,8119,8784,
现金及现金等价物净增加额(万元),-7358,537,4134,-3633,-3942,-4887,-2554,-15320,-6051,-7244,-2482,-7782,-5901,-1551,673,-872,-7585,-6476,-6582,-2712,-8792,-9270,-5768,14723,13904,10407,8861,6292,8546,8263,-3552,4947,33194,35264,36817,1430,-1061,3615,-4779,3369,2233,-2392,
总资产(万元),181449,192350,194422,193961,193911,194662,190519,189142,181614,176167,174997,174138,178517,179783,185790,172800,167811,162899,158537,158812,153564,152198,152383,149707,145713,136574,137885,134985,133772,129990,125305,128201,120006,118998,115504,72657,67979,--,--,65037,55218,48953,
流动资产(万元),34204,42621,43303,39941,45296,43294,48464,53330,66874,65790,67914,67206,73919,79290,87143,73874,68492,61771,56153,54991,61183,60632,60493,59513,68175,65034,66979,63340,66366,70889,66510,69443,67645,67823,67112,25236,22320,--,--,23637,17911,15484,
总负债(万元),73944,81293,80423,77163,70024,66774,59996,57206,51297,46015,44306,44755,49629,53947,66172,49883,48880,49993,47257,50426,48490,48688,51531,48295,47357,40629,44794,39972,40725,43047,42852,44522,40283,40870,39644,36163,35346,--,--,35309,31355,28666,
