报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.23,0.15,0,0.01,0,-0.01,-0.01,0.01,0,0.02,0.02,0.05,0.01,0.01,0.01,0.11,0.01,0.01,0.01,0.1,0.09,0.07,0.04,0.37,0.35,0.34,0.29,0.21,0.18,0.14,0.1,0.38,0.22,0.11,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.29,--,1.22,1.22,1.22,1.21,1.11,1.12,1.12,1.11,1.09,1.07,1.04,1,0.99,0.98,0.92,0.64,0.61,0.57,0.52,0.42,0.38,0.27,0.15,0.16,-0.09,-0.41,-0.3,--,0.12,0.23,0.13,0.22,2.25,2.37,2.51,2.56,2.55,2.41,2.48,2.55,4.03,4.04,4.03,4.03,3.92,4.03,3.11,2.99,2.86,2.83,2.72,1.83,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.1,--,0.11,0.03,-0.01,0.36,0.3,0.32,0.31,0.16,0.12,0.08,0.05,0.2,0.09,0.11,-0.04,0.57,0.44,0.5,0.05,0.98,0.74,0.63,0.09,-0.36,0,0,0,--,0,0,0,0.01,0,0,0,0.71,0,0,0,-0.55,0,-0.02,--,0.05,0.05,0.41,0.07,0.03,-0.1,-0.58,--,--,--,--,--,
主营业务收入(万元),17538,10475,4851,7097,4735,2676,843,8767,5538,3165,1698,8747,4271,2523,1205,6559,1270,904,440,3241,2118,1477,812,9223,4314,3802,1317,8802,7510,5985,3430,15814,11930,6161,1371,5612,3178,1905,796,3856,2517,1537,650,8755,7557,2714,1155,9894,8209,2188,2067,11044,11985,10398,4326,17567,5042,19237,6483,14460,4779,10037,3872,9881,7308,6278,6231,
主营业务利润(万元),7573,4431,935,1267,850,539,225,1547,1162,1106,674,2143,1207,946,375,1124,587,440,241,2111,1475,1050,581,2875,2179,1847,680,4328,3698,2882,1641,4935,3573,1699,355,1103,273,84,19,234,35,240,5,150,301,513,350,2693,3102,472,124,580,1700,1721,826,9559,3072,9599,3997,8880,2583,6367,2340,2787,2427,811,1243,
营业利润(万元),4187,2214,48,381,116,-23,-96,267,83,311,224,817,310,307,119,388,216,203,168,1250,1001,789,413,1626,1245,1100,376,2616,2282,1763,1163,4495,2644,1226,-262,-1735,-1901,-1725,-700,-5747,-2580,-1614,-855,-16210,-3662,-2128,-496,-1511,-113,-1539,-690,-17124,-1983,-410,-332,2555,577,1938,863,2901,243,947,637,2840,2499,865,1243,
投资收益(万元),499,5,--,6,6,6,--,232,6,6,--,15,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,1664,366,366,0,3684,-546,-365,-179,1140,1404,1514,-179,-3160,13,27,55,2250,-12,-7,5,1448,2310,330,0,-2,0,136,21,0,0,0,0,524,524,392,0,
营业外收支净额(万元),660,561,--,-6,-6,-1,--,-17,-3,-0,--,1,1,1,1,1176,-0,-0,0,0,0,--,--,2708,2708,2713,2666,-21,--,--,--,162,--,--,--,0,-100,0,0,-214,0,0,0,-6434,0,0,0,-64,-45,0,0,-221,-50,-35,0,-174,0,142,0,203,0,0,0,0,0,0,0,
利润总额(万元),4847,2775,48,375,110,-25,-96,250,79,311,224,818,311,308,120,1564,216,203,168,1250,1001,789,413,4335,3953,3813,3042,2594,2261,1742,1163,4658,2806,1389,-104,725,-2548,-2095,-881,-4747,-1114,-25,-962,-25626,-3488,-2090,-436,711,-135,-1551,-672,-15518,881,490,266,3901,885,2439,1203,3269,423,2408,880,2836,3022,1260,1454,
净利润(万元),3404,2222,15,95,6,-117,-112,118,7,223,201,512,60,110,64,1199,93,121,118,1085,888,715,380,3816,3703,3600,2989,2203,1921,1466,1007,3995,2273,1132,-148,603,-2422,-1989,-819,-4563,-956,99,-877,-24292,-3248,-2005,-484,292,21,-1441,-672,-15233,52,112,65,2486,638,2028,849,3022,305,1756,745,2713,2931,1209,1133,
净利润(扣除非经常性损益后)(万元),2908,1801,15,100,11,-117,-112,--,7,223,--,501,--,110,--,-338,--,121,--,1085,--,715,--,1784,--,886,0,2224,0,1488,--,2169,0,603,--,475,-2321,-1984,0,--,0,-1678,0,-18232,0,-2058,0,-1961,0,-1436,0,-14384,-261,-457,--,1085,330,1527,504,2654,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-8808,-2886,-1379,537,-709,-464,-851,2004,1670,743,1075,252,1141,326,-62,3764,3093,3314,3236,1709,1253,792,571,2101,928,1120,-409,5959,4580,5201,487,10250,7759,6622,897,-3715,3860,3651,167,450,533,250,318,73,-4024,-178,535,7375,-2654,-3662,1879,-5729,0,-201,--,517,484,4284,689,293,-936,-5544,--,--,--,--,--,
现金及现金等价物净增加额(万元),6230,1767,4403,-1576,-1402,-1472,-681,-977,1647,223,1065,714,1606,816,-66,-3351,-3458,-3236,-3312,612,1164,764,558,1413,788,1015,-444,1950,2353,3786,-162,761,797,795,14,409,206,17,107,-535,-378,-519,-541,52,-357,-351,-234,-22490,-466,-401,4989,13938,0,-5093,--,-8316,-9396,13986,3198,1990,-692,101,--,--,--,--,--,
总资产(万元),122755,117648,118897,19153,20163,19698,19692,19351,20488,17753,19935,18328,19456,17075,16208,16991,14665,14555,14556,15105,16347,15865,15508,15032,19479,19543,18950,19911,22373,23704,21863,22256,23776,24518,28700,28947,41409,38691,39226,39647,44587,44985,58278,59267,83724,83605,81392,81971,77199,80723,82253,76792,83153,77192,82000,86260,62753,72478,50464,47443,41691,39613,36742,26101,20641,10984,8583,
流动资产(万元),81568,68331,70231,4549,5495,5008,8155,7740,8797,5991,8111,6432,7629,5192,4259,4973,2808,2653,2568,5971,7150,6651,6232,5691,10093,10094,9451,9458,11845,13140,7688,6542,12889,13559,16907,4132,4670,21768,21934,21982,25511,25341,38421,39027,41957,41482,38843,39016,67494,71080,--,--,--,--,56054,--,0,53901,0,0,26662,24479,26610,17162,11643,8023,5808,
总负债(万元),34515,32002,36028,4675,5810,5473,5469,5006,6255,3304,5490,4086,5783,3372,2584,3440,2766,2631,2637,3306,4747,4440,4421,4326,8906,9058,9077,13029,15775,17564,16186,17589,19559,21444,26909,26361,39599,40396,39716,39256,40635,39878,53911,53933,55253,53736,49868,49648,46393,51333,52388,46254,38817,33368,38208,42565,21427,29908,20084,19086,14517,12744,10884,13263,9816,5135,3802,
流动负债(万元),25779,29166,35892,4539,5674,5337,5333,4870,6119,3168,5353,3950,5647,3236,2448,3304,1454,1318,1324,1993,3434,3127,3108,3013,7593,7745,7764,11716,14462,16251,14873,16276,11596,20131,25596,26361,37599,38396,37317,36857,38236,37479,51512,51534,46253,44736,40868,40648,31002,35942,--,--,--,--,38208,--,0,29735,0,0,10435,8250,9922,13263,9816,5135,3802,
股东权益不含少数股东权益(万元),84978,83796,81003,13475,13385,13263,13268,13380,13269,13485,13463,13262,12696,12746,12699,12636,11635,11663,11659,11542,11344,11171,10836,10456,10326,10241,9630,6641,6359,5904,5445,4438,3995,2853,1573,1721,-974,-4296,-3126,-2307,1300,2355,1379,2256,23493,24736,26257,26741,26613,25151,25920,26592,42120,42180,42133,42068,40885,42084,29539,28356,27174,26869,25858,12838,10825,5376,4166,
净资产收益率加权(%),4.98,3.7,0.09,0.71,0.04,-0.88,-0.84,--,0.05,1.67,1.51,3.97,0.47,0.87,0.51,9.38,0.8,1.04,1.02,9.87,8.15,6.61,3.56,44.63,--,42.65,0,39.76,0,28.35,--,163.7,0,112.2,--,-30.06,0,0,0,--,0,4.31,0,-168.68,0,0,0,1.1,0,-5.57,0,-44.53,0,0,--,6.06,1.56,6.03,0,11.06,--,7.5,--,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
