报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.74,0.65,0.31,0.52,0.36,--,0.12,0.33,0.18,0.26,0.29,--,--,--,--,
每股净资产(元),--,--,--,3.71,3.48,--,--,3.02,--,2.68,2.36,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,4.63,2.06,--,--,-1.32,--,0.08,-4.51,--,--,--,--,
主营业务收入(万元),414361,331998,135154,259777,176182,107210,52300,203387,87223,143131,110153,128847,134787,86929,111842,
主营业务利润(万元),219994,191609,84663,126672,87359,58885,30020,79166,46542,60675,50042,59819,67387,44756,43836,
营业利润(万元),219994,191609,84663,126672,87359,58885,30020,79166,46542,60675,50042,59819,67387,44756,43836,
投资收益(万元),161166,138179,62130,121945,86893,55266,25836,109366,53536,49369,12163,10378,499,1,--,
营业外收支净额(万元),269,29,0,5295,1804,312,66,3291,1705,711,1248,627,224,1151,78,
利润总额(万元),220263,191639,84663,131967,89162,59197,30086,82457,48248,61387,51291,60446,67611,45907,43914,
净利润(万元),176769,151339,68127,104060,71600,47847,23452,66849,36649,51305,44074,51033,50624,35001,16576,
净利润(扣除非经常性损益后)(万元),176568,151317,68126,--,--,--,23402,--,--,--,43138,--,--,--,--,
经营活动产生的现金流量净额(万元),61821,483848,87728,928157,413575,-35369,-11721,-265021,-174962,15609,-697037,-122837,632485,-308235,--,
现金及现金等价物净增加额(万元),853412,2038788,645483,862714,383742,104259,74476,-188302,-193900,68082,-547562,-54122,624633,-312448,--,
总资产(万元),7312115,8960184,5722975,4260715,3547283,2724678,--,2167578,2104209,2097190,1148447,1925460,1580444,703601,1027123,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总负债(万元),6057072,7664734,4463919,3517184,2850701,2065664,--,1562318,1521458,1560290,675460,1613008,1320981,501625,860147,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1255015,1295427,1259033,743509,696559,659014,--,605260,582751,536899,472987,312452,259463,201976,166976,
净资产收益率加权(%),15.64,13.58,7.35,15.43,11,--,3.79,11.71,--,10.16,12.83,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
