报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.19,0.28,0.02,0.52,0.13,0.27,-0.08,0.51,0.48,0.5,
每股净资产(元),4.86,4.91,--,3.64,--,--,--,3.21,2.7,2.22,
每股经营活动产生的现金流量净额(元),-0.5,-0.38,--,0.07,--,-0.51,--,0.13,0.1,0.24,
主营业务收入(万元),22993,20563,5920,39611,18574,17687,308,38652,37182,33565,
主营业务利润(万元),6476,6221,1606,11667,5635,5482,43,11076,11131,9806,
营业利润(万元),1415,2900,102,6111,1364,3183,-939,5980,5627,5301,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1025,366,119,134,127,44,22,91,140,109,
利润总额(万元),2439,3266,222,6246,1490,3227,-917,6071,5767,5410,
净利润(万元),2196,2918,223,5411,1335,2805,-791,5316,4991,4656,
净利润(扣除非经常性损益后)(万元),--,2794,220,5408,--,2792,-796,5309,4930,4567,
经营活动产生的现金流量净额(万元),-6882,-5325,-5167,689,-4540,-5290,-4720,1402,1087,2499,
现金及现金等价物净增加额(万元),12651,22773,-5277,-1623,-5778,-6604,-5682,-905,-1102,9544,
总资产(万元),100228,100063,64522,67516,--,--,--,61059,64594,67229,
流动资产(万元),76526,84020,48909,52020,--,--,--,46619,51838,56343,
总负债(万元),32809,31939,26419,29643,--,--,--,27658,36510,44136,
流动负债(万元),31929,31052,25399,28617,--,--,--,26606,35558,43361,
股东权益不含少数股东权益(万元),67420,68125,38103,37873,--,--,--,33401,28084,23093,
净资产收益率加权(%),4.57,7.42,0.59,15.32,--,8.18,--,17.29,19.51,30.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
