报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.32,0.21,0.12,0.41,0.43,0.28,0.11,--,0.45,0.28,0.1,0.51,0.53,0.4,0.73,0.57,0.47,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.16,5.06,5.05,3.45,3.15,2.42,1.86,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.14,--,0.63,0.58,1.07,0.88,0.65,
主营业务收入(万元),91381,57051,26465,111736,84390,49831,23634,116568,90865,55733,24693,105562,80385,49272,105116,104257,75248,
主营业务利润(万元),24663,13941,5902,25802,22926,12207,4698,29817,25080,12865,5118,26854,24988,14967,34825,34220,29367,
营业利润(万元),16289,9468,3335,16494,16651,8764,2697,23223,20804,10119,3799,17992,18228,10714,24922,24753,23595,
投资收益(万元),-609,-515,-350,-1017,-564,-87,-44,8,29,22,-13,96,74,49,74,-163,--,
营业外收支净额(万元),5421,4781,4738,11055,11024,9297,4646,7957,7867,7852,2382,10281,9341,9477,12125,4387,224,
利润总额(万元),21709,14249,8073,27549,27675,18061,7343,31180,28671,17971,6181,28273,27569,20191,37046,29140,23818,
净利润(万元),15428,10334,5773,19901,20622,13527,5504,23354,21511,13486,4632,21189,20695,15155,27775,21570,17900,
净利润(扣除非经常性损益后)(万元),11361,6747,2218,11333,12079,6555,2019,--,15610,7597,--,13481,--,8048,18681,18497,17680,
经营活动产生的现金流量净额(万元),33063,19788,13082,32200,28159,21203,10273,34876,30344,14099,6964,34849,30424,21987,40620,33507,24792,
现金及现金等价物净增加额(万元),4908,3120,9327,10016,15328,3874,480,573,3826,8379,6614,-269,9383,16811,4082,-1097,-4433,
总资产(万元),371589,369030,367988,354262,357125,333266,324334,286438,286456,286626,279008,274090,273960,265987,224842,211246,192846,
流动资产(万元),33546,32795,35322,25549,33649,17054,13170,12564,16193,26015,18753,12191,21240,30156,12468,7628,9043,
总负债(万元),89340,94353,90265,82698,84785,68021,59862,27455,29302,37504,30647,30362,30726,134713,104920,119098,122268,
流动负债(万元),28330,34295,26133,25221,14659,16196,12512,9681,11803,19994,11876,11580,10433,50413,36420,26498,59928,
股东权益不含少数股东权益(万元),279771,274677,277723,271564,272299,265204,264417,258898,257055,249030,248361,243728,243234,131273,119922,92147,70578,
净资产收益率加权(%),5.59,3.75,2.1,7.54,7.78,5.14,2.1,--,8.54,5.38,1.88,13.01,14.87,12.13,26.19,26.51,26.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
