报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.15,0.1,0.05,0.2,0.14,0.1,0.05,0.19,0.16,0.11,0.05,0.21,0.22,0.15,0.07,0.26,0.22,0.13,0.06,0.22,0.19,0.11,0.06,0.2,0.17,0.11,0.05,0.22,0.13,0.24,0.18,0.16,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.43,--,2.35,2.37,2.35,2.28,2.26,2.17,2.17,2.11,2.12,2.03,1.85,1.8,1.79,1.7,1.69,1.7,1.67,1.63,3.82,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.3,--,-0.17,-0.08,-0.34,0.07,-0.18,-0.26,-0.28,0.38,0.19,0.05,-0.19,0.55,0.3,0.24,-0.03,0.25,-0.06,0.31,0.02,-0.09,
主营业务收入(万元),5390959,3622060,1610848,7678452,5446348,3608709,1572475,7921493,5649561,3856511,1682708,7707674,5460783,3622034,1610110,6830228,5176228,3371985,1546889,6317586,4578138,3046309,1398931,5779039,4296205,2787180,1287871,5890864,2902071,5683359,4419398,3629221,
主营业务利润(万元),1021444,687683,304104,1558993,1024288,705305,329436,1494902,1047820,694878,310773,1478171,1081193,699820,306273,1286684,936603,610049,271489,1093476,806287,523237,248605,934768,658552,439645,210746,1063182,551711,999503,822473,765273,
营业利润(万元),435420,269084,120486,499198,362093,255794,127978,431178,369472,236503,109034,509552,441249,300258,147741,473092,435943,268235,132538,348235,345900,218452,116683,291972,318626,218313,99620,397457,282292,559665,387057,350472,
投资收益(万元),193112,101129,27643,94317,69537,45143,25254,86121,47876,32646,24474,91241,82536,62401,32452,100406,79900,58988,31463,127548,98325,50068,25684,85531,66324,47053,20008,125492,77497,196728,80750,50058,
营业外收支净额(万元),35243,25505,5394,62904,67415,29293,11738,118557,69124,46890,10955,70804,39392,21244,7880,47745,21346,4717,2381,64022,29470,13218,1034,41845,11174,6628,3676,21862,--,15940,21485,12924,
利润总额(万元),470663,294589,125880,562102,429507,285087,139716,549735,438596,283394,119989,580356,480641,321502,155622,520837,457289,272952,134918,412257,375369,231669,117717,333817,329800,224942,103296,419319,286645,575605,408542,363396,
净利润(万元),189222,133632,65121,255449,178882,129593,66978,246279,208994,145962,66472,272071,286844,192719,93674,331008,284799,163704,82604,281950,236481,141971,70708,250127,211937,140959,61022,262221,159622,289841,208714,174644,
净利润(扣除非经常性损益后)(万元),130734,115560,63900,215267,139584,110813,60465,176282,160910,111266,--,219683,--,167462,--,263099,--,154274,--,181488,--,133284,0,169482,--,127300,0,222800,154676,270997,184878,170944,
经营活动产生的现金流量净额(万元),-72549,-196225,-370235,441092,-299816,-202121,-270437,717809,268359,103327,-378923,667213,-220614,-98063,-433467,92975,-233042,-336230,-355176,482711,236385,57814,-242472,693257,370803,295905,-34817,303013,-76853,362713,26538,-102958,
现金及现金等价物净增加额(万元),1014894,371517,78302,284051,36744,175973,-73563,26607,70016,219770,-121471,6273,-514235,-143410,-441145,-6086,-517939,-326202,-304864,276719,465693,406945,-89271,211230,14844,31651,-121413,-31963,-226934,388238,-59276,-101630,
总资产(万元),15933865,15670632,15096723,14355056,13706607,13448492,12853259,12929271,12648645,12312658,11654191,11869954,11493752,11082313,10644675,10671506,10241939,10160330,9834931,9821184,9867353,9516245,8974301,8962608,9041104,8773703,8371092,8165788,7997877,7600588,6371978,5491237,
流动资产(万元),12608539,12413311,11876426,11123208,10887843,10692696,10055675,10142730,9993205,9640017,8997978,9177843,8857441,8526694,8236471,8391039,7991918,7947848,7642602,7681131,7872332,7558981,7010401,7007287,7055429,6947809,6565919,6370632,6250599,5933759,4941705,4393705,
总负债(万元),11080814,10908380,10293043,9812550,9313900,9152748,8484108,8658415,8456007,8267439,7520935,7801728,7489363,7085572,6711737,6905928,6567149,6608367,6273448,6370938,6414253,6258373,5970225,6056246,6130092,6001648,5573903,5382252,5265207,4885319,4051683,3394317,
流动负债(万元),9704829,9554472,9301339,9329817,8787056,8725414,8045686,8225979,7845925,7675214,6955194,7383480,7254395,6908765,6559505,6743065,6329649,6349081,6002239,6092397,6117104,5937016,5654016,5749001,5813822,5687223,5257116,5067585,4944928,4593945,3959006,3329042,
股东权益不含少数股东权益(万元),3689486,3687220,3642582,3423639,3322382,3258181,3280807,3220595,3170014,3097092,3119590,3050656,3014829,3039853,3017645,2925719,2892470,2776498,2781169,2700245,2723023,2596922,2316020,2247484,2237530,2126631,2119941,2132167,1986717,1934969,1645714,1472353,
净资产收益率加权(%),5.11,3.69,1.84,7.65,5.44,3.94,2.06,7.86,6.7,4.69,2.15,8.98,9.71,6.39,3.15,11.77,10.17,5.92,3.01,11.13,9.56,6.04,3.1,11.38,--,6.5,0,13.81,8.14,16.19,13.39,15.14,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
