报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.21,0.15,0.09,0.17,0.13,0.11,0.1,0.22,0.26,0.19,0.11,0.39,0.38,0.34,0.49,0.32,0.64,0.3,0.09,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.46,--,4.42,4.26,3.93,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.34,--,-0.5,0.01,0.55,-0.17,0.64,0.4,0.39,
主营业务收入(万元),811495,555378,298732,892932,782569,543630,308447,1096544,919580,659874,309101,1122602,903247,625579,1126266,713869,1022080,931862,821119,
主营业务利润(万元),154258,103766,51349,151195,133163,92124,54703,168746,137802,92855,43776,152493,123259,86649,152531,88826,151097,135220,95927,
营业利润(万元),28540,19562,10170,548,15063,12117,10312,22849,32093,25529,11902,44661,41000,35438,51594,34725,62097,36228,8625,
投资收益(万元),6874,5198,1849,10893,5258,3844,819,3899,4062,2909,484,5709,5351,4486,5933,4253,15498,4629,703,
营业外收支净额(万元),1550,942,612,20642,1815,1387,494,10548,1408,722,263,3857,1226,502,2010,998,2517,1148,2101,
利润总额(万元),30091,20504,10781,21189,16878,13504,10806,33396,33501,26251,12166,48518,42227,35940,53604,35723,64614,37376,10726,
净利润(万元),21351,14864,9071,16770,13226,11243,9907,22195,26180,19287,11221,34906,32617,28642,41082,27124,54267,25242,7857,
净利润(扣除非经常性损益后)(万元),19663,13325,7468,-2200,11763,10376,9100,15001,23547,17880,--,26782,--,27178,37246,--,40830,20518,--,
经营活动产生的现金流量净额(万元),45111,25636,-39996,7487,-44483,-36534,-37716,-13190,-40965,-75997,-34336,55513,-49792,423,46370,-14291,54323,33832,32980,
现金及现金等价物净增加额(万元),-29264,-38387,-50468,13207,-42808,-64213,-68125,86,-18227,-19815,-22027,41665,2413,-12658,12887,-21863,2147,3840,-12260,
总资产(万元),1346788,1336352,1305919,1235569,1275274,1228752,1235332,1166834,1197842,1186932,1123511,1073187,1039724,994644,916779,923142,834170,604365,574347,
流动资产(万元),657069,671852,678972,619715,748970,683038,703123,659009,730302,710281,674448,625911,618234,577569,533199,580771,536405,390003,366656,
总负债(万元),798997,793076,765355,703487,748559,702396,703788,644004,676607,671763,604431,583998,543533,586304,539220,560732,479767,296911,292759,
流动负债(万元),624611,617206,590557,527633,570899,524548,523339,463527,470170,463882,475119,504307,497399,528800,507657,527174,406109,282416,261493,
股东权益不含少数股东权益(万元),474865,470510,467755,459347,453396,452081,456575,447390,446981,440061,444294,436640,440424,360022,332350,321399,315178,284461,259788,
净资产收益率加权(%),4.57,3.21,1.96,3.68,2.92,2.49,2.17,5,5.9,4.35,2.54,9.22,--,8.07,12.76,8.45,17.79,9.25,3.02,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
