报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,
基本每股收益(元),0,0.01,0,0.07,-0.01,0.01,-0.02,0.04,-0.02,0.02,0,0.31,0.07,0.03,-0.01,0.1,0.05,0.05,0.01,0.15,0.01,0.01,0,0.17,0.07,0.07,0.01,0.14,0.03,0.02,0.01,0.28,0,0.01,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,1.84,--,--,--,1.92,--,1.68,1.63,1.66,1.66,1.61,1.61,1.57,1.56,1.42,1.84,1.84,1.83,1.71,1.71,1.64,1.64,1.53,1.52,1.51,1.5,-0.4,-0.4,-0.4,-0.41,-0.69,-0.68,-0.68,-0.67,-0.51,-0.51,-0.49,-0.49,-0.43,-0.42,-0.42,-0.42,-0.47,-0.46,-0.46,-0.44,-1.73,-1.73,-1.72,-1.73,-2.2,-2.28,-2.29,-1.77,-1.67,0.62,0.93,1.77,1.86,2.89,3.41,3.3,3.05,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.01,--,-0.12,0.13,0.01,-0.14,-0.11,-0.02,0.03,-0.1,-0.26,-0.23,-0.11,-0.19,-0.37,-0.28,0.01,-0.08,-0.02,0.02,-0.01,0.03,-0.02,0.01,0,0.19,0,--,0,0.03,0,0,0,-0.12,0,0,0,0.04,0,-0.05,0,0.04,0,0.01,--,0.07,--,-0,-0.01,-0.01,-0.01,0,-0.04,-0.09,--,--,--,--,--,
主营业务收入(万元),96486,65336,32819,138725,89800,35267,1740,164336,102748,77358,33511,169157,104138,81083,11260,131204,86635,65167,22834,90200,41058,24033,9429,24348,11258,4567,2188,8969,6427,4234,2089,1329,15088,9371,3577,13937,10193,6358,2750,15320,11365,7227,3227,13996,10086,6339,2312,6314,4359,2623,1319,1359,18,12,6,57,48,42,43,24,347,296,17516,10793,12699,482,4290,3339,6079,
主营业务利润(万元),28674,20949,8073,42764,30813,5974,994,16822,9332,9823,3327,26643,20738,13735,1840,16795,14798,12893,2028,18993,5527,3675,1891,7604,4819,3212,1592,6051,4507,3077,1680,1093,343,222,--,490,379,243,107,1235,924,604,288,1866,1325,862,426,1098,779,540,262,-7025,1,0,0,-34,-30,-23,-12,-12,129,122,252,8,174,-660,-957,100,-989,
营业利润(万元),-4900,-1348,-1525,11755,5822,4272,-2623,3717,-2720,3291,537,50529,12517,8017,-579,17074,11372,11194,1096,26552,1752,786,408,14777,8000,8269,533,16177,3127,2093,994,2986,-483,-238,-45,-2783,-554,-388,-243,-1515,-503,-446,-94,-898,101,190,84,-235,206,217,296,-3508,-59,-26,-122,-1334,-823,-516,-8433,-2159,-20892,-4382,-7407,-857,174,0,-957,100,-989,
投资收益(万元),315,315,--,13185,11529,11543,-32,7870,3257,3267,38,34850,374,376,341,1984,1354,1357,--,3896,-107,-90,-50,7872,7469,7534,--,12703,--,--,--,878,--,0,0,-63,0,0,0,4,10,10,10,-4,0,0,0,283,0,--,0,-116,34,0,162,1254,1254,180,-757,88,-1371,-494,18,36,5076,4811,4366,2170,4512,
营业外收支净额(万元),3021,1813,1643,1636,-32,16,18,11503,-8,-3,-3,-6,-4,0,-1,40,14,17,-3,47,32,1,0,4328,-3,-3,-3,-13,--,--,--,--,--,--,--,7285,0,--,0,-2715,0,0,0,518,0,0,0,237,0,-3,0,0,0,0,0,133,0,0,-52,0,-448,0,-17,0,0,-0,0,--,--,
利润总额(万元),-1879,465,118,13391,5790,4289,-2605,15220,-2728,3288,535,50524,12512,8017,-579,17114,11386,11211,1093,26599,1784,786,408,19105,7997,8265,530,16165,3112,2084,993,9587,-167,-19,176,4439,-549,-383,-237,-4230,-504,-447,-84,-284,99,188,82,285,193,214,296,-9432,-25,-26,40,53,429,-338,-9242,-2086,-22712,-4879,-7406,-824,5239,4151,3528,2390,2724,
净利润(万元),494,1403,262,8490,-1025,911,-2587,4546,-2059,2338,506,37722,9034,3970,-624,11742,6346,6265,818,18356,1752,755,389,15873,6656,6869,528,12975,2581,1750,815,9159,32,122,234,5631,-312,-209,-133,-3731,-444,-384,-44,-455,-44,28,9,123,51,74,152,-9432,18,16,40,114,400,-377,-6833,-1396,-15179,-3983,-6243,-748,4480,4177,3492,2386,2690,
