报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.11,0.09,0.04,0.12,0.13,0.1,0.04,0.76,0.8,0.77,0.06,0.05,0.01,0.01,0.01,0.08,0,0.01,0.01,0.06,0.01,0,0.01,0.04,-0.11,-0.13,0,-0.05,0.02,0.02,0.01,0.15,0.08,0.07,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.05,--,1.96,1.96,1.98,1.97,1.9,1.91,2.03,2.02,1.96,1.9,1.94,1.93,1.78,1.76,1.9,1.89,1.96,1.96,2.05,2.06,1.93,1.92,1.95,1.88,1.85,1.85,1.94,1.91,1.98,1.96,2.01,1.96,1.9,1.87,3.89,3.78,3.65,3.56,3.44,3.35,3.47,3.38,4.25,4.12,3.94,4.39,0.63,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.3,--,-0.44,0.12,-0.15,0.42,0.01,0.09,0.14,0.02,0.18,0.01,-0.25,0.32,-0.12,0.01,0.28,-0.15,-0.5,-0.67,-0.52,0.11,-0.22,-0.52,-0.38,-0.47,0,0,0,0.55,0,0,0,1.27,0,0,0,0.23,0,0,0,-0.15,0,0.17,--,-0.26,0.3,0.41,0.77,--,--,
主营业务收入(万元),397585,281279,135017,577758,399038,278146,131366,579762,393586,262463,116290,573212,380718,250713,92928,592916,417439,261523,108111,556845,398998,261149,124336,414914,298745,193760,90990,546964,393905,258550,123570,536155,378625,224584,108847,487370,461049,288326,138027,641471,466372,293322,142198,552054,388850,218454,105605,411531,284290,180227,85586,322576,221700,138340,63083,296090,137924,248284,187354,161876,157334,
主营业务利润(万元),35014,23957,11579,48753,35417,22139,12284,47825,33483,21964,12008,47323,30790,20807,9640,43354,36211,22246,8938,42346,29706,20784,9894,33964,22578,15993,7067,45384,32676,21889,10621,28710,18090,9796,--,37671,30890,19518,9524,52696,32481,21587,12649,51652,38753,24138,9455,45240,30458,20354,10610,34541,26108,16966,7963,32823,16427,34924,29587,23104,20890,
营业利润(万元),8735,7429,3300,12349,10019,6045,2986,39505,37696,35010,3213,6729,1474,1299,400,5874,-249,-57,61,-3136,-954,10,176,4694,149,778,10,927,2628,1456,998,11055,6642,5075,2137,5928,4104,3336,2904,10620,7328,4693,4771,17802,10813,7403,3437,14896,9341,6140,3239,10914,8622,5407,2909,12613,4761,13740,10132,8051,8011,
投资收益(万元),2803,1107,980,3917,3238,2712,574,35492,34842,33986,1650,3561,2945,1018,-42,19063,1600,1592,90,1180,622,429,114,10488,3148,2293,90,158,553,60,215,17124,13162,13186,1777,1950,838,505,104,-385,-155,-365,-21,45,-27,-19,63,783,266,261,62,1205,1332,1213,96,1252,132,111,-4,126,164,
营业外收支净额(万元),407,240,68,334,72,171,58,532,273,253,127,227,314,207,106,1594,1505,1185,773,6480,1555,1401,365,948,-4797,-4947,165,1695,--,239,--,--,--,--,--,262,0,0,0,2372,0,0,0,-1042,0,0,0,-161,0,0,-27,-422,-235,-178,0,272,0,123,-194,--,--,
利润总额(万元),9142,7670,3368,12683,10091,6216,3044,40037,37969,35263,3340,6956,1789,1507,506,7468,1256,1128,835,3344,601,1412,542,5642,-4648,-4170,174,2622,2882,1695,1202,11759,6966,5363,2251,9031,5836,3791,3000,12655,9075,6339,4196,17675,10952,7441,3717,17245,10887,7254,3275,12650,10314,6714,3151,14946,5948,14620,10242,8078,7924,
净利润(万元),4891,4025,1916,5232,5864,4191,1678,33381,34729,33589,2825,1973,439,400,226,3667,192,385,411,2439,348,170,652,1828,-4618,-5618,86,-2004,782,685,606,6500,3340,3041,1108,3203,1865,1618,1546,3582,3580,2591,2689,9980,6705,4667,2431,10009,6667,4496,1923,9020,6754,4589,2133,12275,5922,9070,7077,4863,4875,
