报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.09,0.07,0.03,0.22,0.17,0.12,0.05,0.27,0.24,0.18,0.05,0.3,0.29,0.25,0.05,0.7,0.52,0.38,0.72,0.59,0.3,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.48,3.43,5.04,4.99,3.35,3.22,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.13,0.12,0.04,0.14,0.09,0.07,0.65,0.29,0.24,
主营业务收入(万元),29355,20440,9476,40207,25529,16288,6899,29135,20247,13861,6159,23496,18010,12523,4478,22340,15772,11126,18967,15810,10267,
主营业务利润(万元),7595,5160,2378,10192,7118,4693,1922,8061,6376,4368,1888,7526,5858,4025,1327,7468,5239,3689,6457,5831,3365,
营业利润(万元),2998,2249,903,4251,3095,2314,742,3397,2987,2216,666,3786,2874,2089,414,4162,2870,2154,4041,3758,1882,
投资收益(万元),434,257,144,278,186,28,--,--,--,--,--,--,--,--,--,--,--,--,88,74,15,
营业外收支净额(万元),193,31,23,260,255,191,-3,204,172,163,-3,225,196,176,44,868,641,468,774,141,66,
利润总额(万元),3191,2280,926,4510,3350,2505,738,3602,3159,2379,663,4011,3071,2265,458,5030,3511,2622,4815,3899,1949,
净利润(万元),2804,1982,812,3914,2915,2164,626,3128,2730,2050,563,3439,2617,1935,388,4275,2988,2228,4158,3355,1690,
净利润(扣除非经常性损益后)(万元),2615,1938,784,3660,2676,1988,623,2931,2566,1899,561,3228,--,1774,--,3518,--,1820,3485,3225,1627,
经营活动产生的现金流量净额(万元),7483,6118,1602,6831,5542,3633,875,3242,2053,788,156,2739,1540,1396,278,1077,512,411,3797,1654,1413,
现金及现金等价物净增加额(万元),237,1597,936,-8565,-5262,-4917,2613,-5489,-5674,-4452,-2054,-2738,-2559,-569,-1736,13578,-2918,-2386,3019,164,-14,
总资产(万元),63985,64347,64745,63588,58998,57865,55996,52331,48905,49463,48442,47581,46536,48339,42748,43840,23859,23992,21370,13130,8463,
流动资产(万元),18785,21770,23113,23511,23601,23172,30229,27333,25074,27131,28851,30280,30213,32274,28535,30199,10982,11245,13250,8275,4408,
总负债(万元),13136,14400,16380,16199,11642,11423,10474,8650,5622,6164,6629,6332,6108,8594,3777,5256,4424,5318,4923,7341,3528,
流动负债(万元),12207,13662,15641,16050,11487,11263,10308,8479,5445,5981,6442,6139,5909,8390,3567,5040,4424,5318,4923,7341,3528,
股东权益不含少数股东权益(万元),50850,49947,48365,47389,47356,46442,45522,43681,43284,43300,41813,41250,40428,39745,38972,38584,19435,18674,16447,5789,4935,
净资产收益率加权(%),5.71,4.08,1.7,8.62,6.22,4.78,1.42,7.38,6.44,4.85,1.36,8.63,6.63,4.89,1,19.83,--,12.68,32.63,67.83,41.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
