报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.55,0.42,0.46,1.63,1.07,0.99,0.34,2.1,1.5,1.07,0.29,1.93,1.32,0.8,0.58,
每股净资产(元),5.17,5.03,12.11,11.64,11.07,10.98,10.62,6.89,--,5.85,--,4.76,2.81,1.88,1.08,
每股经营活动产生的现金流量净额(元),-0.31,-0.46,-0.92,2.07,1.78,1.9,0.96,0.24,--,1.28,0.88,0.93,0.55,0.47,0.74,
主营业务收入(万元),18996,13367,5942,29207,18480,16116,5667,32198,--,15648,4426,25075,17360,8710,7714,
主营业务利润(万元),9338,6470,2785,13171,8864,7726,2549,14468,--,7125,1815,12514,8900,5217,3759,
营业利润(万元),6877,5264,2419,9367,5860,5317,1664,11041,--,5533,1456,9887,6686,3887,2854,
投资收益(万元),561,485,151,443,88,16,--,--,--,--,--,--,--,--,114,
营业外收支净额(万元),595,505,451,811,754,746,343,361,--,301,99,554,290,308,-3,
利润总额(万元),7472,5769,2870,10178,6613,6063,2007,11402,--,5834,1555,10440,6975,4195,2851,
净利润(万元),6386,4872,2431,8575,5585,5127,1703,9643,6921,4932,1321,8871,6087,3667,2671,
净利润(扣除非经常性损益后)(万元),--,4031,--,7503,--,4471,--,9333,6606,4670,--,8396,5830,3395,2573,
经营活动产生的现金流量净额(万元),-3651,-5387,-4907,11033,9464,10113,5099,1118,2345,5897,4045,4267,2523,2170,3411,
现金及现金等价物净增加额(万元),-5017,1218,-1298,3668,3866,14216,23795,4761,--,4899,3122,1192,-8,912,2899,
总资产(万元),85192,71984,79858,79088,79108,80751,77768,56206,49144,48321,--,48184,26018,17835,12146,
流动资产(万元),62447,56782,64902,66646,68364,70268,71649,50484,--,42579,--,42413,21344,14627,9366,
总负债(万元),22110,13033,15402,17099,20148,22288,21216,24507,--,21402,--,26265,13091,9196,7172,
流动负债(万元),21485,12932,15295,16987,20031,22166,21083,24374,--,21258,--,26111,12756,8625,6772,
股东权益不含少数股东权益(万元),60497,58946,64453,61986,58957,58461,56550,31697,28940,26916,--,21914,12919,8632,4965,
净资产收益率加权(%),10.21,8.96,4.54,15.18,12.08,9.57,3.55,35.97,24.73,20.2,5.85,50.93,56.49,53.93,70.74,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
