报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.03,0.01,-0.01,0.02,0.06,0.07,0.03,0.02,0.01,0.01,0.04,-0.11,-0.09,-0.02,-0.04,0.01,-0.01,0.01,0.02,0.06,0.07,0.03,0.01,0.11,0.14,0.07,0.05,0.41,0.54,0.41,0.31,0.51,0.35,0.35,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,1.35,--,--,--,--,--,--,--,1.39,1.41,1.47,1.44,1.48,1.45,1.47,1.48,1.44,1.44,1.4,1.36,1.34,1.36,1.25,1.63,1.58,1.71,1.58,2.05,1.74,1.57,1.47,1.95,2.11,1.99,1.91,1.91,1.9,1.82,1.77,1.75,1.73,1.67,1.61,1.58,1.57,1.64,1.66,1.6,1.62,1.46,3,2.94,2.87,2.81,2.82,2.65,2.61,2.42,2.37,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.2,0.04,0.16,0.13,-0.13,0.15,0.04,-0.04,-0.06,0.06,0.01,0.03,0.41,0.16,0.37,0.28,0.49,0.55,0.31,-0.26,1.09,0.78,0.14,-0.17,0.29,0,0,0,0.52,0,0,0,0.72,0,0,0,-0.1,0,0,0,0.1,0,-0.98,--,0.86,-0.15,0.64,-0.13,0.02,--,0.08,--,--,--,
主营业务收入(万元),27840,17401,6835,44886,31940,21702,12381,98247,73719,54791,27192,112814,87505,60140,24146,136403,97079,62061,27725,109774,81413,54202,25279,89322,66337,43100,21134,133979,112293,73167,32652,93598,63976,39169,16024,34464,18982,11231,4517,28429,18394,7035,2894,26903,14224,6582,1868,16020,10836,8682,2622,20867,15880,12274,6477,35151,14163,23583,9179,15728,4838,10343,9930,3964,848,
主营业务利润(万元),8225,4853,850,5124,3573,2084,1096,12162,8846,6263,3182,10022,7482,6473,2152,13065,9600,7390,3931,11990,9610,5744,2581,12498,11095,5717,3105,21815,22145,16699,8231,18809,12804,8884,2609,5584,2970,1152,1199,4133,2385,910,358,4298,2902,1480,582,5242,3620,3253,1027,9841,7932,6359,3203,17822,7543,12025,4919,8100,2742,5791,4399,2127,177,
营业利润(万元),1051,624,-262,815,1966,2396,1322,1161,1131,1354,1338,-2493,-2032,-183,-1259,1861,778,1660,1158,3215,2986,1510,603,2076,2804,2591,1451,12251,16321,12666,6333,12019,8014,5763,1059,2334,807,-395,489,2451,1429,393,157,2146,963,268,-44,661,362,605,-174,338,1426,1600,664,3091,1519,2409,815,2286,529,1709,1822,1351,-262,
投资收益(万元),--,--,--,4294,5086,5086,3036,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,-123,-57,237,376,101,18,15,15,0,0,-39,-53,-30,-23,-54,15,-19,-0,124,86,83,3,-127,46,43,4,-468,-472,-401,-78,-51,-33,211,35,36,4,46,376,-169,919,
营业外收支净额(万元),774,215,8,-57,-50,18,-5,64,-726,-725,-16,-77,-56,-36,-4,-174,-235,-222,-13,16,21,50,18,3170,3316,207,221,135,--,--,--,--,--,695,758,79,0,0,0,486,0,0,0,13,0,0,0,85,0,0,0,0,-28,-17,-16,33,0,-49,0,-27,0,--,--,--,--,
利润总额(万元),1825,839,-254,757,1916,2413,1317,1225,405,629,1321,-2569,-2087,-219,-1264,1687,543,1438,1145,3231,3007,1561,621,5247,6120,2798,1672,12386,16108,12476,6345,12563,8656,6457,1817,3398,1771,592,462,2925,1440,372,155,2283,1029,334,-58,634,393,634,-181,-134,1030,1286,638,3101,1474,2634,885,2332,500,2095,2208,1261,723,
净利润(万元),916,267,-352,594,1774,2259,1035,590,161,381,1156,-3475,-2854,-613,-1324,342,-382,351,724,1883,2247,1059,450,3382,4404,2041,1213,9574,12676,9703,4995,8292,5748,4162,1161,2307,980,187,157,1740,948,338,155,1782,928,255,-24,555,205,382,-176,-683,440,684,380,1904,783,1554,504,1481,271,1392,1693,1047,666,
净利润(扣除非经常性损益后)(万元),574,475,-358,-3433,-2498,-2069,-1541,517,705,926,1169,-3407,--,-585,--,503,--,517,--,1877,--,1021,--,3683,--,1865,0,9461,0,9838,--,8063,0,3729,--,1617,0,201,0,1343,0,363,0,1645,0,195,0,498,0,254,0,-679,831,1064,--,1843,791,1554,504,1481,--,--,--,--,--,
经营活动产生的现金流量净额(万元),6550,2527,569,5182,4440,-660,-1332,-7360,-6756,-7372,-3414,6003,1126,5286,3990,-3840,4437,1340,-1084,-1938,1843,232,886,12603,4876,11364,6481,11503,12889,7223,-4132,17719,12656,2252,-1839,3140,-7548,-4048,-4571,5597,-4856,-4267,-203,7725,-1018,-6451,-7037,-1131,-3913,-2212,-2480,1026,0,-5279,--,4625,-823,3467,-682,122,--,447,--,--,--,
现金及现金等价物净增加额(万元),2437,658,418,-340,5765,3587,3320,-9305,-7452,-8494,-3842,4784,-3263,3251,2878,-5450,-4298,-1361,-1862,-3728,-7865,-8222,-1355,-2122,-4000,4935,6022,-5008,-2340,-7901,-6020,17544,6222,5720,-2599,-2270,-5479,-4963,-4628,-2647,-6469,-5549,420,5612,-1110,-150,-1104,-6046,-4662,-4353,-2831,-709,0,-6753,--,418,-3470,4383,-1476,-2952,--,5197,--,--,--,
总资产(万元),149633,149840,110559,45122,47529,52083,52799,54852,56465,59415,63903,65024,57939,68759,63288,67300,65618,68100,68711,68623,65469,64747,68097,66427,72518,71207,73143,70084,78431,73646,76132,73394,63006,70871,60505,62111,58740,57408,60291,59421,66652,30361,31275,38405,43415,41711,44552,38004,43063,45706,59918,47137,37587,39544,34279,39172,39753,36819,29553,26461,23847,25638,15567,13551,7215,
流动资产(万元),50828,51860,39794,35349,37322,41482,41865,40403,40493,42870,46681,46973,39215,49875,43610,46845,44619,46297,46302,45515,41394,40385,43150,41230,46533,50123,51045,46835,54898,49515,51540,47907,36574,34657,23869,22199,25946,26301,29348,27947,46120,26141,26861,29537,34233,31449,33977,26912,28520,31038,--,0,--,0,25359,0,0,0,0,17725,17354,19266,9362,9548,4218,
总负债(万元),117076,117965,68973,3796,5021,9090,8974,12635,13649,16486,20196,22511,14939,23710,19244,22129,21289,23171,23539,24699,21327,22044,26500,25516,31061,33040,34865,33019,38237,36431,42825,45092,36975,40618,33407,33483,31644,31368,27910,26442,33671,9208,10013,14485,20318,21249,24567,18340,23529,24549,38769,25779,18775,20341,--,20603,22160,19366,13320,10436,8980,11186,7938,6324,1041,
流动负债(万元),97533,98350,12005,3796,4996,9065,8949,12580,13594,16431,20141,22456,14884,23655,19189,22074,21234,23116,23484,24644,21272,21989,26445,25461,31036,33015,34840,32994,38208,34405,40798,43065,33447,37772,30560,30663,22229,22049,18588,17120,22851,9208,10013,14417,20243,21189,24507,18280,23469,24489,--,0,--,0,14905,0,0,0,0,7048,5542,6964,7938,5824,541,
股东权益不含少数股东权益(万元),32538,31815,41517,41277,42457,42941,43770,42166,42762,42875,43655,42463,42950,44995,43992,45117,44273,44872,45116,43868,44083,42646,41541,40856,41402,38113,38225,37012,40114,37141,33243,28248,25464,23879,21053,22790,21463,20670,20640,20483,19685,19074,18882,18726,18056,17384,17104,16935,17709,17886,17328,17504,15804,16183,15879,15499,15190,15215,14327,14111,13067,12796,6373,7089,6173,
净资产收益率加权(%),1.4,0.84,-0.86,1.4,4.12,5.22,2.42,1.38,0.38,0.89,2.68,-8.01,-6.53,-1.37,-2.98,0.78,-0.87,0.8,1.64,4.51,5.35,2.56,1.1,8.39,--,5.44,0,29.4,0,29.43,--,34.95,0,18.97,--,10.66,0,0.91,0,8.88,0,1.77,0,10,0,1.47,0,0,0,2.14,0,-3.86,0,4.32,--,12.44,5.29,10.44,0,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
