报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1990-06-30,
基本每股收益(元),0,0.03,0.03,-0.11,-0.1,-0.05,-0.02,--,-0.03,0,0.01,0.08,-0.05,0,0,0.05,0.06,0.07,0,0.04,0.01,0.02,0,0.06,0.02,0.01,0,0.02,0.04,0,0,0.08,0.01,0.01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,1.14,--,--,--,1.08,--,0.92,0.97,0.97,0.97,1,1.04,0.95,0.95,1,1.01,1.06,1.05,0.99,0.99,1.15,1.09,1.13,1.14,1.26,1.36,1.22,0.93,0.92,0.92,0.9,0.89,0.9,0.91,1.13,1.15,1.16,1.17,1.17,1.17,1.17,1.17,1.11,1.1,1.11,1.1,1.41,2.52,2.5,2.5,2.53,1.89,1.65,2.22,1.82,2.9,2.8,2.61,2.98,2.69,2.69,2.52,2.64,4.2,4,5.95,5.92,5,6.26,2.31,1.72,1.46,1.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0,--,--,--,0.01,--,-0.02,-0.04,-0.11,-0.14,-0.05,-0.02,0.07,0.01,0.15,0.12,0.16,0.14,0.08,0.1,0.08,0.02,-0.06,-0.04,-0.04,0.15,0.18,0.09,-0.01,-0.04,0,0,0,-0.08,0,0,0,-0.36,--,0,0,0.56,0,0,0,0.14,0,0.2,0,-0.23,0.14,0.19,0.15,0.07,0.09,-0.09,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),444476,299012,149092,629965,447824,287123,144485,920583,604653,447040,208695,1315469,916168,635461,298171,1046766,755310,514673,251939,707007,446998,263044,96071,275171,202376,135357,70609,291565,214613,145357,74517,377049,211621,137196,60723,246939,185649,124310,59718,230811,180983,119247,52293,285914,226620,159397,89240,327714,223539,129070,57315,301191,253557,182851,69792,385037,187821,551142,326365,243176,21715,10511,5266,21437,12009,20258,9458,14539,6684,12075,6649,12135,3856,3208,945,1503,473,821,391,
主营业务利润(万元),10955,6172,1924,21634,14277,11016,5269,23787,17448,12734,5688,34130,31810,27105,13991,50462,35571,26062,11690,42831,25946,19779,7861,27833,17729,10900,4725,22105,13447,9381,3780,23918,13938,9563,--,17005,10308,7506,3130,12081,8676,5712,1960,17717,13623,9622,4514,36688,25489,15946,6842,36828,27486,18941,6312,25432,11568,42361,19745,4164,677,3003,1622,1999,710,944,1301,1195,1370,1864,1004,1453,628,543,147,390,10,20,9,
营业利润(万元),-8131,-3066,-4270,-21021,-16792,-7392,-3573,15877,-6685,-549,-1029,351,-11063,77,1162,18141,16056,17925,2490,10255,3722,6926,1287,13832,4749,2036,49,5433,6309,827,390,14089,2259,1966,230,-8080,-7506,-5169,-2848,-15033,-6202,-3888,-2045,-1277,-756,-620,-328,-1420,8824,5408,2265,6398,8281,5554,0,4074,2494,26371,9793,1796,-441,-52,323,2154,0,1625,0,2120,0,0,1004,1453,628,543,147,251,10,0,9,
投资收益(万元),14274,14724,6314,1163,-461,1266,589,40426,6515,5862,2237,44147,3346,3263,2257,20711,19051,17733,3153,13694,6280,5372,2020,15553,9025,5699,2021,11910,12469,4470,2861,16949,6020,4177,2207,9499,5220,1400,529,-24085,415,197,230,154,1086,1030,542,-700,-864,-185,-8,-7711,-90,-118,102,17222,17551,7887,7285,20033,4638,8079,4395,6840,5072,4181,513,1310,654,1491,991,432,33,289,0,0,0,0,0,
营业外收支净额(万元),9955,9139,8421,3876,2068,1233,983,6807,5198,4897,4036,3604,2113,2122,399,2343,1009,446,97,2907,939,622,371,592,601,169,127,-283,--,-85,--,518,--,--,--,390,0,0,0,-104,0,0,0,1749,112,0,0,20459,0,-784,12,0,-159,-262,0,-295,-217,740,0,-3,70,0,0,0,11,0,246,0,-14,273,0,0,--,0,--,--,--,--,--,
利润总额(万元),1824,6073,4150,-17146,-14724,-6159,-2590,22685,-1487,4348,3007,3954,-8950,2199,1561,20485,17065,18371,2587,13162,4661,7548,1658,14423,5351,2205,176,5150,6277,741,385,14607,2344,1931,207,1943,-2212,-3759,-2322,-38917,-5256,-3179,-1832,807,548,579,190,18798,8026,4439,2269,-32737,8608,5750,1454,23673,22298,37817,18113,21826,4267,7298,4530,8978,6082,5745,2383,3814,2276,3632,2003,1888,665,844,434,251,12,25,9,
净利润(万元),274,5484,4360,-19895,-16659,-8091,-4169,17279,-5672,446,1166,14795,-7902,437,66,9013,10447,12846,214,6118,1543,4207,555,10629,4165,1911,273,3035,5646,241,502,11418,1099,998,165,1657,-1645,-3296,-1985,-37480,-4597,-2800,-1569,467,60,217,64,10399,1201,31,255,-41172,3658,2160,769,13552,16244,22594,9504,18780,4019,6325,3913,8002,5181,4982,2019,3306,2021,3239,1853,1616,632,751,393,168,28,10,6,
净利润(扣除非经常性损益后)(万元),-23313,-17330,-10853,-23843,-19348,-9817,-5208,--,-8585,-2196,--,-27335,--,-1312,--,-6103,--,-2105,--,-5147,--,1244,--,1484,--,89,0,-4890,0,-195,0,-3124,0,1012,--,-3300,0,-3324,0,-37482,0,-5096,0,-3308,--,-565,0,-11590,0,745,0,-8695,2245,1970,0,-2887,390,13102,3367,8124,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-6579,1159,1761,5137,3699,-10316,-542,-17578,295,-2849,1716,-20385,-4087,-7602,-19751,-24519,-8604,-3929,12836,2363,25418,20403,27106,23956,14524,16641,12279,3128,-8781,-5378,-5928,22124,25803,13210,-1802,-5345,-9150,6163,3453,-11172,-6625,-8840,9966,-51602,-55011,-78590,-44952,81439,-2839,-13042,16733,20975,0,16100,0,-18855,11173,10258,8398,2409,3238,-1897,1305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-36681,-8879,-17170,5640,5564,-8821,-16980,34061,13316,16861,37581,-20845,-6232,25900,-9151,-44926,-26611,-26810,454,20530,-9116,-7803,-13928,38850,28249,38594,36794,-13079,-10912,-12367,-1256,11670,-2307,-5388,-6578,10563,-3740,-5161,-3553,-44983,-39464,-23066,-19524,-69734,-59154,-80533,-34480,17327,-12184,-199,22367,-6585,0,34073,0,46600,51651,72174,43056,12434,4272,-5750,-389,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),752137,767129,772076,803565,800709,781368,792898,804873,668970,671025,646516,595344,700449,689608,677201,659370,625602,675700,728160,694824,643184,589797,584608,521601,503546,503410,471285,386112,367161,371838,395111,396119,369546,299282,307950,307247,322868,344540,367415,363440,363968,376731,369417,393498,416451,398054,432402,472670,533823,501103,470714,442633,494055,543246,508882,484038,522386,353130,270750,159110,111407,109990,110504,106330,98296,106042,74115,74010,46454,40805,39921,23685,25416,12539,6909,1907,1088,378,425,
流动资产(万元),342941,362657,363412,390437,380937,367370,381394,390361,331059,333738,305137,252280,367260,374630,364415,348198,315838,362160,378671,355353,312379,286285,243197,186505,179653,197536,194807,163371,148323,130857,175301,160337,135713,117097,119457,120977,131521,139798,163298,162921,143937,164490,163529,190972,225331,209595,246138,280761,343050,311140,282888,0,--,0,312264,0,0,0,0,50611,25662,23376,36992,31212,65212,70829,52970,54041,18544,17939,17072,9728,9284,4573,2464,459,368,293,357,
