报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.06,0.03,0.01,0.12,0.1,0.08,0.01,0.19,0.16,0.09,0.02,0.28,0.28,0.14,0.04,0.36,0.33,0.18,0.06,1.21,1.11,0.44,0.97,0.78,0.66,0.48,
每股净资产(元),1.28,1.26,2.28,2.26,2.24,2.22,2.2,2.19,2.16,2.1,3.32,3.3,3.3,3.16,6.28,6.24,6.22,6.07,12.42,12.37,4.83,4.16,0,--,0,0,
每股经营活动产生的现金流量净额(元),-0.67,-0.45,-0.5,0.61,-0.03,0.24,0.12,-1.11,-1.18,-1.11,-0.99,0.65,-0.86,-1.01,-2.8,-2.13,-2.59,-2.13,-3.95,1.01,-1.66,-1.64,0.43,0.19,-0.64,0.8,
主营业务收入(万元),133793,62207,12832,176956,129705,65771,9356,211379,151568,60353,9027,219066,143283,55304,8363,111976,80898,41611,12770,104502,80270,34809,70330,54590,53405,46113,
主营业务利润(万元),19677,9418,1184,23268,18807,11559,1908,32388,24940,12069,1885,28442,21919,10370,1547,16251,12947,6650,2087,13690,11819,5124,10095,8350,7079,6516,
营业利润(万元),5848,3662,697,7628,6055,4936,837,11794,9848,5653,775,10420,10168,4897,574,6422,6432,3425,592,9104,7675,2928,7138,5803,4529,3397,
投资收益(万元),5437,3731,1518,6396,2853,2315,295,1963,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业外收支净额(万元),512,144,82,238,450,269,129,-455,-17,46,25,-139,207,278,141,124,-79,-46,-75,46,83,134,-80,-41,0,0,
利润总额(万元),6360,3805,779,7866,6505,5205,965,11339,9831,5699,800,10281,10375,5175,715,6546,6353,3380,517,9150,7758,3062,7057,5763,4667,3156,
净利润(万元),5151,3149,660,6344,5061,3998,619,9545,8006,4768,595,9028,8828,4441,593,5727,5347,2940,450,7679,6637,2613,5833,4690,3941,2076,
净利润(扣除非经常性损益后)(万元),--,1180,--,3816,--,2325,--,7998,--,4338,--,8418,--,4224,--,5649,--,2979,--,7644,6566,2499,5901,4725,3824,2238,
经营活动产生的现金流量净额(万元),-61881,-41261,-25351,31104,-1322,12293,5978,-56641,-60556,-57049,-31699,20749,-27373,-32447,-44862,-34142,-41423,-34140,-31615,8086,-9987,-9836,2595,1159,-3811,4801,
现金及现金等价物净增加额(万元),-599,-5603,2319,13885,2351,1923,17184,-26391,-16645,-25055,-6070,801,9353,-16404,-9033,-28588,-36489,-32235,-25917,64392,1820,5134,852,794,-1877,3954,
总资产(万元),362683,344503,255406,236568,292579,266359,244470,228575,274319,238540,217627,149316,241920,188242,188772,140887,138802,125953,121547,118972,71597,71103,39480,--,33275,25047,
流动资产(万元),270647,260286,182257,162917,203645,181842,171478,165577,216628,190125,177158,113460,210034,157558,160848,113933,116125,105182,102644,103676,59807,59281,28070,--,22693,16444,
总负债(万元),243724,227529,137479,119289,176509,151364,130301,115037,162478,129922,109931,42214,136418,87127,88305,41013,39307,28865,22149,20025,42634,46164,17154,--,16782,12495,
流动负债(万元),219566,206092,114751,101585,158951,137785,118710,111397,156126,123815,104362,36630,136418,87127,88305,41013,39306,28864,22148,20023,42620,46150,17139,--,16782,12495,
股东权益不含少数股东权益(万元),117909,115897,116493,115821,114547,113484,112666,112046,110507,107270,106296,105701,105502,101115,100467,99874,99495,97087,99398,98947,28963,24939,22326,--,16493,12553,
净资产收益率加权(%),4.4,2.69,0.57,5.58,4.46,3.52,0.55,8.68,7.39,4.43,0.55,8.81,8.58,4.37,0.59,5.78,5.37,2.9,0.46,20.39,0,11.06,30.05,--,27.13,26.63,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
