报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.04,-0.09,-0.17,0.57,0.58,0.24,-0.12,0.63,0.43,0.17,-0.14,0.13,0.05,-0.05,-0.28,1.81,1.64,0.95,-0.06,2.88,2.06,1.07,-0.04,2.28,1.77,0.92,0.13,1.57,1.15,0.54,-0.07,0.6,0.47,0.18,-0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,8.34,--,7.81,--,7.88,7.65,15.58,15.85,14.93,14.27,13.25,13.3,12.48,11.48,10.56,10.6,10.07,9.22,8.68,8.55,8.17,7.56,4.81,4.82,4.69,4.4,4.28,4.33,4.22,4.67,4.81,4.94,4.88,4.68,4.64,4.67,4.44,4.18,4.11,4.12,4.1,2.38,0,2.19,1.85,1.51,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.84,--,0.44,--,0.05,-0.05,0.06,-1.79,-1.95,-1.59,-0.87,2.81,2.08,1.04,-0.09,3.25,2.62,2.09,0.31,1.15,1.04,0.5,0.05,1.31,1.01,0.37,-0.01,0.48,0,--,0,0.12,0,0,0,0.28,0,0,0,0.7,0,0.32,0,0.52,0,--,
主营业务收入(万元),242230,132486,26792,389264,311139,185756,40196,420687,308425,171644,36233,314787,239446,127782,26898,272741,206793,118464,22175,242786,168502,91637,10865,181037,125555,74809,15128,138341,100446,54366,7777,95714,62985,35349,3209,60925,41951,20237,2253,49268,33619,17817,2222,40081,28331,12625,2607,31239,23738,13310,2786,21908,16563,13339,
主营业务利润(万元),54837,25571,3262,107458,90405,54045,8591,115645,84992,45713,6000,61418,43273,19431,1777,78165,62844,37361,6098,98134,70944,38263,4311,75782,54131,31715,5890,52584,37918,19291,1899,27384,19413,10075,--,12592,8482,2924,-160,14974,11730,6261,520,13796,10570,4713,826,10653,8436,4362,872,8095,7061,5504,
营业利润(万元),-4710,-8426,-10094,22506,30736,15958,-6571,24403,23126,11314,-7483,-3867,-813,-5835,-8439,34718,33943,20951,-1752,57352,46960,24198,-936,41578,34677,19341,2209,19089,17116,7113,-2226,6597,6162,2337,-1844,224,-408,-2610,-2292,2899,3481,1476,-1157,4997,4917,2108,-145,2412,1959,720,-392,1970,2335,2059,
投资收益(万元),372,372,3,371,371,371,--,-7326,-6345,-3211,-1141,-6364,-3820,-2446,-1458,114,1285,1211,-287,1507,1664,0,--,86,--,--,--,80,--,--,--,80,80,80,0,0,0,--,0,0,0,0,0,147,0,0,0,-121,1,1,0,-0,0,--,
营业外收支净额(万元),12127,6095,2405,21198,11737,2123,127,22791,9009,899,352,19511,9143,4495,1716,11954,6833,2273,1021,12581,2640,1172,353,12644,7495,2741,1078,12668,--,2142,--,6391,3183,--,--,-119,0,--,0,-140,0,0,0,-1370,0,0,0,-323,0,0,0,0,0,-6,
利润总额(万元),7417,-2332,-7689,43704,42473,18081,-6444,47194,32134,12213,-7131,15643,8329,-1340,-6723,46672,40776,23224,-731,69933,49599,25370,-583,54222,42172,22082,3286,31756,22465,9256,-1118,12988,9345,3563,-1440,4902,2523,-1954,-1819,6640,5835,2657,-243,6173,5849,2243,-140,3954,3693,1523,-270,3249,3118,3099,
净利润(万元),2130,-4224,-8082,27151,27816,11376,-5886,30005,20531,8212,-6592,6124,2606,-2403,-6747,35330,32068,18539,-1150,56179,40132,20824,-860,44468,34546,17867,2466,27338,19263,8170,-972,8650,6771,2598,-1391,3622,2043,-1469,-1632,5135,4432,1997,-381,5529,5322,2216,-104,3531,3304,1441,-254,2532,2497,2876,
