报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.04,-0.04,0,-1.03,-0.61,-0.12,-0.04,0.2,-0.83,-0.52,-0.25,-1.21,-0.85,-0.58,-0.29,-0.91,-0.45,-0.26,-0.17,0.05,-0.89,-0.64,-0.32,-1.26,-0.79,-0.44,-0.29,-0.56,-0.07,0.07,0,0.33,0.24,0.15,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,-0.42,--,0.19,0.46,0.75,1.04,1.51,1.71,1.81,1.97,1.03,1.27,1.59,1.9,2.37,2.7,2.86,3.14,3.63,3.78,3.96,3.95,3.89,4,3.45,3.44,3.2,3.13,3.15,3.14,3.09,3.16,3.29,3.18,3.26,3.11,3.1,3.02,2.95,2.88,2.91,2.85,2.94,2.92,2.86,2.83,2.94,2.93,2.83,2.42,0.18,1.6,1.56,1.6,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.29,--,-0.25,-0.24,-0.21,0.28,0.43,0.1,-0.17,0.94,-0.08,-0.13,-0.03,-0.06,0.07,0,-0.25,0.66,0.67,0.29,0.15,0.87,0.81,0.33,-0.11,0.86,0,0,0,0.79,0,0,0,0.8,0,0,0,0.34,0,0,0,0.47,0,0.29,--,0.26,--,0.01,0.19,-0.03,0.5,0.13,-0.65,--,--,--,--,
主营业务收入(万元),16620,11166,2754,64291,59776,39944,19255,67802,53293,36251,16030,80653,60312,41333,15576,115413,96512,68072,31855,109180,86731,67096,40500,141894,108816,70362,30129,177231,156026,98916,41078,182222,133868,77582,33326,125479,90691,57579,26092,90562,62766,41460,20462,83449,60435,38168,16893,66913,48337,31821,14575,50217,37026,26231,11846,44967,33627,22500,46261,23572,28324,12658,28677,15766,38380,38227,35543,
主营业务利润(万元),820,559,227,965,218,86,307,-6536,-6128,-4552,-2462,-9604,-9400,-6650,-3254,-4128,1531,2032,86,-7349,-7537,-6510,-3215,-9400,-4161,-1042,-2323,10264,15039,12572,4838,26560,19164,10986,3816,18991,13624,7897,2823,17001,12955,8806,4356,22702,16026,9493,3765,15523,10956,7392,3559,10447,7320,5292,2116,8166,6603,4908,10378,4999,4186,1375,3961,2092,6292,2196,5140,
营业利润(万元),-8703,-6722,-2196,-42003,-23547,-9347,-4397,-32318,-22310,-14183,-6957,-34258,-21723,-14886,-7513,-22933,-11914,-7160,-4543,-36192,-22377,-16241,-8141,-34255,-21358,-12362,-7638,-16069,-2234,2205,133,7731,5684,3358,248,6057,3613,2023,206,5823,5566,3887,1848,10505,7968,4709,1772,6556,4931,3284,1361,3880,2494,1911,730,2398,2412,2122,4667,2564,2307,458,1055,1042,2281,2286,5342,
投资收益(万元),-50,-50,-14,-10871,-10886,14,26,404,420,289,157,127,35,-16,-7,54,62,62,25,151,107,62,24,100,46,14,-8,85,167,117,46,445,40,1,-19,237,107,107,0,127,0,0,0,168,43,28,14,-392,-405,-286,0,3,2,-1,-1,368,-6,-10,1,--,10,0,11,0,20,47,18,
营业外收支净额(万元),7410,5518,2124,10216,7486,5311,2899,32550,590,473,438,907,125,89,41,303,183,129,69,33964,326,266,195,2088,1266,819,9,410,--,--,--,--,--,--,-2,-69,0,0,20,-26,0,0,0,-16,0,0,0,-152,-68,-15,-9,-34,-15,-11,0,-62,0,0,88,-20,0,0,-6,--,-97,--,--,
利润总额(万元),-1293,-1204,-72,-31786,-16061,-4036,-1498,233,-21720,-13710,-6519,-33351,-21597,-14797,-7471,-22631,-11731,-7031,-4474,-2228,-22051,-15975,-7945,-32167,-20092,-11543,-7629,-15659,-2320,2192,133,7790,5714,3361,247,6225,3718,2139,226,5924,5548,3875,1836,10657,8010,4743,1776,6032,4478,2984,1352,3849,2481,1899,719,2704,2356,2072,4755,2544,2384,505,1511,1037,2289,2326,5343,
净利润(万元),-1018,-1020,27,-24181,-14287,-2738,-869,4771,-19607,-12278,-5822,-28482,-20041,-13740,-6819,-21416,-10551,-6211,-3899,1171,-20922,-15114,-7510,-29729,-18475,-10445,-6701,-13137,-1739,1693,113,6898,4942,2881,195,5320,3149,1807,192,5711,4716,3294,1561,8776,6804,4026,1509,5005,3717,2476,1149,3267,2109,1615,611,2294,1990,1751,4021,1698,2029,429,1209,695,1602,1574,3586,
净利润(扣除非经常性损益后)(万元),-8428,-6537,14,-22512,-14363,-2766,-884,-25751,-20200,-12754,0,-29545,--,-13833,--,-21687,--,-6324,--,-32429,--,-15277,--,-31355,0,-11004,0,-13181,0,1706,0,6694,0,2879,--,5232,0,1725,0,5735,0,3307,0,8749,0,4020,0,5137,0,2491,0,3301,2124,1626,--,2355,--,1801,3933,1718,0,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-7354,-4378,-3285,-12662,-10131,-8102,-14053,-2303,-12492,-8014,-6761,-7018,-5953,-5599,-5125,6640,10130,2452,-4087,22084,-1827,-3152,-593,-1502,1719,10,-5934,15485,15735,6746,3570,20560,19072,6355,-2094,15973,12896,5904,859,14537,12750,9607,4203,14880,15579,7049,4290,6352,6226,4269,1001,8633,0,5340,--,4781,--,131,3526,-501,4855,1410,-7266,--,--,--,--,
现金及现金等价物净增加额(万元),-3729,-4646,-3415,-5782,-3396,-1074,-5795,-845,32402,-8811,12740,-43415,-33887,-1057,1468,24959,-26180,-24301,-22544,-1831,-20882,-25195,-17674,-13054,3887,18011,7002,33807,19521,1341,7586,3388,6162,22029,67,3912,6929,7401,4998,-180,3102,1791,3755,-2822,3633,460,1279,-2338,-3131,-3256,1747,-9643,0,-11593,--,648,--,137,10733,16103,5563,6023,-163,--,--,--,--,
总资产(万元),133401,133692,136982,141516,158328,213516,210156,217991,239597,223999,228271,237917,260578,266400,269988,271417,213995,220516,228810,247408,225200,225595,240033,252568,266663,279918,263781,258842,256622,237191,237232,220498,216332,195273,163227,157464,148459,136585,131377,124430,122609,115991,108266,95080,89907,85816,88546,86131,80737,77879,80925,77253,74723,74884,75203,75908,73479,74249,67480,68922,51727,56410,53475,49445,41655,41529,30432,
流动资产(万元),8715,8908,12130,16280,25753,35798,33955,42599,62014,44556,45290,53720,70811,79688,81450,79813,26112,30066,35915,53377,28799,26116,39869,55291,94369,105930,89211,83044,76264,55718,56699,44612,43945,55447,34441,29169,38808,28020,25057,20563,21972,19240,22328,18644,26805,24218,29066,30878,22460,20822,--,0,--,0,37879,0,38014,0,0,43052,0,30230,26570,19883,18242,24975,20533,
总负债(万元),156277,156478,158636,163099,166978,219468,213564,219892,266288,208506,205705,208929,219750,218801,215210,209055,139456,140906,146572,160843,159535,153979,160519,165191,167136,196499,178067,165498,163281,140555,136512,119893,116208,99723,98669,93738,89197,78664,73035,66280,65454,57481,47416,36210,29570,28163,31126,30097,26125,24371,27029,24368,20197,20713,22175,23350,--,19944,15130,31967,34222,38461,37112,31480,28269,27318,17050,
流动负债(万元),55420,53729,52494,54846,55666,95566,87251,90649,130585,72777,69418,72585,85363,80862,79217,79786,60107,61073,70837,91284,99023,123364,129233,121110,116270,138604,123641,117152,114376,112428,114337,110406,97761,86366,78952,77101,70377,59100,53479,53014,51363,46489,37440,25437,25329,24022,27115,26216,22254,19900,--,0,--,0,19575,0,16026,0,0,16547,0,19094,16834,27303,24150,18330,10572,
股东权益不含少数股东权益(万元),-21673,-21675,-20627,-20654,-12185,-295,1582,2463,-23325,-16119,-9780,-4062,4465,10743,17520,24451,35583,40295,42679,46431,24119,29802,37279,44707,55699,63571,67244,73945,85370,88801,93100,92987,91361,94113,63931,63726,59262,57921,58343,58150,57155,58510,60850,58869,60337,57530,57420,55911,54612,53371,53896,52747,54525,54031,53028,52417,54352,54189,52229,36955,17505,17949,16363,17965,13386,14211,13383,
净资产收益率加权(%),--,--,--,--,--,0,-42.84,--,--,--,0,0,-138.35,-78.01,-32.5,-60.44,-25.82,-14.33,-8.75,2.57,-60.8,-40.57,-18.34,-50.32,0,-15.2,0,-15.92,0,1.84,0,8.58,0,4.19,--,8.92,0,3.08,0,9.79,0,5.57,0,15.05,0,7,0,8.84,0,0,0,6,3.94,3.03,--,4.33,--,3.18,11.61,--,0,--,10.5,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
