报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),1.43,0.87,0.59,1.44,1.09,0.76,0.49,0.89,0.76,0.56,0.4,0.46,0.36,0.23,0.19,0.53,0.32,0.23,0.17,0.41,0.32,0.2,0.11,0.24,0.16,0.11,0.08,0.26,0.25,0.2,0.14,0.33,0.25,0.15,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.19,--,3.73,3.6,3.7,3.52,3.3,3.21,3.15,2.98,2.9,2.88,2.78,2.67,2.6,2.56,2.62,2.54,2.53,2.49,2.62,2.48,2.41,2.31,2.21,2.15,2.15,2.75,2.67,2.63,2.7,2.68,2.82,2.78,2.79,2.75,5.29,5.2,5.05,4.98,4.85,4.79,4.97,4.95,4.75,4.73,5.01,3.54,3.62,3.43,3.64,3.43,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.1,--,-0.5,-0.49,-0.25,0.66,-0.26,-0.29,-0.09,-0.34,-0.73,-0.55,-0.39,-0.09,-0.63,-0.31,-0.25,0.8,-0.45,-0.45,-0.02,0.48,-0.15,-0.31,-0.17,0.37,0,0,0,0.13,0,0,0,0.37,0,0,0,-0.47,0,0,0,0.87,0,-0.53,--,-0.32,-0.89,1.01,-0.29,-0.32,--,-0.37,--,--,--,
主营业务收入(万元),88604,55787,33672,106293,73883,50492,33619,67138,48925,30228,15855,55648,41748,25647,16679,57614,38093,24409,15766,67033,50166,29754,14107,68549,39889,26464,13409,81501,58981,45427,17759,70218,32922,20157,8047,56187,24905,16534,8702,55260,38480,26919,7127,46690,30528,19797,6664,33403,21286,16161,5519,29324,18916,10926,3394,20826,8160,19674,11745,16562,9836,15513,15132,9763,9646,
主营业务利润(万元),66948,42624,23943,80217,53769,35375,21844,46771,30666,19353,9972,34966,25543,16337,10435,36350,24575,15914,9946,30330,21881,14090,7282,26301,15103,10489,5670,30164,18885,13267,7570,30286,16077,10190,4381,22102,12312,8462,4126,22286,13541,8322,2844,17341,11689,8188,3266,12742,7208,5521,1644,11330,6449,4699,1449,7310,2095,3375,1887,2760,1710,2553,2945,--,--,
营业利润(万元),47842,29631,19788,48031,36687,25069,16359,29698,26383,19511,14246,14772,12982,8513,6195,16629,10181,7739,5567,12533,11231,7011,3789,9518,6049,4670,2921,10386,8869,7264,5055,12778,8143,5352,2028,5552,4433,3256,1006,5085,3375,2479,1008,5187,4325,3226,1033,4317,2802,1989,677,4012,2494,2392,581,1482,1462,1654,1509,2800,2161,2387,2601,--,--,
投资收益(万元),494,494,-3,423,431,434,1,8174,9293,9295,9298,192,292,-6,-2,29,144,-4,-1,61,165,178,-5,-96,-36,-19,-18,71,203,231,-7,-972,-94,-68,-33,178,-106,-73,-52,-880,-157,-54,-39,-748,0,0,0,-54,-78,-78,0,543,-79,-80,0,-307,-21,555,107,470,22,40,5,--,--,
营业外收支净额(万元),182,102,11,265,212,207,12,289,-31,-25,-26,613,-127,-102,7,466,4,-6,-6,657,-128,-55,--,132,-106,-23,-7,-107,--,--,--,--,--,--,27,-38,0,0,0,-1406,0,0,0,8,0,0,0,61,99,97,1,-59,225,214,0,279,0,832,0,290,0,0,--,--,--,
利润总额(万元),48024,29732,19799,48297,36899,25276,16372,29987,26352,19486,14220,15385,12855,8411,6202,17095,10185,7733,5561,13189,11103,6956,3789,9651,5943,4647,2913,10279,8699,7093,5013,13407,8669,5369,2055,5692,4344,3178,952,2798,2975,2428,966,4446,4373,3236,1051,4325,2856,2034,678,4496,2640,2527,614,1454,1596,3041,2267,3592,2310,2716,2586,--,--,
净利润(万元),40396,24588,16666,40432,30965,21372,13785,25088,21423,15658,11154,13043,10124,6442,5217,14944,8868,6383,4679,11519,9072,5694,3069,6647,4357,3204,2186,7221,6961,5625,3825,9293,7078,4274,1441,3746,3476,2563,717,1228,2728,2192,993,4420,4325,3292,1093,4415,2868,2041,677,4017,2624,2498,270,1423,1339,2590,1897,3049,1958,2289,2485,2167,1962,
