报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.12,0.1,0.06,0.2,0.13,0.1,0.08,0.33,0.28,0.2,0.11,0.5,0.4,0.3,0.14,0.44,0.4,0.15,
每股净资产(元),2.59,2.56,2.55,2.48,2.53,2.5,3.83,3.76,3.7,3.63,5.45,5.34,5.25,2.73,2.56,2.43,1.99,0.9,
每股经营活动产生的现金流量净额(元),0.27,0.2,0.11,-0,0.28,0.2,0.17,0.38,0.5,0.28,0.11,0.14,0.14,0.21,-0.1,0.55,0.06,-0.18,
主营业务收入(万元),36576,23281,11939,57335,30146,19791,9378,41491,30935,20503,9355,41030,30858,19873,9213,36529,14670,4920,
主营业务利润(万元),11154,6988,3485,15565,8283,5437,2543,11993,9015,6094,2637,12502,9612,6292,2904,11127,4760,1516,
营业利润(万元),2710,2085,1086,6371,4003,2611,1095,6030,4701,3152,1164,4846,4082,2615,1190,4504,2413,59,
投资收益(万元),--,--,--,-38,--,--,--,--,--,--,--,--,--,--,--,-10,397,2,
营业外收支净额(万元),1527,1538,856,535,319,733,570,1560,1604,1489,446,1496,968,756,381,634,1999,1349,
利润总额(万元),4237,3623,1941,6906,4322,3344,1665,7589,6305,4642,1610,6342,5050,3371,1572,5139,4412,1408,
净利润(万元),3952,3293,1838,6325,4066,3135,1571,6889,5756,4171,1486,5937,4701,3122,1433,4617,3922,1198,
净利润(扣除非经常性损益后)(万元),--,2491,--,5188,--,3068,--,6369,4994,3269,--,4754,--,2553,1109,4091,1856,50,
经营活动产生的现金流量净额(万元),8488,6233,3464,-92,8844,6254,3644,8045,10463,5798,1505,1925,1929,2188,-1037,5714,675,-1408,
现金及现金等价物净增加额(万元),4020,3717,-6186,-13033,-1055,-164,6488,-5082,4711,-808,535,24110,28496,96,235,1895,-8197,8079,
总资产(万元),118145,106974,98408,103513,84996,84815,90524,85318,91508,85558,85343,84221,86450,56120,54747,51350,33596,27569,
流动资产(万元),53029,50950,43336,52205,36720,37736,45669,43506,52968,48934,50308,49392,53471,22779,21978,18986,12858,16812,
总负债(万元),29072,22322,16618,24797,5313,6059,10186,6551,13871,9705,9385,9749,13215,27603,27919,25955,12818,20541,
流动负债(万元),26771,20220,14535,22699,4679,5420,9322,5475,12709,8409,7287,7019,10247,24359,24216,21780,8936,16303,
股东权益不含少数股东权益(万元),82009,80808,80765,78443,79498,78567,80142,78571,77437,75853,75958,74472,73235,28517,26828,25395,20778,6964,
净资产收益率加权(%),4.97,4.13,2.32,7.47,5.13,3.94,1.98,9.03,7.56,5.48,1.98,12.81,11.16,11.58,5.49,20,23.5,18.82,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
